ID,TipoPersona,Sesso,TipoLesione
3855893,Passeggero,F,Illeso
3855914,Conducente,M,Illeso
3855914,Conducente,M,Illeso
3855933,Passeggero,M,Illeso
3855933,Conducente,M,Rifiuta cure immediate
3855933,Conducente,M,Illeso
3855933,Passeggero,M,Illeso
3855936,Conducente,M,Rimandato
3855936,Passeggero,F,Rimandato
3855936,Conducente,M,Illeso
3855941,Conducente,M,Rimandato
3855941,Passeggero,M,Rimandato
3855946,Conducente,F,Illeso
3855946,Passeggero,M,Illeso
3855946,Passeggero,F,Illeso
3855946,Conducente,M,Illeso
3855947,Conducente,M,Illeso
3855947,Passeggero,F,Illeso
3855956,Conducente,M,Rimandato
3855956,Passeggero,F,Illeso
3855956,Conducente,M,Rimandato
3855962,Conducente,F,Illeso
3855962,Conducente,M,Illeso
3855976,Conducente,M,Illeso
3855976,Conducente,M,Illeso
3855976,Conducente,M,Illeso
3855979,Conducente,M,Illeso
3855981,Conducente,M,Illeso
3855982,Conducente,F,Illeso
3855982,Conducente,F,Illeso
3855992,Conducente,M,Illeso
3855993,Conducente,M,Rimandato
3856009,Conducente,M,Illeso
3856009,Passeggero,F,Rimandato
3856009,Conducente,M,Illeso
3856014,Conducente,M,Illeso
3856021,Conducente,M,Illeso
3856033,Conducente,F,Rimandato
3856033,Conducente,F,Illeso
3856037,Conducente,M,Illeso
3856037,Conducente,F,Illeso
3856055,Pedone,F,Illeso
3856055,Conducente,F,Illeso
3856057,Conducente,M,Illeso
3856057,Conducente,M,Rimandato
3856057,Conducente,F,Illeso
3856061,Conducente,M,Illeso
3856061,Passeggero,M,Illeso
3856061,Conducente,F,Illeso
3856061,Passeggero,F,Illeso
3856066,Conducente,M,Illeso
3856066,Conducente,M,Rifiuta cure immediate
3856066,Passeggero,M,Rifiuta cure immediate
3856066,Conducente,M,Illeso
3856070,Conducente,M,Illeso
3856070,Passeggero,M,Illeso
3856070,Passeggero,M,Illeso
3856070,Passeggero,M,Illeso
3856070,Conducente,M,Illeso
3856070,Passeggero,F,Illeso
3856072,Pedone,F,Ricoverato
3856072,Conducente,M,Illeso
3856076,Conducente,M,Illeso
3856076,Passeggero,M,Illeso
3856076,Conducente,M,Illeso
3856076,Passeggero,M,Illeso
3856083,Conducente,M,Rimandato
3856083,Passeggero,F,Rimandato
3856103,Conducente,M,Illeso
3856103,Conducente,M,Rimandato
3856119,Conducente,F,Illeso
3856119,Conducente,F,Rimandato
3856119,Passeggero,F,Rimandato
3856131,Conducente,M,Illeso
3856131,Conducente,M,Illeso
3856134,Conducente,F,Illeso
3856134,Passeggero,M,Illeso
3856134,Conducente,M,Illeso
3856145,Conducente,M,Illeso
3856175,Conducente,F,Illeso
3856175,Passeggero,F,Illeso
3856175,Passeggero,F,Illeso
3856175,Conducente,M,Illeso
3856179,Conducente,F,Illeso
3856183,Conducente,M,Illeso
3856183,Conducente,F,Illeso
3856183,Passeggero,F,Illeso
3856192,Conducente,M,Illeso
3856192,Conducente,M,Rifiuta cure immediate
3856192,Conducente,F,Illeso
3856195,Conducente,F,Illeso
3856196,Conducente,F,Illeso
3856196,Passeggero,F,Illeso
3856196,Conducente,M,Illeso
3856213,Conducente,M,Illeso
3856213,Conducente,M,Illeso
3856218,Conducente,M,Illeso
3856218,Conducente,M,Illeso
3856222,Conducente,M,Illeso
3856222,Conducente,M,Rimandato
3856222,Passeggero,F,Rimandato
3856225,Pedone,F,Rimandato
3856225,Conducente,M,Illeso
3856225,Passeggero,F,Illeso
3856230,Conducente,F,Rimandato
3856230,Conducente,M,Rimandato
3856245,Conducente,M,Illeso
3856245,Conducente,M,Illeso
3856250,Conducente,F,Rifiuta cure immediate
3856250,Passeggero,M,Illeso
3856250,Conducente,M,Rifiuta cure immediate
3856301,Conducente,F,Illeso
3856337,Pedone,M,Ricoverato
3856371,Conducente,M,Illeso
3856371,Passeggero,F,Illeso
3856371,Conducente,M,Rimandato
3856371,Passeggero,F,Rimandato
3856397,Conducente,M,Illeso
3856397,Passeggero,M,Illeso
3856397,Passeggero,F,Illeso
3856397,Conducente,M,Illeso
3856397,Passeggero,F,Illeso
3856437,Conducente,F,Illeso
3856437,Conducente,F,Rifiuta cure immediate
3856437,Conducente,M,Illeso
3856437,Passeggero,M,Illeso
3856443,Pedone,F,Rimandato
3856443,Pedone,F,Rimandato
3856443,Conducente,M,Illeso
3856444,Conducente,M,Rimandato
3856444,Conducente,F,Illeso
3856494,Conducente,M,Illeso
3856494,Conducente,M,Illeso
3856515,Pedone,F,Rimandato
3856515,Conducente,F,Illeso
3856519,Conducente,M,Illeso
3856519,Conducente,M,Illeso
3856519,Passeggero,M,Rimandato
3856519,Passeggero,F,Rimandato
3856520,Conducente,F,Rimandato
3856539,Conducente,M,Illeso
3856539,Conducente,M,Illeso
3856540,Conducente,M,Illeso
3856540,Conducente,M,Illeso
3856540,Passeggero,F,Illeso
3856540,Conducente,M,Rimandato
3856543,Conducente,M,Rimandato
3856547,Conducente,M,Illeso
3856547,Conducente,M,Illeso
3856547,Passeggero,M,Illeso
3856550,Conducente,M,Illeso
3856550,Conducente,M,Illeso
3856550,Passeggero,F,Illeso
3856559,Conducente,M,Illeso
3856564,Conducente,F,Illeso
3856564,Conducente,M,Rimandato
3856571,Conducente,M,Illeso
3856571,Conducente,M,Rimandato
3856571,Passeggero,M,Rimandato
3856571,Passeggero,F,Rimandato
3856653,Conducente,M,Illeso
3856653,Conducente,M,Rimandato
3856655,Conducente,F,Illeso
3856657,Pedone,F,Rimandato
3856657,Conducente,M,Illeso
3856668,Conducente,F,Illeso
3856668,Conducente,F,Illeso
3856671,Conducente,M,Illeso
3856671,Passeggero,F,Rimandato
3856671,Passeggero,F,Illeso
3856671,Conducente,M,Illeso
3856676,Conducente,M,Illeso
3856676,Conducente,F,Rifiuta cure immediate
3856719,Conducente,F,Illeso
3856737,Conducente,M,Rimandato
3856773,Conducente,M,Illeso
3856773,Conducente,F,Rimandato
3856777,Conducente,M,Rimandato
3856777,Passeggero,M,Rimandato
3856777,Conducente,M,Illeso
3856777,Passeggero,F,Rimandato
3856777,Passeggero,F,Rimandato
3856777,Passeggero,M,Illeso
3856779,Conducente,M,Rifiuta cure immediate
3856788,Conducente,M,Illeso
3856788,Passeggero,F,Illeso
3856788,Conducente,F,Illeso
3856872,Conducente,M,Illeso
3856872,Passeggero,F,Illeso
3856906,Conducente,F,Illeso
3856906,Conducente,M,Illeso
3856906,Passeggero,M,Illeso
3856906,Passeggero,M,Illeso
3857270,Conducente,M,Rimandato
3857270,Conducente,M,Illeso
3857270,Passeggero,F,Illeso
3857291,Conducente,F,Illeso
3857291,Conducente,M,Illeso
3857291,Passeggero,M,Illeso
3857292,Conducente,F,Illeso
3857292,Conducente,F,Illeso
3857293,Conducente,M,Rimandato
3857295,Conducente,M,Rifiuta cure immediate
3857295,Conducente,F,Illeso
3857296,Conducente,M,Illeso
3857296,Conducente,M,Illeso
3857296,Passeggero,M,Illeso
3857299,Conducente,M,Illeso
3857299,Conducente,F,Illeso
3857301,Conducente,M,Illeso
3857301,Passeggero,F,Illeso
3857301,Conducente,F,Illeso
3857311,Conducente,M,Illeso
3857311,Conducente,M,Illeso
3857320,Conducente,F,Illeso
3857320,Conducente,F,Rifiuta cure immediate
3857321,Conducente,M,Illeso
3857321,Conducente,M,Rimandato
3857321,Passeggero,F,Illeso
3857322,Conducente,M,Illeso
3857327,Conducente,F,Illeso
3857327,Conducente,M,Illeso
3857328,Conducente,F,Illeso
3857328,Conducente,M,Illeso
3857341,Conducente,M,Illeso
3857341,Conducente,M,Illeso
3857346,Conducente,F,Illeso
3857346,Conducente,F,Illeso
3857346,Passeggero,F,Illeso
3857357,Conducente,M,Illeso
3857364,Conducente,M,Illeso
3857364,Passeggero,F,Illeso
3857364,Passeggero,M,Illeso
3857364,Passeggero,F,Illeso
3857364,Conducente,M,Illeso
3857377,Conducente,M,Illeso
3857377,Passeggero,M,Illeso
3857377,Conducente,M,Illeso
3857379,Conducente,F,Illeso
3857383,Conducente,F,Illeso
3857383,Conducente,M,Illeso
3857394,Conducente,M,Illeso
3857394,Conducente,M,Illeso
3857397,Pedone,M,Rimandato
3857397,Conducente,M,Illeso
3857398,Conducente,M,Rimandato
3857409,Conducente,F,Illeso
3857409,Conducente,F,Illeso
3857409,Passeggero,M,Illeso
3857416,Conducente,M,Illeso
3857416,Passeggero,F,Illeso
3857426,Conducente,M,Illeso
3857426,Passeggero,F,Illeso
3857428,Conducente,M,Illeso
3857428,Passeggero,F,Illeso
3857428,Conducente,M,Illeso
3857428,Passeggero,F,Illeso
3857439,Conducente,M,Rimandato
3857439,Passeggero,F,Rimandato
3857439,Passeggero,F,Rimandato
3857439,Passeggero,F,Rimandato
3857439,Passeggero,M,Rimandato
3857439,Conducente,F,Illeso
3857444,Conducente,M,Illeso
3857444,Passeggero,F,Illeso
3857444,Conducente,M,Rimandato
3857450,Conducente,F,Illeso
3857450,Conducente,F,Rifiuta cure immediate
3857454,Conducente,M,Rimandato
3857460,Conducente,M,Illeso
3857460,Conducente,F,Illeso
3857460,Passeggero,M,Rimandato
3857461,Conducente,F,Illeso
3857461,Conducente,F,Illeso
3857462,Conducente,M,Illeso
3857462,Passeggero,M,Illeso
3857462,Conducente,M,Illeso
3857464,Conducente,F,Illeso
3857484,Conducente,F,Illeso
3857484,Passeggero,M,Illeso
3857484,Conducente,M,Illeso
3857525,Conducente,M,Illeso
3857525,Conducente,M,Illeso
3857541,Conducente,F,Illeso
3857541,Conducente,M,Illeso
3857541,Conducente,M,Illeso
3857548,Conducente,M,Illeso
3857548,Conducente,M,Illeso
3857548,Passeggero,M,Illeso
3857548,Passeggero,M,Illeso
3857552,Conducente,F,Illeso
3857552,Conducente,F,Illeso
3857552,Passeggero,M,Illeso
