ID,Data,Ora,Tipo,Causa,Meteo,Visibilità,N.Illesi,N.Feriti,N.PrognosiRiservata,N.Deceduti
3826657,Roma,16-05-2018,15:10,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3826698,Roma,16-05-2018,15:30,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Buona,2,1,0,0
3826800,Roma,16-05-2018,07:50,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,1,0,0,0
3826842,Roma,16-05-2018,09:15,Tamponamento,,Sereno,Buona,2,0,0,0
3826875,Roma,16-05-2018,14:40,Investimento di pedone,,Nuvoloso,Buona,1,1,0,0
3826881,Roma,15-05-2018,22:30,Tamponamento,,Nuvoloso,Sufficiente,3,0,0,0
3826888,Roma,16-05-2018,07:45,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3826892,Roma,16-05-2018,08:20,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3826897,Roma,16-05-2018,08:45,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3826955,Roma,16-05-2018,18:10,Scontro frontale/laterale SX fra veicoli in marcia,,Nuvoloso,Buona,2,1,0,0
3826979,Roma,16-05-2018,18:30,Scontro frontale/laterale SX fra veicoli in marcia,,Nuvoloso,Buona,3,2,0,0
3826990,Roma,16-05-2018,17:00,Tamponamento Multiplo,,Sereno,Buona,5,1,0,0
3827021,Roma,16-05-2018,12:00,Veicolo in marcia contro ostacolo fisso,,Nuvoloso,Buona,0,1,0,0
3827024,Roma,16-05-2018,10:10,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,0,1,0,0
3827028,Roma,16-05-2018,06:05,Scontro frontale/laterale SX fra veicoli in marcia,,Nuvoloso,Sufficiente,2,0,0,0
3827029,Roma,16-05-2018,14:55,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,1,0,0,0
3827326,Roma,16-05-2018,15:55,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Sufficiente,2,0,0,0
3827331,Roma,16-05-2018,10:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3827332,Roma,16-05-2018,16:00,Veicolo in marcia contro ostacolo accidentale,,,,2,0,0,0
3827334,Roma,16-05-2018,22:10,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,1,0,0,0
3827336,Roma,16-05-2018,21:00,Investimento di pedone,,Nuvoloso,Sufficiente,2,0,0,0
3827340,Roma,16-05-2018,12:00,Scontro frontale fra veicoli in marcia,,Nuvoloso,Buona,3,0,0,0
3827343,Roma,16-05-2018,16:00,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3827349,Roma,16-05-2018,11:00,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3827353,Roma,16-05-2018,13:30,Veicolo in marcia contro ostacolo fisso,,Nuvoloso,Buona,0,1,0,0
3827358,Roma,16-05-2018,15:30,Veicolo in marcia contro veicoli in sosta,,Sereno,Buona,1,0,0,0
3827364,Roma,16-05-2018,09:50,Scontro frontale/laterale SX fra veicoli in marcia,,Nebbia,Buona,0,3,1,0
3827368,Roma,16-05-2018,08:50,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3827371,Roma,16-05-2018,19:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3827383,Roma,17-05-2018,02:25,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,2,0,0,0
3827412,Roma,16-05-2018,13:40,Tamponamento,,Nuvoloso,Buona,2,2,0,0
3827415,Roma,17-05-2018,07:00,Tamponamento Multiplo,,Sereno,Buona,4,0,0,0
3827421,Roma,16-05-2018,19:50,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3827425,Roma,16-05-2018,22:35,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3827439,Roma,16-05-2018,08:30,Tamponamento,,Sereno,Buona,4,0,0,0
3827455,Roma,17-05-2018,07:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3827470,Roma,16-05-2018,17:00,Veicolo in marcia contro veicolo fermo,,Nuvoloso,Buona,2,0,0,0
3827473,Roma,16-05-2018,07:15,Tamponamento,,Nuvoloso,Buona,3,2,0,0
3827497,Roma,16-05-2018,09:30,Tamponamento,,Sereno,Buona,3,0,0,0
3827514,Roma,16-05-2018,18:05,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,1,0,0,0
3827533,Roma,16-05-2018,19:40,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Sufficiente,1,0,0,0
3827552,Roma,16-05-2018,20:30,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3827562,Roma,16-05-2018,,Veicolo in marcia contro veicolo in sosta,,Nuvoloso,Sufficiente,1,0,0,0
3827564,Roma,16-05-2018,10:20,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,2,0,0,0
3827575,Roma,16-05-2018,20:35,Veicolo in marcia contro ostacolo accidentale,,Sereno,Sufficiente,2,0,0,0
3827577,Roma,16-05-2018,15:10,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3827610,Roma,16-05-2018,23:20,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Insufficiente,2,3,0,0
3827612,Roma,16-05-2018,08:20,Infortunio per sola frenata improvvisa,,Sereno,Buona,3,0,0,0
3827615,Roma,17-05-2018,06:30,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3827624,Roma,16-05-2018,17:50,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3827653,Roma,16-05-2018,21:50,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Sufficiente,3,0,0,0
3827668,Roma,15-05-2018,18:45,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,2,0,0,0
3827674,Roma,16-05-2018,09:50,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3827677,Roma,16-05-2018,14:15,Scontro laterale fra veicoli in marcia,,Sereno,Buona,5,0,0,0
3827679,Roma,16-05-2018,20:20,Tamponamento,,Sereno,Sufficiente,2,0,0,0
3827687,Roma,17-05-2018,09:00,Veicolo in marcia contro veicolo fermo,,Sereno,Buona,2,0,0,0
3827688,Roma,16-05-2018,22:10,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3827694,Roma,17-05-2018,09:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,0,2,0,0
3827733,Roma,16-05-2018,14:50,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3827739,Roma,16-05-2018,10:30,Investimento di pedone,,Nuvoloso,Buona,1,1,0,0
3827759,Roma,16-05-2018,12:30,Veicolo in marcia contro veicolo in sosta,,Nuvoloso,Buona,0,1,0,0
3827763,Roma,16-05-2018,10:50,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,0,1,0,0
3827770,Roma,16-05-2018,14:30,Veicolo in marcia contro veicolo in sosta,,Nuvoloso,Buona,2,0,0,0
3827773,Roma,17-05-2018,08:45,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,2,0,0
3827789,Roma,17-05-2018,12:30,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3827821,Roma,17-05-2018,10:15,Investimento di pedone,,Sereno,Buona,1,1,0,0
3827822,Roma,16-05-2018,23:30,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3827823,Roma,16-05-2018,21:20,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,0,1,0,0
3827834,Roma,16-05-2018,16:45,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3827844,Roma,16-05-2018,15:00,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3827849,Roma,17-05-2018,09:50,Tamponamento,,Sereno,Buona,2,0,0,0
3827893,Roma,16-05-2018,08:30,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,0,1,0,0
3827944,Roma,17-05-2018,11:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3828035,Roma,16-05-2018,06:40,Infortunio per sola frenata improvvisa,,Sereno,Buona,0,1,0,0
3828125,Roma,17-05-2018,12:30,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,2,0,0,0
3828279,Roma,17-05-2018,08:30,Investimento di pedone,,Sereno,Buona,1,0,1,0
3828293,Roma,16-05-2018,10:20,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3828369,Roma,17-05-2018,13:50,Scontro frontale fra veicoli in marcia,,Nuvoloso,Buona,1,1,0,0
3828499,Roma,15-05-2018,17:50,Tamponamento,,Sereno,Buona,1,1,0,0
3828568,Roma,17-05-2018,14:15,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3828602,Roma,17-05-2018,17:00,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,3,0,0,0
3828641,Roma,17-05-2018,06:40,Tamponamento Multiplo,,Sereno,Buona,3,0,0,0
3828668,Roma,17-05-2018,09:10,Tamponamento,,Sereno,Buona,1,0,0,0
3828720,Roma,17-05-2018,14:30,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3828724,Roma,17-05-2018,15:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,2,0,0
3828727,Roma,16-05-2018,19:00,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,2,0,0,0
3828740,Roma,16-05-2018,20:00,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3829067,Roma,18-05-2018,01:05,Scontro laterale fra veicoli in marcia,,Nuvoloso,Sufficiente,4,0,0,0
3829087,Roma,17-05-2018,20:15,Investimento di pedone,,Sereno,Buona,1,1,0,0
3829090,Roma,17-05-2018,17:45,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3829103,Roma,17-05-2018,18:40,Investimento di pedone,,Sereno,Buona,0,1,0,0
3829108,Roma,18-05-2018,00:20,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3829122,Roma,17-05-2018,11:40,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,2,0,0,0
3829134,Roma,17-05-2018,18:00,Scontro frontale/laterale SX fra veicoli in marcia,,Nuvoloso,Sufficiente,2,0,0,0
3829142,Roma,17-05-2018,16:20,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3829143,Roma,17-05-2018,08:40,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3829147,Roma,17-05-2018,13:40,Tamponamento,,Nuvoloso,Buona,1,1,0,0
3829153,Roma,17-05-2018,17:30,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Sufficiente,1,1,0,0
3829160,Roma,17-05-2018,17:55,Investimento di pedone,,Sereno,Buona,2,1,0,0
3829162,Roma,18-05-2018,07:16,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3829172,Roma,17-05-2018,20:30,Veicolo in marcia contro ostacolo accidentale,,Sereno,Sufficiente,1,0,0,0
3829173,Roma,17-05-2018,08:30,Tamponamento,,Sereno,Buona,1,1,0,0
3829174,Roma,18-05-2018,00:30,Veicolo in marcia contro veicoli in sosta,,Sereno,Buona,5,0,0,0
3829175,Roma,17-05-2018,20:50,Veicolo in marcia contro ostacolo accidentale,,Sereno,Sufficiente,2,0,0,0
3829198,Roma,17-05-2018,17:45,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3829200,Roma,17-05-2018,18:30,Tamponamento,,Sereno,Buona,2,0,0,0
3829203,Roma,17-05-2018,19:10,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3829209,Roma,17-05-2018,11:30,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3829218,Roma,17-05-2018,09:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3829229,Roma,17-05-2018,09:50,Tamponamento,,Sereno,Buona,6,0,0,0
3829234,Roma,17-05-2018,13:45,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3829236,Roma,17-05-2018,09:10,Tamponamento Multiplo,,Sereno,Buona,3,0,0,0
3829254,Roma,18-05-2018,07:30,Veicolo in marcia contro veicoli in sosta,,Sereno,Buona,1,0,0,0
3829256,Roma,18-05-2018,08:00,Tamponamento,,,,1,0,0,0
3829264,Roma,17-05-2018,14:20,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3829278,Roma,17-05-2018,15:55,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,3,0,0,0
3829288,Roma,18-05-2018,07:10,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,2,0,0
3829293,Roma,17-05-2018,12:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3829309,Roma,17-05-2018,14:30,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3829313,Roma,17-05-2018,09:30,Tamponamento Multiplo,,Sereno,Buona,5,1,0,0
3829314,Roma,17-05-2018,08:40,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3829317,Roma,17-05-2018,09:25,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3829327,Roma,18-05-2018,07:45,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3829329,Roma,17-05-2018,16:30,Tamponamento,,Sereno,Buona,3,0,0,0
3829332,Roma,17-05-2018,17:20,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3829335,Roma,17-05-2018,20:15,Veicolo in marcia contro veicolo in sosta,,Sereno,Insufficiente,1,0,0,0
3829341,Roma,17-05-2018,22:20,Scontro laterale fra veicoli in marcia,,,,4,1,0,0
3829349,Roma,17-05-2018,14:30,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,1,0,0,0
3829362,Roma,17-05-2018,06:20,Tamponamento,,Sereno,Buona,1,0,0,0
3829366,Roma,17-05-2018,08:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,5,0,0,0
3829368,Roma,17-05-2018,17:00,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3829376,Roma,18-05-2018,08:10,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,1,0,0,0
3829377,Roma,15-05-2018,13:00,Scontro laterale fra veicoli in marcia,,Pioggia in atto,Sufficiente,2,0,0,0
3829378,Roma,17-05-2018,12:00,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Buona,1,1,0,0
3829380,Roma,17-05-2018,14:45,Scontro frontale/laterale SX fra veicoli in marcia,,Pioggia in atto,Buona,2,0,0,0
3829382,Roma,17-05-2018,18:30,Veicolo in marcia contro ostacolo accidentale,,,,1,0,0,0
3829394,Roma,17-05-2018,23:30,Veicolo in marcia contro ostacolo accidentale,,Sereno,Insufficiente,2,0,0,0
3829445,Roma,18-05-2018,08:00,Tamponamento Multiplo,,Sereno,Buona,2,1,0,0
3829456,Roma,17-05-2018,14:25,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3829472,Roma,17-05-2018,08:20,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,4,0,0,0
3829495,Roma,17-05-2018,16:30,Investimento di pedone,,Pioggia in atto,Buona,2,2,0,0
3829497,Roma,17-05-2018,11:00,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3829584,Roma,17-05-2018,13:40,Tamponamento,,Nuvoloso,Buona,1,1,0,0
3829639,Roma,17-05-2018,14:30,Scontro laterale fra veicoli in marcia,,,,3,0,0,0
3829666,Roma,17-05-2018,16:50,Tamponamento Multiplo,,Sereno,Buona,2,4,0,0
3829701,Roma,18-05-2018,12:15,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3829744,Roma,17-05-2018,11:30,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,1,0,0,0
3829774,Roma,18-05-2018,10:45,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3829785,Roma,18-05-2018,12:00,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3829851,Roma,18-05-2018,10:50,Infortunio per caduta del veicolo,,Sereno,Buona,1,1,0,0
3829874,Roma,17-05-2018,17:00,Tamponamento,,Sereno,Buona,4,0,0,0
3829908,Roma,18-05-2018,12:25,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3829916,Roma,18-05-2018,03:45,Veicolo in marcia contro veicolo in sosta,,Sereno,Sufficiente,2,0,0,0
3829919,Roma,18-05-2018,13:40,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3829943,Roma,18-05-2018,11:35,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3829947,Roma,18-05-2018,14:15,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,0,1,0,0
3829962,Roma,18-05-2018,09:40,Tamponamento,,,,4,0,0,0
3829993,Roma,18-05-2018,07:45,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3830004,Roma,18-05-2018,13:30,Veicolo in marcia contro veicoli in arresto,,Sereno,Buona,1,1,0,0
3830016,Roma,18-05-2018,15:15,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,2,0,0,0
3830049,Roma,17-05-2018,21:15,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Sufficiente,2,0,0,0
3830086,Roma,17-05-2018,18:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3830111,Roma,17-05-2018,13:45,Veicolo in marcia contro veicolo arresto,,Nuvoloso,Buona,3,0,0,0
3830211,Roma,17-05-2018,12:40,Veicolo in marcia contro veicolo fermo,,Nuvoloso,Buona,2,0,0,0
3830294,Roma,18-05-2018,15:30,Ribaltamento senza urto contro ostacolo fisso,,,,0,1,0,0
3830295,Roma,18-05-2018,16:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3830320,Roma,18-05-2018,17:20,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3830333,Roma,18-05-2018,15:55,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Sufficiente,0,2,0,0
3830338,Roma,16-05-2018,13:00,Veicolo in marcia contro veicolo arresto,,Nuvoloso,Buona,2,0,0,0
3830339,Roma,18-05-2018,17:00,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,2,0,0
3830352,Roma,17-05-2018,11:15,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,0,0,0
3830364,Roma,18-05-2018,17:00,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,2,0,0
3830366,Roma,17-05-2018,09:30,Infortunio per sola frenata improvvisa,,Sereno,Buona,1,1,0,0
3830459,Roma,17-05-2018,20:30,Infortunio per sola frenata improvvisa,,Sereno,Buona,1,1,0,0
3830486,Roma,17-05-2018,21:18,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,2,0,0,0
3830502,Roma,18-05-2018,08:30,Veicolo in marcia contro ostacolo accidentale,,,,0,1,0,0
3830838,Roma,18-05-2018,15:50,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3830842,Roma,18-05-2018,08:10,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,3,1,0,0
3830856,Roma,19-05-2018,01:30,Veicolo in marcia contro ostacolo fisso,,Sereno,Sufficiente,1,0,0,0
3830893,Roma,18-05-2018,09:45,Veicolo in marcia contro veicolo in sosta,,,,2,0,0,0
3830897,Roma,18-05-2018,06:40,Tamponamento,,Sereno,Sufficiente,1,3,0,0
3830898,Roma,19-05-2018,00:20,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,2,0,0
3830901,Roma,18-05-2018,08:15,Tamponamento,,Sereno,Buona,1,1,0,0
3830903,Roma,18-05-2018,08:00,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3830904,Roma,18-05-2018,07:40,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3830906,Roma,18-05-2018,11:15,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3830908,Roma,18-05-2018,15:00,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3830912,Roma,18-05-2018,17:45,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,0,1,0,0
3830916,Roma,18-05-2018,22:55,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Sufficiente,0,4,0,0
3830923,Roma,18-05-2018,15:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3830925,Roma,18-05-2018,15:10,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3830926,Roma,18-05-2018,15:40,Veicolo in marcia contro veicolo in sosta,,,,1,0,0,0
3830929,Roma,18-05-2018,18:00,Tamponamento,,Sereno,Buona,3,0,0,0
3830933,Roma,18-05-2018,07:50,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,0,1,0,0
3830934,Roma,18-05-2018,18:00,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,2,0,0,0
3830937,Roma,18-05-2018,19:00,Tamponamento,,Sereno,Buona,1,1,0,0
3830952,Roma,18-05-2018,11:40,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3831004,Roma,18-05-2018,23:00,Tamponamento,,Sereno,Buona,1,2,0,0
3831021,Roma,19-05-2018,04:30,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,0,0,2,0
3831037,Roma,19-05-2018,00:05,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,2,0,0,0
3831126,Roma,18-05-2018,18:40,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3831137,Roma,19-05-2018,10:00,Tamponamento,,Sereno,Buona,2,0,0,0
3831154,Roma,18-05-2018,19:00,Scontro frontale/laterale SX fra veicoli in marcia,,,,3,0,0,0
3831173,Roma,19-05-2018,10:15,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3831174,Roma,19-05-2018,04:30,Veicolo in marcia contro ostacolo fisso,,,,1,0,0,0
3831215,Roma,18-05-2018,23:35,Investimento di pedone,,Sereno,Sufficiente,1,1,1,0
3831265,Roma,19-05-2018,05:15,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,1,0,0,0
3831337,Roma,18-05-2018,23:50,Veicolo in marcia contro veicolo arresto,,Sereno,Sufficiente,3,0,0,0
3831434,Roma,19-05-2018,12:30,Investimento di pedone,,Sereno,Buona,1,1,0,0
3831464,Roma,19-05-2018,12:00,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,1,0,0,0
3831473,Roma,17-05-2018,22:48,Veicolo in marcia contro veicoli in sosta,,Sereno,Sufficiente,1,0,0,0
3831486,Roma,19-05-2018,11:15,Veicolo in marcia contro ostacolo accidentale,,Sereno,Insufficiente,1,0,0,0
3831490,Roma,19-05-2018,11:25,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3831499,Roma,19-05-2018,09:05,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,2,0,0,0
3831504,Roma,19-05-2018,11:30,Tamponamento,,Sereno,Buona,2,0,0,0
3831509,Roma,18-05-2018,21:05,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,3,1,0,0
3831566,Roma,18-05-2018,14:00,Tamponamento,,Sereno,Buona,1,2,0,0
3831602,Roma,17-05-2018,10:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3831604,Roma,19-05-2018,03:30,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3831610,Roma,18-05-2018,15:45,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3831617,Roma,18-05-2018,15:10,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3831629,Roma,18-05-2018,13:20,Ribaltamento senza urto contro ostacolo fisso,,Sereno,Buona,1,0,0,0
3831640,Roma,18-05-2018,17:30,Tamponamento,,Sereno,Buona,2,1,0,0
3831643,Roma,18-05-2018,07:00,Tamponamento Multiplo,,Sereno,Buona,3,0,0,0
3831645,Roma,17-05-2018,10:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3831646,Roma,18-05-2018,08:40,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3831677,Roma,18-05-2018,19:35,Veicolo in marcia contro veicolo fermo,,Sereno,Buona,3,0,0,0
3831695,Roma,18-05-2018,18:40,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3831765,Roma,19-05-2018,17:50,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3831805,Roma,19-05-2018,13:40,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3832242,Roma,18-05-2018,20:00,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3832244,Roma,19-05-2018,15:35,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3832248,Roma,19-05-2018,15:45,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3832267,Roma,19-05-2018,18:20,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3832296,Roma,19-05-2018,06:50,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3832332,Roma,19-05-2018,17:55,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3832359,Roma,20-05-2018,00:20,Tamponamento,,Sereno,Sufficiente,4,0,0,0
3832369,Roma,19-05-2018,10:25,Ribaltamento senza urto contro ostacolo fisso,,Sereno,Buona,0,1,0,0
3832383,Roma,20-05-2018,02:10,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,1,1,0,0
3832456,Roma,20-05-2018,02:50,Veicolo in marcia contro veicoli in sosta,,Sereno,Sufficiente,0,3,0,0
3832459,Roma,18-05-2018,10:40,Tamponamento,,Sereno,Buona,3,0,0,0
3832465,Roma,19-05-2018,23:50,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,2,0,0,0
3832466,Roma,18-05-2018,11:15,Veicolo in marcia contro veicolo in sosta,,Nuvoloso,Buona,1,0,0,0
3832468,Roma,18-05-2018,15:40,Investimento di pedone,,Sereno,Buona,1,1,0,0
3832476,Roma,18-05-2018,16:10,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,1,0,0,0
3832484,Roma,18-05-2018,08:15,Scontro frontale fra veicoli in marcia,,Sereno,Buona,1,2,0,0
3832485,Roma,19-05-2018,12:20,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3832496,Roma,19-05-2018,13:50,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3832497,Roma,18-05-2018,21:00,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
