ID,Data,Ora,Tipo,Causa,Meteo,Visibilità,N.Illesi,N.Feriti,N.PrognosiRiservata,N.Deceduti
3816177,Roma,04-05-2018,13:30,Veicolo in marcia contro veicolo fermo,,Pioggia in atto,Buona,1,0,0,0
3816178,Roma,09-05-2018,07:00,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,1,0,0,0
3816180,Roma,09-05-2018,08:00,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,1,0,0,0
3816186,Roma,09-05-2018,12:20,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3816197,Roma,09-05-2018,14:00,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,1,0,0,0
3816199,Roma,10-05-2018,00:01,Veicolo in marcia contro ostacolo accidentale,,,,2,0,0,0
3816200,Roma,10-05-2018,00:25,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Insufficiente,1,0,0,0
3816217,Roma,09-05-2018,09:20,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,1,0,0,0
3816225,Roma,09-05-2018,16:30,Veicolo in marcia contro veicolo in sosta,,Nuvoloso,Buona,1,0,0,0
3816226,Roma,09-05-2018,13:45,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3816231,Roma,09-05-2018,14:15,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3816235,Roma,10-05-2018,08:45,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Sufficiente,3,0,0,0
3816239,Roma,09-05-2018,13:50,Tamponamento Multiplo,,Nuvoloso,Buona,6,1,0,0
3816246,Roma,09-05-2018,11:10,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,3,0,0,0
3816248,Roma,09-05-2018,15:30,Scontro frontale/laterale SX fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3816254,Roma,09-05-2018,14:45,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3816257,Roma,09-05-2018,12:30,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3816276,Roma,09-05-2018,19:30,Veicolo in marcia contro ostacolo accidentale,,Pioggia in atto,Sufficiente,1,0,0,0
3816286,Roma,08-05-2018,20:30,Veicolo in marcia contro ostacolo fisso,,Pioggia in atto,Sufficiente,1,0,0,0
3816305,Roma,04-05-2018,09:05,Tamponamento,,Sereno,Buona,3,0,0,0
3816332,Roma,09-05-2018,16:45,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3816340,Roma,09-05-2018,14:40,Scontro frontale/laterale SX fra veicoli in marcia,,Nuvoloso,Buona,1,3,0,0
3816358,Roma,10-05-2018,07:40,Tamponamento,,Sereno,Buona,5,0,0,0
3816376,Roma,09-05-2018,08:45,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Sufficiente,2,1,0,0
3816382,Roma,09-05-2018,11:00,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3816385,Roma,09-05-2018,13:30,Scontro laterale fra veicoli in marcia,,,,6,0,0,0
3816386,Roma,09-05-2018,22:15,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,1,0,0,0
3816389,Roma,09-05-2018,16:40,Scontro frontale fra veicoli in marcia,,Pioggia in atto,Buona,0,2,0,0
3816408,Roma,09-05-2018,19:05,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,3,1,0,0
3816416,Roma,09-05-2018,01:10,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Sufficiente,1,0,0,0
3816457,Roma,09-05-2018,20:25,Scontro frontale/laterale DX fra veicoli in marcia,,Pioggia in atto,Sufficiente,2,0,0,0
3816459,Roma,10-05-2018,01:35,Veicolo in marcia contro veicoli in sosta,,Sereno,Sufficiente,1,0,0,0
3816482,Roma,09-05-2018,16:25,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Buona,1,2,0,0
3816505,Roma,10-05-2018,11:45,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3816674,Roma,08-05-2018,17:30,Investimento di pedone,,Pioggia in atto,Sufficiente,4,1,0,0
3816677,Roma,09-05-2018,19:20,Veicolo in marcia contro ostacolo accidentale,,Pioggia in atto,Buona,2,0,0,0
3816726,Roma,08-05-2018,17:45,Investimento di pedone,,,,1,1,0,0
3816755,Roma,10-05-2018,12:00,Investimento di pedone,,Nuvoloso,Buona,1,1,0,0
3816774,Roma,10-05-2018,04:00,Veicolo in marcia contro ostacolo fisso,,Nuvoloso,Insufficiente,0,1,0,0
3816785,Roma,09-05-2018,09:15,Infortunio per sola frenata improvvisa,,Nuvoloso,Buona,2,1,0,0
3816788,Roma,10-05-2018,13:20,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3816792,Roma,10-05-2018,12:45,Scontro frontale/laterale SX fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3816838,Roma,09-05-2018,19:50,Veicolo in marcia contro ostacolo accidentale,,Pioggia in atto,Sufficiente,1,0,0,0
3816840,Roma,10-05-2018,05:05,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3816843,Roma,10-05-2018,13:45,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3816847,Roma,09-05-2018,18:50,Scontro laterale fra veicoli in marcia,,Pioggia in atto,Buona,2,0,0,0
3816871,Roma,10-05-2018,07:50,Tamponamento,,Nuvoloso,Buona,2,0,0,0
3816881,Roma,10-05-2018,14:00,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,3,1,0,0
3816917,Roma,09-05-2018,21:20,Veicolo in marcia contro ostacolo accidentale,,Pioggia in atto,Sufficiente,1,0,0,0
3816938,Roma,09-05-2018,20:40,Veicolo in marcia contro ostacolo accidentale,,Pioggia in atto,Sufficiente,1,0,0,0
3816970,Roma,09-05-2018,14:20,Tamponamento,,Nuvoloso,Buona,3,0,0,0
3816985,Roma,10-05-2018,13:50,Veicolo in marcia contro veicolo arresto,,Nuvoloso,Buona,0,2,0,0
3816987,Roma,09-05-2018,18:10,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3817013,Roma,09-05-2018,16:20,Tamponamento,,Nuvoloso,Buona,1,1,0,0
3817019,Roma,09-05-2018,23:00,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Sufficiente,4,1,0,0
3817059,Roma,10-05-2018,13:00,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3817142,Roma,09-05-2018,20:10,Investimento di pedone,,Pioggia in atto,Sufficiente,1,1,0,0
3817172,Roma,09-05-2018,21:20,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3817175,Roma,10-05-2018,16:40,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3817185,Roma,08-05-2018,17:10,Tamponamento,,Pioggia in atto,Sufficiente,1,1,0,0
3817257,Roma,09-05-2018,22:15,Veicolo in marcia contro ostacolo fisso,,Nuvoloso,Buona,1,0,0,0
3817267,Roma,10-05-2018,17:20,Investimento di pedone,,Sereno,Buona,1,2,0,0
3817294,Roma,10-05-2018,15:50,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,2,0,0,0
3817306,Roma,10-05-2018,10:20,Investimento di pedone,,Sereno,Buona,3,0,0,0
3817396,Roma,09-05-2018,15:40,Tamponamento,,Nuvoloso,Buona,0,4,0,0
3817406,Roma,07-05-2018,18:00,Veicolo in marcia contro ostacolo accidentale,,Pioggia in atto,Buona,1,0,0,0
3817749,Roma,10-05-2018,14:40,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,3,0,0,0
3817759,Roma,10-05-2018,17:25,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,0,2,0,0
3817773,Roma,10-05-2018,11:15,Infortunio per sola frenata improvvisa,,Sereno,Buona,0,1,0,0
3817781,Roma,10-05-2018,14:30,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3817783,Roma,10-05-2018,13:50,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3817788,Roma,10-05-2018,11:00,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Buona,1,1,0,0
3817789,Roma,10-05-2018,17:10,Tamponamento,,Sereno,Buona,2,0,0,0
3817791,Roma,10-05-2018,18:20,Veicolo in marcia contro ostacolo fisso,,,,1,0,0,0
3817792,Roma,10-05-2018,20:00,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3817795,Roma,10-05-2018,09:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3817801,Roma,10-05-2018,13:40,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Buona,0,2,0,0
3817809,Roma,10-05-2018,17:50,Tamponamento,,Nuvoloso,Buona,2,0,0,0
3817810,Roma,10-05-2018,12:10,Tamponamento,,Nuvoloso,Buona,4,0,0,0
3817817,Roma,10-05-2018,07:35,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3817825,Roma,10-05-2018,13:05,Veicolo in marcia contro veicoli in sosta,,Sereno,Sufficiente,3,0,0,0
3817826,Roma,10-05-2018,23:20,Scontro frontale/laterale SX fra veicoli in marcia,,Nuvoloso,Buona,4,0,0,0
3817830,Roma,10-05-2018,19:35,Investimento di pedone,,,,1,1,0,0
3817831,Roma,10-05-2018,15:20,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,2,0,0,0
3817836,Roma,10-05-2018,17:45,Veicolo in marcia contro ostacolo accidentale,,Pioggia in atto,Buona,1,0,0,0
3817847,Roma,10-05-2018,13:30,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3817855,Roma,11-05-2018,04:40,Veicolo in marcia contro ostacolo accidentale,,Sereno,Sufficiente,1,0,0,0
3817858,Roma,10-05-2018,17:00,Veicolo in marcia contro veicolo in sosta,,Sereno,Sufficiente,1,0,0,0
3817859,Roma,10-05-2018,14:45,Veicolo in marcia contro ostacolo accidentale,,Pioggia in atto,Buona,1,0,0,0
3817866,Roma,10-05-2018,07:00,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,1,0,0,0
3817869,Roma,10-05-2018,15:00,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,1,0,0,0
3817871,Roma,10-05-2018,10:00,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,1,0,0,0
3817873,Roma,10-05-2018,19:00,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Sufficiente,1,0,0,0
3817874,Roma,10-05-2018,17:48,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,4,0,0,0
3817876,Roma,10-05-2018,08:30,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3817886,Roma,10-05-2018,23:00,Veicolo in marcia contro ostacolo fisso,,Nuvoloso,Buona,1,1,0,0
3817891,Roma,10-05-2018,07:50,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,0,1,0,0
3817897,Roma,10-05-2018,10:00,Infortunio per sola frenata improvvisa,,Sereno,Buona,0,1,0,0
3817899,Roma,10-05-2018,21:30,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,2,0,0,0
3817902,Roma,11-05-2018,06:20,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3817915,Roma,11-05-2018,05:45,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3817929,Roma,09-05-2018,16:40,Veicolo in marcia contro veicolo in sosta,,Nuvoloso,Buona,3,0,0,0
3817938,Roma,10-05-2018,16:00,Veicolo in marcia contro veicolo arresto,,Sereno,Buona,2,0,0,0
3817945,Roma,09-05-2018,17:15,Veicolo in marcia contro veicolo in sosta,,Nuvoloso,Sufficiente,3,0,0,0
3817947,Roma,10-05-2018,17:10,Tamponamento,,Sereno,Buona,1,1,0,0
3817952,Roma,10-05-2018,15:00,Tamponamento,,Nuvoloso,Sufficiente,2,1,0,0
3817969,Roma,10-05-2018,22:30,Scontro laterale fra veicoli in marcia,,Nuvoloso,Sufficiente,3,0,0,0
3817979,Roma,10-05-2018,16:10,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3817986,Roma,10-05-2018,18:05,Veicolo in marcia contro ostacolo fisso,,Nuvoloso,Buona,1,0,0,0
3817994,Roma,10-05-2018,14:40,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3818016,Roma,10-05-2018,14:00,Tamponamento,,Sereno,Buona,2,0,0,0
3818027,Roma,11-05-2018,08:15,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3818029,Roma,08-05-2018,15:40,Tamponamento Multiplo,,Pioggia in atto,Buona,5,0,0,0
3818037,Roma,09-05-2018,23:00,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Buona,3,0,0,0
3818058,Roma,10-05-2018,12:40,Tamponamento Multiplo,,Nuvoloso,Buona,4,0,0,0
3818066,Roma,10-05-2018,14:35,Tamponamento,,Nuvoloso,Buona,1,1,0,0
3818084,Roma,10-05-2018,16:00,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,1,0,0,0
3818093,Roma,11-05-2018,08:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3818112,Roma,10-05-2018,16:00,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,2,0,0,0
3818116,Roma,10-05-2018,18:50,Tamponamento Multiplo,,Sereno,Buona,3,0,0,0
3818117,Roma,08-05-2018,16:30,Scontro laterale fra veicoli in marcia,,Pioggia in atto,Buona,5,1,0,0
3818139,Roma,10-05-2018,07:50,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3818148,Roma,10-05-2018,10:15,Investimento di pedone,,Nuvoloso,Buona,1,1,0,0
3818151,Roma,10-05-2018,11:00,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Sufficiente,1,0,0,0
3818152,Roma,10-05-2018,16:00,Veicolo in marcia contro ostacolo fisso,,Nuvoloso,Buona,2,0,0,0
3818153,Roma,10-05-2018,19:05,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,3,0,0,0
3818165,Roma,10-05-2018,09:45,Veicolo in marcia contro veicolo in sosta,,Nuvoloso,Sufficiente,1,0,0,0
3818172,Roma,10-05-2018,19:00,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3818186,Roma,11-05-2018,07:50,Tamponamento Multiplo,,Nuvoloso,Buona,2,1,0,0
3818189,Roma,11-05-2018,08:10,Tamponamento,,Sereno,Buona,2,0,0,0
3818199,Roma,10-05-2018,11:40,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3818223,Roma,10-05-2018,16:15,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,2,0,0,0
3818227,Roma,10-05-2018,08:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,1,0,0
3818231,Roma,10-05-2018,18:15,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,3,0,0,0
3818233,Roma,10-05-2018,16:20,Veicolo in marcia contro ostacolo fisso,,Nuvoloso,Sufficiente,1,0,0,0
3818235,Roma,10-05-2018,08:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,6,0,0,0
3818237,Roma,11-05-2018,09:30,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,0,1,0
3818249,Roma,11-05-2018,09:55,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3818267,Roma,10-05-2018,09:20,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3818268,Roma,10-05-2018,13:30,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3818279,Roma,10-05-2018,21:40,Tamponamento,,Nuvoloso,Sufficiente,2,0,0,0
3818280,Roma,11-05-2018,00:05,Tamponamento Multiplo,,Sereno,Buona,2,2,0,0
3818299,Roma,11-05-2018,08:55,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3818304,Roma,11-05-2018,00:40,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Sufficiente,1,0,0,0
3818324,Roma,10-05-2018,10:45,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Buona,1,2,0,0
3818355,Roma,10-05-2018,20:00,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,1,1,0,0
3818442,Roma,11-05-2018,11:05,Investimento di pedone,,Sereno,Buona,1,1,0,0
3818464,Roma,11-05-2018,11:10,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3818466,Roma,11-05-2018,10:45,Investimento di pedone,,Sereno,Buona,2,0,0,0
3818470,Roma,10-05-2018,19:30,Investimento di pedone,,Pioggia in atto,Buona,1,1,0,0
3818520,Roma,03-05-2018,18:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,0,0,0
3818540,Roma,11-05-2018,12:00,Tamponamento,,Sereno,Buona,1,1,0,0
3818644,Roma,11-05-2018,13:15,Tamponamento Multiplo,,Sereno,Buona,4,0,0,0
3818667,Roma,11-05-2018,08:50,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3818700,Roma,11-05-2018,11:45,Tamponamento,,Sereno,Buona,1,0,0,0
3818702,Roma,11-05-2018,07:10,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3818735,Roma,08-05-2018,22:00,Scontro laterale fra veicoli in marcia,,Pioggia in atto,Sufficiente,0,1,0,0
3818768,Roma,10-05-2018,20:20,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3818797,Roma,07-05-2018,16:00,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3818815,Roma,11-05-2018,08:45,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3818823,Roma,11-05-2018,15:00,Infortunio per caduta del veicolo,,Sereno,Buona,0,1,0,0
3818876,Roma,11-05-2018,13:40,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3818906,Roma,11-05-2018,09:05,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3818985,Roma,11-05-2018,08:25,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,1,0,0
3819013,Roma,11-05-2018,08:30,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,1,0,0
3819037,Roma,10-05-2018,19:00,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,1,1,0,0
3819059,Roma,10-05-2018,14:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3819071,Roma,11-05-2018,15:30,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,7,0,0,0
3819082,Roma,11-05-2018,15:00,Tamponamento Multiplo,,Sereno,Buona,2,3,0,0
3819190,Roma,10-05-2018,17:30,Tamponamento,,Sereno,Buona,2,0,0,0
3819212,Roma,10-05-2018,17:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3819256,Roma,11-05-2018,18:45,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3819571,Roma,11-05-2018,08:00,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,5,1,0,0
3819576,Roma,11-05-2018,00:10,Tamponamento,,Sereno,Buona,2,1,0,0
3819579,Roma,11-05-2018,17:40,Tamponamento Multiplo,,Sereno,Buona,3,1,0,0
3819580,Roma,11-05-2018,06:35,Investimento di pedone,,Sereno,Buona,1,1,0,0
3819581,Roma,11-05-2018,08:05,Scontro laterale fra veicoli in marcia,,Sereno,Buona,6,0,0,0
3819599,Roma,11-05-2018,16:00,Infortunio per sola frenata improvvisa,,Sereno,Buona,3,4,0,0
3819684,Roma,12-05-2018,03:20,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,6,3,0,0
3819745,Roma,11-05-2018,11:15,Veicolo in marcia contro veicolo fermo,,Sereno,Buona,4,0,0,0
3819747,Roma,11-05-2018,11:20,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3819750,Roma,11-05-2018,13:20,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3819754,Roma,11-05-2018,16:15,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,3,0,0,0
3819756,Roma,11-05-2018,17:10,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3819760,Roma,11-05-2018,17:20,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3819761,Roma,11-05-2018,18:30,Ribaltamento senza urto contro ostacolo fisso,,Sereno,Buona,0,2,0,0
3819762,Roma,11-05-2018,19:45,Veicolo in marcia contro veicolo in sosta,,Sereno,Sufficiente,1,0,0,0
3819769,Roma,11-05-2018,22:00,Scontro laterale fra veicoli in marcia,,,,1,1,0,0
3819777,Roma,12-05-2018,01:00,Tamponamento,,Sereno,Buona,1,1,0,0
3819784,Roma,12-05-2018,09:30,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,3,0,0,0
3819844,Roma,11-05-2018,00:30,Scontro laterale fra veicoli in marcia,,Nuvoloso,Sufficiente,2,0,0,0
3819865,Roma,11-05-2018,01:20,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,0,1,0,0
3819902,Roma,09-05-2018,11:15,Investimento di pedone,,Sereno,Buona,2,0,0,0
3819925,Roma,11-05-2018,12:40,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3819937,Roma,11-05-2018,16:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3819976,Roma,11-05-2018,08:00,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3819977,Roma,11-05-2018,16:45,Tamponamento Multiplo,,Sereno,Buona,3,1,0,0
3820013,Roma,11-05-2018,10:35,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3820025,Roma,11-05-2018,11:20,Veicolo in marcia contro veicolo arresto,,Sereno,Buona,4,0,0,0
3820054,Roma,12-05-2018,09:10,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,1,1,0,0
3820077,Roma,12-05-2018,11:40,Scontro frontale/laterale SX fra veicoli in marcia,,Nuvoloso,Buona,2,1,0,0
3820185,Roma,11-05-2018,09:40,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3820205,Roma,12-05-2018,13:15,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,1,1,0,0
3820223,Roma,11-05-2018,12:35,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3820252,Roma,11-05-2018,13:10,Tamponamento Multiplo,,Sereno,Buona,4,0,0,0
3820274,Roma,11-05-2018,14:00,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3820303,Roma,11-05-2018,15:00,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3820347,Roma,11-05-2018,15:30,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3820421,Roma,12-05-2018,13:30,Veicolo in marcia contro veicolo arresto,,Sereno,Buona,1,1,0,0
3820443,Roma,12-05-2018,14:20,Tamponamento,,Sereno,Buona,1,1,0,0
3820459,Roma,11-05-2018,07:15,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3820465,Roma,12-05-2018,15:20,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3820468,Roma,11-05-2018,11:10,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,0,1,0,0
3820482,Roma,11-05-2018,18:45,Tamponamento,,Sereno,Buona,2,0,0,0
3820485,Roma,11-05-2018,13:20,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3820494,Roma,11-05-2018,16:40,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3820506,Roma,11-05-2018,19:15,Investimento di pedone,,Sereno,Buona,1,2,0,0
3820507,Roma,11-05-2018,19:40,Veicolo in marcia contro veicolo fermo,,Nuvoloso,Buona,2,0,0,0
3820516,Roma,12-05-2018,02:30,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,4,0,0,0
3820542,Roma,12-05-2018,15:15,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3820559,Roma,12-05-2018,17:30,Tamponamento Multiplo,,Sereno,Buona,5,0,0,0
3820791,Roma,12-05-2018,22:45,Veicolo in marcia contro ostacolo accidentale,,Sereno,Sufficiente,2,0,0,0
3820849,Roma,13-05-2018,00:20,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,4,2,0,0
3820944,Roma,12-05-2018,21:00,Veicolo in marcia contro ostacolo accidentale,,Sereno,Sufficiente,1,1,0,0
3820946,Roma,12-05-2018,17:50,Scontro laterale fra veicoli in marcia,,,,0,1,0,0
3820952,Roma,12-05-2018,13:30,Tamponamento Multiplo,,Nuvoloso,Buona,3,0,0,0
3820954,Roma,12-05-2018,15:50,Veicolo in marcia contro veicolo arresto,,Nuvoloso,Buona,2,0,0,0
3820960,Roma,12-05-2018,12:50,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,6,0,0,0
3820968,Roma,11-05-2018,11:51,Investimento di pedone,,Sereno,Buona,2,1,0,0
3820978,Roma,11-05-2018,20:15,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Sufficiente,2,0,0,0
3821004,Roma,11-05-2018,20:05,Tamponamento,,Sereno,Buona,2,1,0,0
3821012,Roma,12-05-2018,16:50,Scontro frontale/laterale SX fra veicoli in marcia,,Nuvoloso,Buona,4,0,0,0
3821025,Roma,12-05-2018,20:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3821034,Roma,12-05-2018,15:15,Scontro frontale/laterale SX fra veicoli in marcia,,Pioggia in atto,Buona,3,0,0,0
3821046,Roma,12-05-2018,11:25,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3821060,Roma,12-05-2018,15:00,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,1,0,0,0
3821067,Roma,11-05-2018,11:50,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3821072,Roma,12-05-2018,16:55,Veicolo in marcia contro veicolo fermo,,Sereno,Buona,2,0,0,0
3821122,Roma,11-05-2018,21:25,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,2,1,0,0
3821149,Roma,12-05-2018,23:30,Tamponamento,,Sereno,Buona,4,0,0,0
3821227,Roma,13-05-2018,04:20,Veicolo in marcia contro veicolo in sosta,,Sereno,Sufficiente,1,0,0,0
3821245,Roma,12-05-2018,22:30,Tamponamento,,Sereno,Buona,4,0,0,0
3821274,Roma,13-05-2018,11:00,Investimento di pedone,,Sereno,Buona,1,1,0,0
3821379,Roma,12-05-2018,10:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,5,0,0,0
3821397,Roma,12-05-2018,10:50,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3821422,Roma,12-05-2018,17:20,Scontro laterale fra veicoli in marcia,,Sereno,Buona,4,0,0,0
