ID,Data,Ora,Tipo,Causa,Meteo,Visibilità,N.Illesi,N.Feriti,N.PrognosiRiservata,N.Deceduti
3769222,Roma,06-04-2018,12:40,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3769226,Roma,07-04-2018,10:45,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3769227,Roma,06-04-2018,09:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3769232,Roma,05-04-2018,20:45,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3769239,Roma,08-04-2018,11:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,5,1,0,0
3769268,Roma,07-04-2018,23:30,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,1,0,0,0
3769275,Roma,06-04-2018,10:30,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3769301,Roma,06-04-2018,09:35,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3769305,Roma,08-04-2018,13:00,Veicolo in marcia contro ostacolo accidentale,,,,3,0,0,0
3769320,Roma,08-04-2018,16:45,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,7,0,0,0
3769384,Roma,08-04-2018,12:10,Ribaltamento senza urto contro ostacolo fisso,,Sereno,Buona,1,1,0,0
3769385,Roma,08-04-2018,17:30,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,2,0,0,0
3769396,Roma,09-04-2018,08:50,Ribaltamento senza urto contro ostacolo fisso,,Pioggia in atto,Buona,0,1,0,0
3769406,Roma,08-04-2018,12:30,Veicolo in marcia contro ostacolo accidentale,,,,1,0,0,0
3769420,Roma,06-04-2018,09:25,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3769432,Roma,08-04-2018,15:30,Tamponamento,,Sereno,Buona,3,0,0,0
3769442,Roma,08-04-2018,01:50,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,2,0,0,0
3769449,Roma,06-04-2018,09:35,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3769450,Roma,08-04-2018,11:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3769523,Roma,09-04-2018,13:55,Scontro laterale fra veicoli in marcia,,Pioggia in atto,Sufficiente,2,1,0,0
3769546,Roma,07-04-2018,17:10,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,1,0,0,0
3769548,Roma,08-04-2018,13:15,Veicolo in marcia contro ostacolo accidentale,,,,4,0,0,0
3769566,Roma,08-04-2018,21:50,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3769577,Roma,09-04-2018,08:35,Veicolo in marcia contro ostacolo accidentale,,,,2,0,0,0
3769592,Roma,08-04-2018,12:15,Tamponamento,,Sereno,Buona,3,0,0,0
3769614,Roma,08-04-2018,12:05,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3769622,Roma,06-04-2018,16:15,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3769623,Roma,07-04-2018,15:00,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,3,0,0,0
3769643,Roma,07-04-2018,18:30,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3769647,Roma,09-04-2018,14:45,Veicolo in marcia contro ostacolo fisso,,Pioggia in atto,Sufficiente,0,1,0,0
3769653,Roma,06-04-2018,10:45,Investimento di pedone,,,,1,1,0,0
3769658,Roma,08-04-2018,22:00,Veicolo in marcia contro ostacolo fisso,,Sereno,Sufficiente,0,1,0,0
3769667,Roma,07-04-2018,11:50,Tamponamento Multiplo,,Sereno,Buona,4,0,0,0
3769674,Roma,07-04-2018,02:30,Tamponamento,,Sereno,Buona,5,0,0,0
3769683,Roma,07-04-2018,13:20,Tamponamento,,Sereno,Buona,3,0,0,0
3769709,Roma,09-04-2018,09:40,Veicolo in marcia contro ostacolo fisso,,Pioggia in atto,Buona,0,2,0,0
3769719,Roma,08-04-2018,22:00,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3769771,Roma,09-04-2018,09:15,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,1,1,0,0
3769780,Roma,09-04-2018,08:00,Tamponamento,,Pioggia in atto,Buona,2,0,0,0
3769789,Roma,09-04-2018,09:45,Veicolo in marcia contro ostacolo accidentale,,Pioggia in atto,Sufficiente,1,0,0,0
3769894,Roma,05-04-2018,22:15,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,1,0,0
3769895,Roma,06-04-2018,11:30,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,2,0,0,0
3769911,Roma,09-04-2018,08:15,Veicolo in marcia contro ostacolo accidentale,,Pioggia in atto,Sufficiente,2,0,0,0
3769912,Roma,06-04-2018,15:30,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3769916,Roma,09-04-2018,15:45,Veicolo in marcia contro veicoli in sosta,,Pioggia in atto,Sufficiente,3,0,0,0
3769921,Roma,06-04-2018,17:00,Veicolo in marcia contro veicolo arresto,,Sereno,Buona,4,0,0,0
3769933,Roma,09-04-2018,09:00,Veicolo in marcia contro ostacolo accidentale,,Pioggia in atto,Buona,1,0,0,0
3769954,Roma,09-04-2018,15:30,Scontro frontale/laterale DX fra veicoli in marcia,,Pioggia in atto,Buona,3,0,0,0
3769991,Roma,07-04-2018,19:40,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3770002,Roma,09-04-2018,17:55,Veicolo in marcia contro ostacolo fisso,,Nuvoloso,Buona,1,0,0,0
3770004,Roma,09-04-2018,09:45,Investimento di pedone,,Pioggia in atto,Sufficiente,1,1,0,0
3770007,Roma,09-04-2018,12:30,Veicolo in marcia contro ostacolo fisso,,Pioggia in atto,Sufficiente,1,0,0,0
3770014,Roma,09-04-2018,18:15,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Sufficiente,2,1,0,0
3770038,Roma,06-04-2018,07:45,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,1,0,0,0
3770045,Roma,09-04-2018,11:00,Investimento di pedone,,Pioggia in atto,Buona,1,1,0,0
3770092,Roma,06-04-2018,09:04,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3770116,Roma,09-04-2018,18:15,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3770457,Roma,09-04-2018,10:00,Scontro laterale fra veicoli in marcia,,Pioggia in atto,Sufficiente,3,0,0,0
3770460,Roma,07-04-2018,11:40,Investimento di pedone,,Sereno,Buona,1,1,0,0
3770502,Roma,04-04-2018,23:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3770509,Roma,10-04-2018,00:05,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Insufficiente,1,0,0,0
3770512,Roma,09-04-2018,22:01,Veicolo in marcia contro ostacolo accidentale,,,,2,0,0,0
3770514,Roma,08-04-2018,02:40,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3770524,Roma,09-04-2018,17:30,Tamponamento,,Pioggia in atto,Buona,3,0,0,0
3770533,Roma,09-04-2018,09:30,Veicolo in marcia contro ostacolo accidentale,,,,2,0,0,0
3770537,Roma,09-04-2018,17:30,Tamponamento,,Pioggia in atto,Sufficiente,2,0,0,0
3770538,Roma,09-04-2018,11:30,Scontro frontale/laterale SX fra veicoli in marcia,,Pioggia in atto,Buona,3,0,0,0
3770539,Roma,09-04-2018,17:45,Veicolo in marcia contro ostacolo fisso,,Nuvoloso,Buona,1,0,0,0
3770541,Roma,09-04-2018,08:10,Scontro laterale fra veicoli in marcia,,Pioggia in atto,Buona,2,0,0,0
3770542,Roma,09-04-2018,08:25,Scontro frontale/laterale DX fra veicoli in marcia,,Pioggia in atto,Buona,2,0,0,0
3770543,Roma,07-04-2018,21:10,Scontro frontale fra veicoli in marcia,,Sereno,Buona,1,3,0,0
3770544,Roma,09-04-2018,23:40,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Sufficiente,1,0,0,0
3770547,Roma,09-04-2018,20:30,Scontro frontale/laterale SX fra veicoli in marcia,,Nuvoloso,Buona,2,1,0,0
3770548,Roma,09-04-2018,13:10,Scontro frontale/laterale DX fra veicoli in marcia,,Pioggia in atto,Sufficiente,4,0,0,0
3770551,Roma,09-04-2018,17:50,Veicolo in marcia contro ostacolo fisso,,Nuvoloso,Sufficiente,1,0,0,0
3770554,Roma,09-04-2018,18:05,Tamponamento,,,,2,0,0,0
3770557,Roma,09-04-2018,13:25,Scontro frontale/laterale DX fra veicoli in marcia,,,,2,0,0,0
3770558,Roma,09-04-2018,17:45,Veicolo in marcia contro ostacolo accidentale,,Pioggia in atto,Sufficiente,2,0,0,0
3770562,Roma,09-04-2018,12:20,Tamponamento,,Pioggia in atto,Sufficiente,2,0,0,0
3770566,Roma,09-04-2018,20:50,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Sufficiente,2,2,0,0
3770567,Roma,09-04-2018,09:35,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,0,1,0,0
3770571,Roma,09-04-2018,02:30,Veicolo in marcia contro veicolo in sosta,,Sereno,Insufficiente,0,1,0,0
3770572,Roma,08-04-2018,22:35,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,1,1,0,0
3770574,Roma,08-04-2018,17:25,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,2,0,0
3770575,Roma,09-04-2018,17:45,Veicolo in marcia contro ostacolo fisso,,Pioggia in atto,Buona,2,0,0,0
3770578,Roma,09-04-2018,07:10,Tamponamento,,Nuvoloso,Buona,3,0,0,0
3770592,Roma,09-04-2018,08:10,Veicolo in marcia contro ostacolo accidentale,,,,0,1,0,0
3770606,Roma,09-04-2018,12:00,Scontro frontale/laterale DX fra veicoli in marcia,,Pioggia in atto,Buona,3,0,0,0
3770612,Roma,09-04-2018,08:20,Scontro frontale/laterale DX fra veicoli in marcia,,Pioggia in atto,Buona,4,0,0,0
3770618,Roma,10-04-2018,00:45,Scontro frontale/laterale SX fra veicoli in marcia,,Nuvoloso,Insufficiente,2,0,0,0
3770623,Roma,09-04-2018,08:15,Veicolo in marcia contro veicolo fermo,,Nuvoloso,Buona,3,1,0,0
3770627,Roma,09-04-2018,08:35,Scontro frontale/laterale SX fra veicoli in marcia,,Pioggia in atto,Buona,3,0,0,0
3770628,Roma,09-04-2018,09:30,Veicolo in marcia contro ostacolo accidentale,,Pioggia in atto,Sufficiente,1,0,0,0
3770631,Roma,09-04-2018,17:10,Scontro laterale fra veicoli in marcia,,Pioggia in atto,Buona,2,0,0,0
3770632,Roma,09-04-2018,11:00,Veicolo in marcia contro ostacolo accidentale,,Pioggia in atto,Buona,1,0,0,0
3770636,Roma,09-04-2018,11:40,Scontro laterale fra veicoli in marcia,,Pioggia in atto,Sufficiente,2,0,0,0
3770641,Roma,08-04-2018,02:30,Veicolo in marcia contro veicolo in sosta,,Sereno,Sufficiente,1,0,0,0
3770643,Roma,09-04-2018,14:00,Fuoriuscita dalla sede stradale,,Pioggia in atto,Sufficiente,0,1,0,0
3770647,Roma,09-04-2018,14:15,Scontro frontale/laterale DX fra veicoli in marcia,,Pioggia in atto,Sufficiente,2,0,0,0
3770650,Roma,09-04-2018,17:40,Fuoriuscita dalla sede stradale,,Nuvoloso,Sufficiente,0,1,0,0
3770654,Roma,09-04-2018,10:15,Tamponamento,,Pioggia in atto,Buona,2,0,0,0
3770655,Roma,09-04-2018,14:40,Scontro laterale fra veicoli in marcia,,Pioggia in atto,Buona,2,0,0,0
3770657,Roma,10-04-2018,00:30,Veicolo in marcia contro ostacolo accidentale,,Sereno,Insufficiente,2,0,0,0
3770660,Roma,09-04-2018,16:40,Scontro frontale/laterale SX fra veicoli in marcia,,Pioggia in atto,Buona,3,1,0,0
3770663,Roma,09-04-2018,18:00,Veicolo in marcia contro ostacolo fisso,,Pioggia in atto,Buona,1,0,0,0
3770664,Roma,09-04-2018,15:25,Scontro laterale fra veicoli in marcia,,Pioggia in atto,Buona,3,0,0,0
3770690,Roma,09-04-2018,09:30,Veicolo in marcia contro ostacolo accidentale,,Pioggia in atto,Buona,1,0,0,0
3770701,Roma,09-04-2018,18:50,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,1,0,0,0
3770702,Roma,09-04-2018,00:30,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Insufficiente,2,0,0,0
3770706,Roma,07-04-2018,18:30,Investimento di pedone,,Sereno,Sufficiente,0,3,0,0
3770712,Roma,09-04-2018,19:00,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3770718,Roma,09-04-2018,08:05,Veicolo in marcia contro veicolo fermo,,Nuvoloso,Buona,4,0,0,0
3770723,Roma,09-04-2018,21:30,Scontro frontale fra veicoli in marcia,,Nuvoloso,Insufficiente,3,1,0,0
3770724,Roma,08-04-2018,00:30,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3770755,Roma,09-04-2018,09:30,Veicolo in marcia contro ostacolo accidentale,,Pioggia in atto,Sufficiente,1,0,0,0
3770762,Roma,09-04-2018,16:30,Tamponamento,,Pioggia in atto,Buona,2,0,0,0
3770763,Roma,09-04-2018,09:20,Veicoli in marcia contro veicoli fermi,,Pioggia in atto,Buona,3,2,0,0
3770765,Roma,09-04-2018,20:05,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,4,0,0,0
3770767,Roma,09-04-2018,21:50,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,2,0,0,0
3770777,Roma,09-04-2018,14:00,Tamponamento,,Pioggia in atto,Buona,3,0,0,0
3770786,Roma,09-04-2018,10:50,Investimento di pedone,,Nuvoloso,Buona,1,1,0,0
3770806,Roma,09-04-2018,11:25,Scontro frontale/laterale SX fra veicoli in marcia,,Pioggia in atto,Buona,2,0,0,0
3770846,Roma,09-04-2018,10:15,Scontro laterale fra veicoli in marcia,,Pioggia in atto,Sufficiente,1,1,0,0
3770853,Roma,10-04-2018,09:00,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,3,1,0,0
3770875,Roma,06-04-2018,10:30,Veicolo in marcia contro ostacolo fisso,,Nuvoloso,Buona,0,1,0,0
3770949,Roma,09-04-2018,09:15,Veicolo in marcia contro ostacolo accidentale,,Pioggia in atto,Sufficiente,0,1,0,0
3770966,Roma,09-04-2018,22:40,Veicolo in marcia contro veicolo fermo,,Nuvoloso,Sufficiente,2,0,0,0
3770972,Roma,06-04-2018,18:15,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3770975,Roma,09-04-2018,09:15,Veicolo in marcia contro ostacolo accidentale,,Pioggia in atto,Sufficiente,0,1,0,0
3770985,Roma,09-04-2018,21:15,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,1,0,0,0
3771005,Roma,10-04-2018,07:45,Scontro frontale/laterale SX fra veicoli in marcia,,Nuvoloso,Buona,1,1,0,0
3771024,Roma,06-04-2018,10:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,5,0,0,0
3771068,Roma,06-04-2018,04:30,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Sufficiente,2,0,0,0
3771073,Roma,06-04-2018,10:45,Investimento di pedone,,Sereno,Buona,1,1,0,0
3771097,Roma,10-04-2018,10:45,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3771105,Roma,06-04-2018,07:30,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3771106,Roma,10-04-2018,09:15,Veicolo in marcia contro veicolo fermo,,Sereno,Buona,2,0,0,0
3771108,Roma,09-04-2018,16:20,Veicolo in marcia contro veicolo arresto,,Nuvoloso,Buona,3,0,0,0
3771119,Roma,07-04-2018,16:30,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3771122,Roma,06-04-2018,18:40,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,1,0,0
3771134,Roma,09-04-2018,17:55,Scontro frontale fra veicoli in marcia,,Pioggia in atto,Buona,3,1,0,0
3771142,Roma,06-04-2018,09:10,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3771146,Roma,07-04-2018,09:45,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3771151,Roma,07-04-2018,17:45,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,2,0,0,0
3771158,Roma,09-04-2018,09:15,Infortunio per sola frenata improvvisa,,Pioggia in atto,Buona,0,1,0,0
3771175,Roma,07-04-2018,17:30,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,1,0,0
3771178,Roma,07-04-2018,20:05,Scontro laterale fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3771212,Roma,07-04-2018,13:30,Veicolo in marcia contro veicoli in sosta,,Sereno,Buona,1,0,0,0
3771221,Roma,10-04-2018,06:45,Tamponamento,,Nuvoloso,Buona,2,0,0,0
3771285,Roma,10-04-2018,07:20,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Buona,3,0,0,0
3771292,Roma,09-04-2018,17:00,Veicolo in marcia contro veicolo fermo,,Pioggia in atto,Buona,3,0,0,0
3771314,Roma,10-04-2018,08:30,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Buona,1,1,0,0
3771437,Roma,10-04-2018,07:00,Tamponamento,,Sereno,Buona,2,1,0,0
3771445,Roma,10-04-2018,09:00,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3771458,Roma,10-04-2018,11:00,Tamponamento,,Sereno,Buona,2,0,0,0
3771563,Roma,10-04-2018,09:20,Veicolo in marcia contro veicolo arresto,,Sereno,Buona,5,0,0,0
3771600,Roma,10-04-2018,15:15,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3771689,Roma,08-04-2018,17:10,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3771789,Roma,10-04-2018,11:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3771791,Roma,07-04-2018,23:50,Veicolo in marcia contro veicolo fermo,,Sereno,Buona,4,0,0,0
3771804,Roma,10-04-2018,09:30,Scontro frontale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3771834,Roma,10-04-2018,11:40,Veicolo in marcia contro veicolo fermo,,Sereno,Buona,2,0,0,0
3771843,Roma,07-04-2018,12:45,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3771872,Roma,09-04-2018,14:45,Scontro frontale/laterale DX fra veicoli in marcia,,Pioggia in atto,Buona,1,0,0,0
3771909,Roma,10-04-2018,16:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3771913,Roma,10-04-2018,17:50,Tamponamento,,Nuvoloso,Buona,2,0,0,0
3771917,Roma,09-04-2018,16:50,Veicolo in marcia contro ostacolo accidentale,,Pioggia in atto,Buona,3,0,0,0
3771930,Roma,10-04-2018,12:50,Tamponamento Multiplo,,Sereno,Buona,3,0,0,0
3771983,Roma,10-04-2018,14:40,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3772208,Roma,11-04-2018,,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Sufficiente,2,1,0,0
3772240,Roma,10-04-2018,08:30,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3772298,Roma,10-04-2018,10:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,5,0,0,0
3772383,Roma,10-04-2018,09:55,Infortunio per sola frenata improvvisa,,Sereno,Buona,1,1,0,0
3772390,Roma,10-04-2018,10:40,Tamponamento,,Sereno,Buona,0,2,0,0
3772394,Roma,10-04-2018,13:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3772396,Roma,10-04-2018,17:45,Tamponamento Multiplo,,Sereno,Buona,5,0,0,0
3772398,Roma,10-04-2018,15:55,Investimento di pedone,,Nuvoloso,Buona,2,1,0,0
3772399,Roma,10-04-2018,13:40,Veicolo in marcia contro ostacolo accidentale,,Sereno,Sufficiente,2,0,0,0
3772403,Roma,10-04-2018,11:15,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3772413,Roma,10-04-2018,13:40,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,2,0,0,0
3772420,Roma,11-04-2018,06:20,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,1,1,0,0
3772427,Roma,11-04-2018,00:50,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,3,0,0,0
3772429,Roma,10-04-2018,17:00,Veicolo in marcia contro ostacolo fisso,,,,1,0,0,0
3772436,Roma,10-04-2018,09:30,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3772444,Roma,10-04-2018,13:35,Tamponamento,,Sereno,Buona,2,1,0,0
3772445,Roma,10-04-2018,06:59,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3772459,Roma,10-04-2018,09:20,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,0,1,0,0
3772468,Roma,10-04-2018,16:30,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3772469,Roma,10-04-2018,21:00,Veicolo in marcia contro ostacolo accidentale,,,,1,0,0,0
3772474,Roma,10-04-2018,07:40,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3772475,Roma,07-04-2018,07:30,Veicolo in marcia contro ostacolo accidentale,,Sereno,Sufficiente,2,0,0,0
3772477,Roma,10-04-2018,09:15,Tamponamento,,Sereno,Buona,2,0,0,0
3772478,Roma,10-04-2018,13:45,Veicolo in marcia contro ostacolo accidentale,,Sereno,Sufficiente,1,0,0,0
3772486,Roma,10-04-2018,20:10,Tamponamento Multiplo,,Sereno,Insufficiente,3,1,0,0
3772489,Roma,10-04-2018,12:10,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3772493,Roma,10-04-2018,11:30,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,1,0,0,0
3772503,Roma,10-04-2018,10:00,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,1,0,0,0
3772504,Roma,10-04-2018,18:20,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Sufficiente,1,1,0,0
3772513,Roma,10-04-2018,07:20,Veicolo in marcia contro ostacolo accidentale,,Sereno,Sufficiente,1,0,0,0
3772519,Roma,10-04-2018,17:15,Investimento di pedone,,Nuvoloso,Buona,4,1,0,0
3772525,Roma,10-04-2018,17:15,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,1,0,0
3772526,Roma,11-04-2018,07:30,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3772529,Roma,10-04-2018,09:20,Tamponamento Multiplo,,Sereno,Buona,3,1,0,0
3772530,Roma,10-04-2018,15:35,Scontro frontale fra veicoli in marcia,,Nuvoloso,Buona,2,1,0,0
3772531,Roma,10-04-2018,20:45,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,1,1,0,0
3772537,Roma,11-04-2018,00:30,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Sufficiente,3,0,0,0
3772575,Roma,10-04-2018,07:50,Tamponamento,,Nuvoloso,Buona,3,0,0,0
3772584,Roma,10-04-2018,23:30,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3772587,Roma,10-04-2018,10:30,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3772588,Roma,10-04-2018,08:20,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,2,0,0,0
3772626,Roma,10-04-2018,08:30,Tamponamento Multiplo,,Sereno,Buona,7,0,0,0
3772631,Roma,10-04-2018,08:15,Veicolo in marcia contro veicolo fermo,,Nuvoloso,Buona,4,0,0,0
3772638,Roma,10-04-2018,12:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3772655,Roma,09-04-2018,07:00,Veicolo in marcia contro ostacolo accidentale,,Pioggia in atto,Buona,1,0,0,0
3772671,Roma,10-04-2018,11:45,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3772677,Roma,06-04-2018,20:00,Veicolo in marcia contro ostacolo accidentale,,Sereno,Sufficiente,1,0,0,0
3772682,Roma,06-04-2018,22:40,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,6,0,0,0
3772700,Roma,10-04-2018,12:30,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,1,0,0,0
3772703,Roma,09-04-2018,12:00,Investimento di pedone,,Nebbia,Buona,2,0,0,0
3772717,Roma,07-04-2018,17:15,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,1,0,0,0
3772719,Roma,11-04-2018,08:50,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3772726,Roma,10-04-2018,18:40,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3772727,Roma,10-04-2018,09:30,Tamponamento,,Nuvoloso,Buona,1,1,0,0
3772733,Roma,07-04-2018,17:30,Tamponamento,,Sereno,Buona,2,0,0,0
3772748,Roma,08-04-2018,15:30,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3772753,Roma,09-04-2018,11:35,Scontro laterale fra veicoli in marcia,,Pioggia in atto,Sufficiente,3,0,0,0
3772760,Roma,10-04-2018,14:05,Tamponamento Multiplo,,Sereno,Buona,1,4,0,0
3772761,Roma,11-04-2018,07:40,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,3,0,0,0
3772779,Roma,09-04-2018,10:30,Tamponamento Multiplo,,Pioggia in atto,Buona,3,0,0,0
3772786,Roma,07-04-2018,08:50,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3772798,Roma,10-04-2018,11:35,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3772799,Roma,10-04-2018,08:25,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3772802,Roma,10-04-2018,08:50,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,2,0,0
3772804,Roma,10-04-2018,12:10,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,1,1,0,0
3772808,Roma,10-04-2018,13:10,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3772811,Roma,10-04-2018,16:20,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3772815,Roma,10-04-2018,20:00,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Sufficiente,2,1,0,0
3772821,Roma,10-04-2018,11:25,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3772824,Roma,10-04-2018,15:25,Tamponamento,,Sereno,Sufficiente,1,1,0,0
3772828,Roma,09-04-2018,14:00,Veicolo in marcia contro ostacolo accidentale,,Pioggia in atto,Buona,2,0,0,0
3772840,Roma,10-04-2018,10:45,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3772848,Roma,10-04-2018,13:15,Veicolo in marcia contro ostacolo accidentale,,,,1,0,0,0
