ID,Data,Ora,Tipo,Causa,Meteo,Visibilità,N.Illesi,N.Feriti,N.PrognosiRiservata,N.Deceduti
3780518,Roma,16-04-2018,10:00,Tamponamento,,Sereno,Buona,2,0,0,0
3780520,Roma,14-04-2018,13:55,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3780550,Roma,16-04-2018,10:20,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3780562,Roma,14-04-2018,12:30,Tamponamento,,Sereno,Buona,1,2,0,0
3780573,Roma,15-04-2018,17:45,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,4,1,0,0
3780615,Roma,14-04-2018,18:00,Scontro laterale fra veicoli in marcia,,,,4,1,0,0
3780623,Roma,15-04-2018,04:10,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,10,0,0,0
3780643,Roma,16-04-2018,11:35,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3780651,Roma,14-04-2018,16:30,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3780662,Roma,15-04-2018,18:10,Tamponamento,,Nuvoloso,Buona,3,0,0,0
3780700,Roma,16-04-2018,10:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,1,0,0
3780715,Roma,16-04-2018,12:30,Investimento di pedone,,Sereno,Buona,1,1,0,0
3780739,Roma,16-04-2018,13:05,Tamponamento Multiplo,,Sereno,Buona,2,5,0,0
3780754,Roma,16-04-2018,10:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3780816,Roma,13-04-2018,15:10,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3780843,Roma,16-04-2018,13:00,Investimento di pedone,,Sereno,Buona,1,1,0,0
3780861,Roma,13-04-2018,16:30,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3780885,Roma,13-04-2018,22:50,Veicolo in marcia contro ostacolo accidentale,,,,2,0,0,0
3780895,Roma,16-04-2018,12:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3780918,Roma,16-04-2018,14:25,Veicolo in marcia contro veicoli in sosta,,Sereno,Buona,1,1,0,0
3780923,Roma,16-04-2018,09:30,Investimento di pedone,,Sereno,Buona,2,0,0,0
3780949,Roma,14-04-2018,02:45,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,2,0,0,0
3780984,Roma,16-04-2018,15:30,Tamponamento Multiplo,,Sereno,Buona,7,1,0,0
3781003,Roma,14-04-2018,05:15,Veicolo in marcia contro ostacolo fisso,,Sereno,Sufficiente,0,1,0,0
3781016,Roma,16-04-2018,14:05,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3781056,Roma,14-04-2018,12:10,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3781121,Roma,16-04-2018,07:40,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3781128,Roma,14-04-2018,14:45,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,1,0,0,0
3781135,Roma,16-04-2018,09:45,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3781143,Roma,14-04-2018,22:35,Scontro frontale fra veicoli in marcia,,Nuvoloso,Buona,1,2,0,0
3781164,Roma,16-04-2018,17:35,Tamponamento,,Sereno,Buona,2,1,0,0
3781178,Roma,15-04-2018,01:20,Veicolo in marcia contro ostacolo accidentale,,,,1,0,0,0
3781193,Roma,15-04-2018,23:45,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,0,2,0,0
3781282,Roma,16-04-2018,09:30,Tamponamento Multiplo,,Sereno,Buona,1,2,0,0
3781294,Roma,16-04-2018,14:25,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3781308,Roma,16-04-2018,18:20,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,2,0,0,0
3781333,Roma,16-04-2018,18:15,Investimento di pedone,,Sereno,Buona,1,1,0,0
3781656,Roma,16-04-2018,16:16,Tamponamento,,Sereno,Buona,3,0,0,0
3781664,Roma,16-04-2018,19:55,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3781665,Roma,26-04-2018,08:40,Scontro laterale fra veicoli in marcia,,Sereno,Buona,5,1,0,0
3781668,Roma,16-04-2018,17:00,Tamponamento Multiplo,,Sereno,Buona,4,0,0,0
3781670,Roma,16-04-2018,16:45,Investimento di pedone,,Sereno,Buona,1,1,0,0
3781671,Roma,16-04-2018,17:10,Veicolo in marcia contro veicolo fermo,,Sereno,Buona,2,1,0,0
3781672,Roma,16-04-2018,07:20,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3781677,Roma,16-04-2018,21:40,Tamponamento,,Sereno,Buona,1,1,0,0
3781681,Roma,16-04-2018,17:30,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,2,0,0,0
3781682,Roma,16-04-2018,20:20,Veicolo in marcia contro ostacolo accidentale,,Sereno,Sufficiente,1,0,0,0
3781683,Roma,16-04-2018,13:15,Veicolo in marcia contro veicolo arresto,,Sereno,Buona,6,0,0,0
3781689,Roma,16-04-2018,16:45,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3781697,Roma,16-04-2018,17:40,Infortunio per caduta del veicolo,,,,0,1,0,0
3781700,Roma,16-04-2018,10:55,Veicolo in marcia contro veicolo fermo,,Sereno,Sufficiente,2,0,0,0
3781705,Roma,16-04-2018,19:15,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3781707,Roma,16-04-2018,17:20,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3781716,Roma,16-04-2018,11:05,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,1,0,0,0
3781718,Roma,16-04-2018,18:10,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Sufficiente,1,1,0,0
3781720,Roma,16-04-2018,11:20,Scontro frontale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3781723,Roma,17-04-2018,00:30,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Sufficiente,2,0,0,0
3781725,Roma,16-04-2018,17:40,Tamponamento Multiplo,,Nuvoloso,Buona,4,0,0,0
3781726,Roma,16-04-2018,11:00,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3781731,Roma,16-04-2018,23:00,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Sufficiente,1,2,0,0
3781732,Roma,16-04-2018,18:00,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,1,0,0,0
3781733,Roma,16-04-2018,19:45,Tamponamento,,Sereno,Buona,3,0,0,0
3781736,Roma,16-04-2018,16:15,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,3,0,0,0
3781737,Roma,16-04-2018,15:15,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3781744,Roma,16-04-2018,08:30,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,1,0,0,0
3781750,Roma,16-04-2018,16:15,Scontro laterale fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3781758,Roma,17-04-2018,01:30,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,2,3,0,0
3781764,Roma,16-04-2018,07:45,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3781789,Roma,16-04-2018,12:00,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3781802,Roma,16-04-2018,14:20,Tamponamento Multiplo,,Sereno,Sufficiente,5,0,0,0
3781812,Roma,16-04-2018,17:00,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3781816,Roma,16-04-2018,15:05,Scontro frontale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3781819,Roma,16-04-2018,19:30,Veicolo in marcia contro ostacolo fisso,,Sereno,Sufficiente,1,0,0,0
3781827,Roma,16-04-2018,08:00,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,2,1,0,0
3781841,Roma,16-04-2018,14:30,Tamponamento,,Nuvoloso,Buona,4,0,0,0
3781844,Roma,16-04-2018,09:20,Tamponamento,,Sereno,Sufficiente,2,0,0,0
3781860,Roma,16-04-2018,16:30,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Buona,5,0,0,0
3781864,Roma,16-04-2018,11:30,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3781866,Roma,17-04-2018,07:30,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3781879,Roma,16-04-2018,09:00,Tamponamento,,Sereno,Buona,2,0,0,0
3781888,Roma,16-04-2018,14:45,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3781961,Roma,16-04-2018,06:00,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3781967,Roma,16-04-2018,12:30,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,3,0,0,0
3781973,Roma,16-04-2018,16:55,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3781988,Roma,16-04-2018,15:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3781995,Roma,16-04-2018,16:30,Scontro frontale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3781999,Roma,16-04-2018,21:40,Veicolo in marcia contro veicolo in sosta,,Sereno,Sufficiente,1,0,0,0
3782000,Roma,16-04-2018,09:00,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3782004,Roma,16-04-2018,14:15,Tamponamento,,Sereno,Buona,1,1,0,0
3782023,Roma,16-04-2018,18:40,Scontro laterale fra veicoli in marcia,,,,2,0,0,0
3782032,Roma,17-04-2018,09:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3782080,Roma,16-04-2018,12:40,Tamponamento,,Sereno,Buona,1,1,0,0
3782081,Roma,16-04-2018,17:50,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3782089,Roma,17-04-2018,08:40,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3782111,Roma,16-04-2018,20:45,Veicolo in marcia contro ostacolo accidentale,,Sereno,Insufficiente,1,0,0,0
3782113,Roma,16-04-2018,11:10,Scontro frontale/laterale DX fra veicoli in marcia,,,,1,1,0,0
3782131,Roma,16-04-2018,20:10,Tamponamento,,Nuvoloso,Sufficiente,0,2,0,0
3782132,Roma,16-04-2018,18:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,4,0,0
3782158,Roma,16-04-2018,13:10,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3782174,Roma,16-04-2018,11:50,Investimento di pedone,,Sereno,Sufficiente,1,1,0,0
3782201,Roma,16-04-2018,15:30,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,1,0,0,0
3782262,Roma,17-04-2018,10:35,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3782293,Roma,17-04-2018,11:00,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3782314,Roma,17-04-2018,07:40,Tamponamento Multiplo,,Nuvoloso,Buona,2,1,0,0
3782376,Roma,16-04-2018,15:45,Tamponamento,,Sereno,Buona,2,0,0,0
3782383,Roma,16-04-2018,08:25,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3782392,Roma,17-04-2018,12:10,Investimento di pedone,,Sereno,Buona,1,1,0,0
3782396,Roma,17-04-2018,08:35,Tamponamento,,Nuvoloso,Buona,1,0,0,0
3782398,Roma,16-04-2018,15:30,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3782416,Roma,16-04-2018,11:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3782451,Roma,16-04-2018,08:30,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3782493,Roma,17-04-2018,12:20,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3782590,Roma,16-04-2018,06:50,Infortunio per sola frenata improvvisa,,Sereno,Buona,1,0,0,0
3782593,Roma,17-04-2018,11:15,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3782625,Roma,17-04-2018,09:20,Investimento di pedone,,Sereno,Buona,1,1,0,0
3782633,Roma,17-04-2018,14:10,Tamponamento Multiplo,,Sereno,Buona,1,4,0,0
3782647,Roma,16-04-2018,20:50,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3782673,Roma,16-04-2018,15:25,Tamponamento,,Sereno,Buona,2,0,0,0
3782678,Roma,17-04-2018,08:05,Tamponamento,,,,1,0,0,0
3782705,Roma,16-04-2018,11:45,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3782727,Roma,17-04-2018,09:10,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3782743,Roma,15-04-2018,22:10,Veicolo in marcia contro ostacolo accidentale,,Sereno,Sufficiente,0,1,0,0
3782745,Roma,16-04-2018,20:50,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3782802,Roma,16-04-2018,18:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,5,0,0,0
3782806,Roma,17-04-2018,15:05,Tamponamento,,Nuvoloso,Buona,2,1,0,0
3782953,Roma,16-04-2018,16:25,Investimento di pedone,,Sereno,Buona,1,1,0,0
3782964,Roma,17-04-2018,10:15,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3782984,Roma,17-04-2018,09:25,Scontro laterale fra veicoli in marcia,,Sereno,Buona,0,2,0,0
3783010,Roma,17-04-2018,12:30,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,1,1,0,0
3783014,Roma,17-04-2018,12:30,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3783026,Roma,17-04-2018,08:55,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3783033,Roma,17-04-2018,09:30,Fuoriuscita dalla sede stradale,,Sereno,Buona,0,1,0,0
3783054,Roma,17-04-2018,16:45,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Buona,1,1,0,0
3783060,Roma,17-04-2018,17:30,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3783071,Roma,17-04-2018,12:30,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,2,0,0,0
3783077,Roma,17-04-2018,11:40,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3783090,Roma,17-04-2018,14:40,Veicolo in marcia contro veicoli in sosta,,Nuvoloso,Buona,0,1,0,0
3783137,Roma,17-04-2018,07:15,Tamponamento,,Nuvoloso,Buona,4,0,0,0
3783142,Roma,17-04-2018,13:20,Scontro frontale fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3783147,Roma,17-04-2018,17:20,Scontro frontale/laterale DX fra veicoli in marcia,,Pioggia in atto,Buona,2,0,0,0
3783149,Roma,17-04-2018,07:50,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,2,0,0,0
3783152,Roma,17-04-2018,14:50,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3783177,Roma,17-04-2018,12:00,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,2,0,0,0
3783184,Roma,17-04-2018,13:20,Tamponamento,,Sereno,Buona,2,0,0,0
3783198,Roma,17-04-2018,15:30,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,1,0,0,0
3783200,Roma,17-04-2018,16:20,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,2,0,0,0
3783475,Roma,17-04-2018,19:45,Scontro frontale/laterale SX fra veicoli in marcia,,Pioggia in atto,Buona,2,0,0,0
3783476,Roma,17-04-2018,20:30,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,3,0,0,0
3783486,Roma,17-04-2018,18:20,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3783503,Roma,17-04-2018,18:15,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Buona,1,1,0,0
3783508,Roma,04-04-2018,07:54,Tamponamento,,Nuvoloso,Buona,2,0,0,0
3783512,Roma,17-04-2018,23:40,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,5,0,0,0
3783513,Roma,17-04-2018,15:40,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3783520,Roma,17-04-2018,16:00,Scontro frontale/laterale SX fra veicoli in marcia,,Nuvoloso,Buona,3,0,0,0
3783525,Roma,17-04-2018,20:25,Investimento di pedone,,Nuvoloso,Sufficiente,1,2,0,0
3783537,Roma,17-04-2018,18:30,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,3,0,0,0
3783540,Roma,17-04-2018,18:15,Tamponamento,,Nuvoloso,Buona,2,0,0,0
3783563,Roma,17-04-2018,10:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3783565,Roma,17-04-2018,21:10,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,2,1,0,0
3783566,Roma,19-04-2018,16:49,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3783568,Roma,17-04-2018,17:45,Tamponamento,,Nuvoloso,Sufficiente,0,1,0,0
3783573,Roma,17-04-2018,19:20,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3783588,Roma,17-04-2018,23:12,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,5,0,0,0
3783590,Roma,18-04-2018,06:35,Scontro frontale fra veicoli in marcia,,Nuvoloso,Buona,2,1,0,0
3783592,Roma,17-04-2018,19:00,Infortunio per sola frenata improvvisa,,Pioggia in atto,Buona,0,1,0,0
3783593,Roma,17-04-2018,05:30,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,2,1,0,0
3783597,Roma,17-04-2018,10:35,Tamponamento,,Sereno,Buona,1,0,0,0
3783599,Roma,17-04-2018,13:00,Scontro frontale/laterale SX fra veicoli in marcia,,Nuvoloso,Buona,1,1,0,0
3783603,Roma,17-04-2018,14:45,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Buona,2,1,0,0
3783606,Roma,17-04-2018,17:10,Veicolo in marcia contro veicolo in sosta,,Pioggia in atto,Sufficiente,1,0,0,0
3783615,Roma,17-04-2018,22:15,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3783624,Roma,17-04-2018,20:00,Scontro frontale/laterale SX fra veicoli in marcia,,Nuvoloso,Sufficiente,0,2,0,0
3783645,Roma,17-04-2018,11:25,Scontro laterale fra veicoli in marcia,,Sereno,Buona,5,0,0,0
3783651,Roma,17-04-2018,11:40,Scontro frontale fra veicoli in marcia,,Sereno,Buona,1,2,0,0
3783653,Roma,17-04-2018,22:10,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Sufficiente,1,0,0,0
3783654,Roma,17-04-2018,15:00,Scontro frontale fra veicoli in marcia,,Sereno,Buona,1,0,0,0
3783669,Roma,17-04-2018,20:30,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,1,1,0,0
3783743,Roma,09-04-2018,08:30,Veicolo in marcia contro ostacolo accidentale,,Pioggia in atto,Sufficiente,1,0,0,0
3783747,Roma,13-04-2018,01:45,Veicolo in marcia contro ostacolo fisso,,Sereno,Sufficiente,1,0,0,0
3783766,Roma,18-04-2018,09:00,Ribaltamento senza urto contro ostacolo fisso,,Nuvoloso,Buona,0,1,0,1
3783773,Roma,17-04-2018,21:40,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3783778,Roma,17-04-2018,12:50,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3783799,Roma,18-04-2018,07:55,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3783844,Roma,17-04-2018,13:00,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3783892,Roma,18-04-2018,03:00,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Sufficiente,1,2,0,0
3783904,Roma,17-04-2018,13:20,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,2,0,0
3783945,Roma,17-04-2018,16:15,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,4,0,0,0
3783964,Roma,16-04-2018,16:30,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,1,0,0,0
3783979,Roma,18-04-2018,02:00,Veicolo in marcia contro ostacolo accidentale,,Sereno,Sufficiente,1,0,0,0
3783980,Roma,17-04-2018,09:30,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3783987,Roma,17-04-2018,19:40,Investimento di pedone,,Sereno,Buona,1,1,0,0
3783993,Roma,17-04-2018,10:50,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3784027,Roma,17-04-2018,10:50,Scontro laterale fra veicoli in marcia,,,,1,1,0,0
3784052,Roma,17-04-2018,12:00,Scontro frontale fra veicoli in marcia,,Nuvoloso,Buona,1,1,0,0
3784076,Roma,18-04-2018,08:50,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,1,1,0,0
3784145,Roma,18-04-2018,11:00,Tamponamento,,Nuvoloso,Buona,1,1,0,0
3784177,Roma,17-04-2018,17:27,Investimento di pedone,,,,1,1,0,0
3784178,Roma,18-04-2018,09:50,Investimento di pedone,,Nuvoloso,Buona,2,1,0,0
3784180,Roma,17-04-2018,10:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3784246,Roma,17-04-2018,07:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3784293,Roma,17-04-2018,17:30,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3784331,Roma,17-04-2018,13:20,Veicolo in marcia contro veicolo in sosta,,Nuvoloso,Buona,1,0,0,0
3784332,Roma,17-04-2018,20:05,Veicolo in marcia contro veicoli in sosta,,Sereno,Buona,1,0,0,0
3784336,Roma,17-04-2018,08:30,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,1,0,0,0
3784357,Roma,17-04-2018,18:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3784380,Roma,17-04-2018,07:40,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3784477,Roma,18-04-2018,11:20,Infortunio per sola frenata improvvisa,,Nuvoloso,Buona,0,1,0,0
3784520,Roma,17-04-2018,22:20,Scontro frontale/laterale DX fra veicoli in marcia,,Sereno,Sufficiente,1,2,0,0
3784521,Roma,17-04-2018,08:45,Scontro frontale/laterale SX fra veicoli in marcia,,,,2,0,0,0
3784527,Roma,18-04-2018,15:14,Scontro frontale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3784533,Roma,17-04-2018,09:10,Scontro laterale fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3784561,Roma,17-04-2018,11:50,Scontro laterale fra veicoli in marcia,,,,2,0,0,0
3784562,Roma,18-04-2018,08:45,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3784586,Roma,17-04-2018,17:15,Scontro frontale/laterale SX fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3784630,Roma,06-04-2018,11:40,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,1,0,0,0
3784640,Roma,18-04-2018,16:10,Tamponamento Multiplo,,Nuvoloso,Buona,7,0,0,0
3784726,Roma,18-04-2018,13:50,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3784775,Roma,18-04-2018,16:10,Tamponamento,,Sereno,Buona,3,0,0,0
3784818,Roma,18-04-2018,16:45,Tamponamento Multiplo,,Sereno,Buona,5,0,0,0
3784834,Roma,18-04-2018,09:05,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,1,0,0
3784844,Roma,18-04-2018,12:20,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3784855,Roma,18-04-2018,13:30,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,4,0,0,0
3784858,Roma,18-04-2018,14:10,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3784864,Roma,18-04-2018,15:52,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3784880,Roma,18-04-2018,18:35,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,4,0,0,0
3785295,Roma,18-04-2018,08:00,Scontro laterale fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3785301,Roma,18-04-2018,12:00,Investimento di pedone,,Nuvoloso,Buona,1,1,0,0
3785304,Roma,18-04-2018,17:10,Veicolo in marcia contro veicolo in sosta,,Sereno,Buona,0,1,0,0
3785307,Roma,18-04-2018,18:00,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3785308,Roma,18-04-2018,20:25,Scontro laterale fra veicoli in marcia,,Sereno,Sufficiente,3,0,0,0
3785312,Roma,18-04-2018,13:00,Tamponamento Multiplo,,Sereno,Sufficiente,2,3,0,0
3785314,Roma,18-04-2018,18:10,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3785315,Roma,18-04-2018,08:50,Scontro frontale/laterale DX fra veicoli in marcia,,Nuvoloso,Buona,2,0,0,0
3785316,Roma,18-04-2018,09:10,Tamponamento,,Nuvoloso,Buona,2,0,0,0
3785322,Roma,18-04-2018,18:10,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3785325,Roma,18-04-2018,09:10,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,1,0,0,0
3785332,Roma,18-04-2018,12:35,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3785335,Roma,18-04-2018,11:50,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,3,1,0,0
3785340,Roma,18-04-2018,18:15,Veicolo in marcia contro veicolo arresto,,Sereno,Buona,3,0,0,0
3785351,Roma,18-04-2018,19:00,Scontro frontale/laterale SX fra veicoli in marcia,,Sereno,Sufficiente,1,1,0,0
3785364,Roma,19-04-2018,02:30,Veicolo in marcia contro veicoli in sosta,,Sereno,Sufficiente,1,0,0,0
3785402,Roma,18-04-2018,14:05,Scontro laterale fra veicoli in marcia,,Sereno,Buona,2,0,0,0
3785410,Roma,18-04-2018,14:45,Veicolo in marcia contro ostacolo accidentale,,Sereno,Buona,0,1,0,0
3785418,Roma,18-04-2018,19:00,Veicolo in marcia contro ostacolo fisso,,Sereno,Buona,1,0,0,0
3785426,Roma,18-04-2018,16:15,Scontro laterale fra veicoli in marcia,,Sereno,Buona,1,1,0,0
3785427,Roma,18-04-2018,15:30,Scontro laterale fra veicoli in marcia,,Sereno,Buona,3,0,0,0
3785429,Roma,18-04-2018,08:20,Veicolo in marcia contro ostacolo accidentale,,Nuvoloso,Buona,1,0,0,0
3785434,Roma,18-04-2018,18:40,Tamponamento Multiplo,,Sereno,Buona,3,1,0,0
3785437,Roma,18-04-2018,10:30,Tamponamento,,Nuvoloso,Buona,3,0,0,0
3785440,Roma,18-04-2018,16:45,Tamponamento Multiplo,,Sereno,Buona,4,0,0,0
