DATA;FENOMENI
1/11/2018;pioggia
2/11/2018;temporale
3/11/2018;temporale
4/11/2018;
5/11/2018;pioggia
6/11/2018;pioggia
7/11/2018;pioggia
8/11/2018;
9/11/2018;
10/11/2018;pioggia
11/11/2018;
12/11/2018;
13/11/2018;
14/11/2018;
15/11/2018;
16/11/2018;pioggia
17/11/2018;pioggia
18/11/2018;pioggia
19/11/2018;pioggia
20/11/2018;pioggia
21/11/2018;
22/11/2018;
23/11/2018;
24/11/2018;pioggia
25/11/2018;pioggia
26/11/2018;pioggia
27/11/2018;temporale
28/11/2018;temporale
29/11/2018;pioggia
30/11/2018;
