Data;Ora;Luogo;Incidenti;Feriti;X;Y 
2018-07-02;12:40;VIA D'AQUINO RINALDO ;F;1;13,335172;38,118791
2018-07-02;14:50;VIALE MARCHESE DI VILLABIANCA ;C;;13,349372;38,138762
2018-06-14;07:45;VIA MESSINA MARINE ;C;;13,381555;38,10779
2018-06-26;12:15;VIA PONTE DI MARE ;F;1;13,378491;38,111132
2018-07-02;18:25;VIALE REGIONE SICILIANA S.E. ;F;1;13,330533;38,10145
2018-07-03;00:05;VIA BRUNELLESCHI FILIPPO ;F;2;13,314039;38,139751
2018-07-03;00:25;VIA MESSINA MARINE ;F;3;13,38733;38,105859
2018-07-02;16:35;CORSO CALATAFIMI ;C;;13,333266;38,104429
2018-07-03;07:15;VIA BACHELET VITTORIO ;R;;13,328587;38,084637
2018-07-02;17:30;PIAZZA AMENDOLA GIOVANNI ;C;;13,351961;38,121848
2018-07-03;09:40;VIA NICASTRO GUSTAVO AMM. ;F;2;13,359009;38,148437
2018-07-03;09:45;VIA SAURO NAZARIO ;F;1;13,331789;38,123182
2018-07-03;15:20;CORSO ALBERTO AMEDEO ;F;1;13,350803;38,118844
2018-07-03;19:15;VIALE COLONIA MARINA ;C;;13,33538;38,194096
2018-07-03;19:30;VIA AMARILLI ;F;1;13,305446;38,197115
2018-07-03;20:45;VIA PARUTA FILIPPO ;F;2;13,319687;38,093871
2018-07-04;09:00;CORSO TUKORY ;C;;13,356471;38,108173
2018-06-29;10:25;PZZA ORLANDO VITTORIO EMANUELE ;F;1;13,351037;38,119605
2018-07-04;13:00;VIALE REGIONE SICILIANA N.O. ;F;1;13,330388;38,137073
2018-07-04;13:30;VIA CALA ;F;1;13,366078;38,120921
2018-06-28;15:45;VIA NINA SICILIANA ;C;;13,331663;38,11685
2018-06-30;20:10;LARGO CAVALIERI DI MALTA ;C;;13,363856;38,120812
2018-07-03;07:00;VIALE DE GASPERI ALCIDE ;C;;13,332476;38,14912
2018-07-04;13:30;VIA CALA ;F;1;13,366367;38,120225
2018-07-04;16:45;VIALE REGIONE SICILIANA N.O. ;F;1;13,329517;38,123087
2018-07-04;18:15;VIALE LEONARDO DA VINCI ;F;3;13,314763;38,126734
2018-07-04;17:30;VIA TOMMASO NATALE ;C;;13,28835;38,18822
2018-07-04;21:20;VIA DUCA DELLA VERDURA ;F;1;13,352279;38,134314
2018-07-05;09:10;VIALE LAZIO ;F;1;13,340225;38,142889
2018-07-05;15:00;VIALE ERCOLE ;F;1;13,34142;38,160003
2018-07-05;15:25;PIAZZA LEONI ;F;1;13,343812;38,146798
2018-07-05;12:50;VIA DI MARIA EUGENIO GEN. ;F;1;13,342421;38,131852
2018-07-05;17:50;VIA SAMMARTINO ;F;1;13,348637;38,126953
2018-07-05;22:20;VIA CALASCIBETTA ;C;;13,365797;38,115864
2018-07-05;17:20;VIA NOTARBARTOLO EMANUELE ;F;1;13,345988;38,132632
2018-07-06;08:20;VIA ONORATO CARMELO ;F;1;13,345259;38,109083
2018-06-27;10:10;VIA SCIMONELLI IGNAZIO ;C;;13,345756;38,121574
2018-07-04;15:30;PIAZZA GIULIO CESARE ;C;;13,365362;38,110151
2018-06-26;12:00;VIA SENOCRATE DI AGRIGENTO ;C;;13,317728;38,181272
2018-07-06;10:30;VIALE REGIONE SICILIANA S.E. ;F;3;13,330109;38,106489
2018-07-06;12:20;CORSO CALATAFIMI ;C;;13,350064;38,111088
2018-06-30;02:10;VIA LANZA DI SCALEA GIUSEPPE ;F;1;13,308767;38,17756
2018-07-06;12:30;CORSO CALATAFIMI ;F;1;13,30686;38,093017
2018-07-06;14:00;VIA MESSINA MONTAGNE ;F;1;13,430329;38,082964
2018-07-06;19:15;VIA PARTANNA MONDELLO ;F;1;13,311102;38,196175
2018-07-07;04:50;VIALE ERCOLE ;C;;13,341083;38,160635
2018-07-07;09:00;VIA TRASSELLI CARMELO ;F;1;13,339267;38,105633
2018-07-07;12:50;PIAZZA MONDELLO ;C;;13,327002;38,20756
2018-07-07;13:00;VIA NOTARBARTOLO EMANUELE ;F;1;13,346138;38,132668
2018-07-07;16:30;VIA RUGGERI LEONARDO ;F;2;13,318098;38,124161
2018-07-07;12:11;VIA ZANDONAI RICCARDO ;F;1;13,339162;38,133604
2018-07-07;17:00;VIA DE COSMI GIOVANNI AGOSTINO ;F;1;13,350472;38,139171
2018-07-07;20:00;VIA DEI QUARTIERI ;F;1;13,328476;38,16266
2018-07-08;10:15;VIALE ERCOLE ;F;1;13,341083;38,160635
2018-07-08;12:05;VIA CIRRINCIONE ANDREA ;F;1;13,354054;38,146228
2018-07-07;12:15;VIA PRINCIPE DI VILLAFRANCA ;C;;13,351259;38,126
2018-07-08;19:00;VIALE MARGHERITA DI SAVOIA;F;1;13,333958;38,182873
2018-07-09;09:20;VIA UDITORE ;F;1;13,324005;38,131845
2018-07-09;08:15;VIALE DE GASPERI ALCIDE ;C;;13,332934;38,149142
2018-07-09;10:50;VIALE STRASBURGO ;F;1;13,331712;38,150953
2018-07-09;12:00;VIA MESSINA MARINE ;F;3;13,411293;38,097961
2018-07-09;13:50;VIA MESSINA MARINE ;F;2;13,381328;38,107995
2018-07-06;11:25;VIALE REGIONE SICILIANA ;C;;13,328994;38,122678
2018-07-09;13:30;CORSO DEI MILLE ;F;2;13,409842;38,092582
2018-07-07;17:40;PIAZZA VALDESI ;C;;13,331718;38,196648
2018-07-08;03:50;PIAZZA AMENDOLA GIOVANNI ;C;;13,350795;38,122486
2018-07-09;14:45;VIALE PRINCIPESSA IOLANDA ;F;1;13,334208;38,193901
2018-07-09;23:40;VIALE REGIONE SICILIANA N.O. ;C;;13,329941;38,128039
2018-07-09;17:45;VIA CASTELLANA ;R;;13,297195;38,125708
2018-07-06;12:00;VIA DANTE ;F;1;13,347555;38,122959
2018-07-09;13:00;VIA PAZIENZA ;F;1;13,318222;38,20035
2018-07-10;07:35;CORSO TUKORY ;F;1;13,358194;38,108706
2018-07-05;15:40;VIALE DEL FANTE ;C;;13,342112;38,150091
2018-07-09;17:00;VIALE MARGHERITA DI SAVOIA ;F;2;13,331877;38,196092
2018-07-10;09:00;VIALE LEONARDO DA VINCI ;R;;13,303863;38,125952
2018-06-22;14:00;VIALE MICHELANGELO;C;;13,316676;38,136288
2018-07-08;09:50;VIA CALVI PASQUALE ;C;;13,354945;38,13012
2018-07-10;14:20;VIA D'ANNUNZIO GABRIELE ;C;;13,346004;38,138416
2018-07-10;15:50;VIA PANTALICA ;F;1;13,292542;38,125734
2018-07-10;16:30;VIA AGESIA DI SIRACUSA ;C;;13,316964;38,182353
2018-07-10;18:00;VIA ARCHIMEDE ;F;1;13,354086;38,128448
2018-07-04;09:55;VIA CASSARA' ANTONINO ;C;;13,340635;38,151617
2018-07-11;08:30;VIA BORDONARO ;F;1;13,367687;38,165348
2018-07-09;20:00;VIALE REGIONE SICILIANA ;C;;13,328838;38,11801
2018-05-19;19:05;VIA DUCA DELLA VERDURA ;F;1;13,352339;38,134358
2018-07-11;08:45;VIALE DEI PICCIOTTI ;F;1;13,382441;38,105106
2018-07-11;12:20;VIALE DUCA DEGLI ABRUZZI ;F;1;13,327856;38,170264
2018-07-01;17:30;VIA PACINOTTI ANTONIO ;C;;13,335575;38,129207
2018-07-07;17:00;VIA DELLE CROCI ;C;;13,355206;38,13183
2018-07-11;14:15;VIA ARCHIMEDE ;F;1;13,354863;38,128798
2018-07-11;16:05;VIA PRINCIPE DI PALAGONIA ;F;1;13,336082;38,135242
2018-07-11;16:05;VIA SALAMONE MARINO SALVATORE ;C;;13,360372;38,107831
2018-07-11;20:00;VIA BARACCA FRANCESCO ;F;1;13,304852;38,108956
2018-07-11;21:50;VIALE DELL'OLIMPO ;F;3;13,319708;38,189129
2018-07-12;03:50;VIA DELLA LIBERTA' ;C;;13,343128;38,143816
2018-07-12;09:00;VIA DANTE ;F;1;13,347549;38,122885
2018-07-12;10:00;VIA DELL'ERMELLINO ;C;;13,364573;38,086611
2018-07-12;10:40;VIA LINCOLN ;F;2;13,370056;38,112616
2018-07-12;11:30;VIA MONTEPELLEGRINO ;F;1;13,357613;38,139258
2018-07-12;13:15;VIALE MARGHERITA DI SAVOIA ;C;;13,332581;38,19012
2018-07-12;12:00;VIA DALLA CHIESA C. A. GEN. ;F;3;13,352916;38,13357
2018-07-12;15:20;VIALE REGIONE SICILIANA S.E. ;C;;13,356834;38,086966
2018-07-12;14:25;VIA BARBARIGO AGOSTINO ;C;;13,347031;38,189875
2018-07-12;19:15;VIALE VENERE ;C;;13,323398;38,188963
2018-07-12;21:55;VIA DAMMUSO ;F;4;13,28049;38,201341
2018-07-13;02:15;VIA MESSINA MARINE ;F;1;13,416763;38,097472
2018-07-13;07:15;CORSO RE RUGGERO ;C;;13,353956;38,10913
2018-07-13;09:00;PIAZZA PONTE DELL'AMMIRAGLIO ;F;1;13,374551;38,104681
2018-07-13;11:00;VIA PARISI ENRICO ;F;1;13,352332;38,125908
2018-07-12;12:35;VIA CRISPI FRANCESCO ;F;1;13,362338;38,127042
2018-07-13;13:30;VIA SERRADIFALCO ;C;;13,337595;38,127844
2018-07-13;17:15;VIA IMERA ;C;;13,348714;38,117016
2018-07-11;22:00;VIA S.CRISTOFORO ;C;;13,364536;38,113916
2018-07-13;18:30;VIALE REGIONE SICILIANA N.O. ;F;2;13,331019;38,136356
2018-07-13;19:10;VIALE REGIONE SICILIANA S.E. ;F;1;13,365658;38,088322
2018-07-13;21:50;VIALE DELLE PALME ;F;2;13,335048;38,19545
2018-07-14;17:45;VIA DI MARZO GIOACCHINO ;F;1;13,347378;38,134147
2018-07-14;17:45;VIA MORELLO NUNZIO ;F;1;13,344811;38,13146
2018-07-15;00:55;VIALE NICOLETTI ROSARIO ;F;2;13,295252;38,189035
2018-07-15;01:15;VIA CRISPI FRANCESCO ;F;1;13,362437;38,127017
2018-07-15;14:40;VIA PRINCIPE DI PATERNO' ;F;2;13,341954;38,140184
2018-07-16;00:25;VIA CORSELLI ;C;;13,397596;38,096564
2018-07-13;19:15;VIALE VENERE ;F;1;13,332138;38,190065
2018-07-13;20:15;PIAZZA CELLINI BENVENUTO ;C;;13,309372;38,137667
2018-07-14;00:40;CORSO DEI MILLE ;F;2;13,369446;38,110106
2018-07-14;00:30;CORSO DEI MILLE ;F;2;13,369411;38,110117
2018-07-15;03:00;VIALE ERCOLE ;C;;13,341083;38,160635
2018-07-14;02:00;VIA DEL VESPRO ;F;1;13,362726;38,105283
2018-07-09;13:30;VIALE MICHELANGELO ;C;;13,317536;38,136782
2018-07-14;02:30;VIALE PRINCIPESSA MARIA ;F;2;13,335076;38,195466
2018-07-15;16:05;VIA RESTIVO EMPEDOCLE ;F;1;13,337419;38,141991
2018-07-15;17:45;VIA LI BASSI GIUSEPPE ;F;2;13,352897;38,100292
2018-07-16;16:45;VIA ALBANESE ENRICO ;C;;13,354947;38,130083
2018-07-16;17:50;VIALE REGINA ELENA ;F;1;13,325281;38,206062
2018-07-17;07:40;VIA S.LORENZO ;F;1;13,312337;38,168786
2018-07-17;10:00;CORSO CALATAFIMI ;F;1;13,34299;38,10822
2018-07-17;10:35;VIALE LAZIO ;F;1;13,334597;38,141149
2018-07-17;12:40;VIA DI BLASI E. GIOVANNI ;R;;13,315918;38,124857
2018-07-17;12:10;VIALE MARGHERITA DI SAVOIA ;F;1;13,334185;38,182567
2018-07-17;14:00;VIA MESSINA MONTAGNE ;F;1;13,430438;38,082902
2018-07-17;17:35;VIA MARINAI ALLIATA ;C;;13,328334;38,189554
2018-07-17;19:55;LUNGOMARE COLOMBO CRISTOFORO ;F;2;13,336892;38,19561
2018-07-17;20:20;VIALE VENERE ;F;1;13,332274;38,189983
2018-07-17;21:45;VIA MONTE ERCTA ;F;1;13,335258;38,178827
2018-07-18;02:15;VIALE REGIONE SICILIANA N.O. ;F;2;13,329816;38,127007
2018-07-18;07:00;VIALE ERCOLE ;F;1;13,339357;38,166293
2018-07-17;11:30;VIALE MARGHERITA DI SAVOIA ;C;;13,336068;38,176288
2018-07-18;08:30;VIA DUCA DELLA VERDURA ;C;;13,352272;38,134353
2018-07-18;10:00;VIA MESSINA MARINE;F;1;13,427669;38,096531
2018-06-19;13:25;VIA AFRICA;C;;13,332345;38,154633
2018-07-18;13:00;VIA PARTANNA MONDELLO;F;1;13,30141;38,191997
2018-07-16;10:20;VIA BADIA;F;1;13,317274;38,138375
2018-07-16;11:00;VIA LA MASA GIUSEPPE ;C;;13,361975;38,125373
2018-07-17;12:05;VIALE PRINCIPE DI SCALEA ;C;;13,330743;38,196976
2018-07-18;00:15;VIALE REGIONE SICILIANA S.E.;F;2;13,336652;38,095576
2018-07-18;12:35;VIA UDITORE;F;1;13,325322;38,130365
2018-07-18;13:30;VIA LANZA DI SCALEA GIUSEPPE;F;2;13,308484;38,177463
2018-07-18;13:20;VIALE MARCHESE DI VILLABIANCA;F;1;13,350081;38,13825
2018-07-19;06:50;VIA MESSINA MONTAGNE ;F;1;13,430438;38,082902
2018-07-19;12:40;PIAZZA NOCE;F;1;13,333653;38,122193
2018-07-19;12:00;VIALE REGIONE SICILIANA S.E.;F;1;13,34228;38,091467
2018-07-19;13:15;VIA XIMENES ETTORE;F;1;13,357799;38,129624
2018-07-12;11:00;PIAZZA VITTORIO VENETO ;C;;13,34248;38,14567
2018-07-19;17:25;VIALE LEONARDO DA VINCI;F;1;13,320121;38,126898
2018-07-19;22:15;VIALE PAPA GIOVANNI XXIII;C;;13,361812;38,085133
2018-07-20;01:20;VIA MARGHERITO DA BRINDISI ;C;;13,346628;38,189175
2018-07-19;13:05;VIALE STRASBURGO;F;2;13,326225;38,157114
2018-07-18;10:10;VIA SERGIO PAPA I ;F;1;13,370705;38,153386
2018-07-19;07:55;VIA TURRISI NICOLO';F;1;13,352469;38,120134
2018-07-19;08:30;VIA MESSINA MARINE ;F;1;13,390227;38,104571
2018-07-20;14:00;VIA JUVARA ALOISIO ;F;1;13,361502;38,139131
2018-07-20;16:15;VIA CORSELLI;F;1;13,430473;38,091887
2018-07-20;18:10;VIA CASTELLANA ;F;1;13,289848;38,125831
2018-07-21;02:05;VIA DI BLASI E. GIOVANNI;F;1;13,344253;38,139557
2018-07-21;03:25;VIA LEOPARDI GIACOMO;F;2;13,345496;38,134898
2018-07-21;08:30;VIA NOCE ;F;1;13,338476;38,120285
2018-07-21;12:00;CORSO CALATAFIMI ;C;;13,33586;38,10534
2018-07-21;14:00;VIA ERICE;F;2;13,289813;38,129012
2018-07-21;11:45;VIA PECORAINO FILIPPO;C;;13,402485;38,093907
2018-07-21;23:10;VIA SCIUTI GIUSEPPE ;F;3;13,343428;38,132451
2018-07-22;02:45;PIAZZA CAPONNETTO ANTONINO;F;2;13,357839;38,135025
2018-07-22;09:30;PIAZZA STURZO LUIGI;F;1;13,357772;38,126622
2018-07-22;01:00;VIA PASOLINI PIER PAOLO;C;;13,350324;38,116702
2018-07-22;11:40;VIA CRUILLAS ;F;1;13,327521;38,140458
2018-07-21;08:30;V. CROCIFISSO A PIETRATAGLIATA ;C;;13,326045;38,10292
2018-07-22;16:20;VIALE STRASBURGO;F;1;13,326225;38,157114
2018-07-23;01:15;VIALE MARGHERITA DI SAVOIA;F;2;13,334042;38,182743
2018-07-23;02:35;VIA RAMPOLLA MARIANO CARDINALE ;C;;13,36542;38,148759
2018-07-21;04:00;VIA CALA ;C;;13,367103;38,118896
2018-07-23;03:00;VIA DEL BERSAGLIERE ;C;;13,343249;38,146088
2018-07-18;18:00;VIALE GALATEA ;C;;13,31895;38,19857
2018-07-23;09:00;VIA TURRISI NICOLO';C;;13,352469;38,120134
2018-07-23;09:00;VIA TURRISI NICOLO';C;;13,352469;38,120134
2018-06-19;11:00;PZZA ORLANDO VITTORIO EMANUELE;C;;13,350968;38,119353
2018-07-15;00:25;VIA ROMA;C;;13,359885;38,123145
2018-07-17;10:00;VIALE ERCOLE;F;1;13,341083;38,160635
2018-07-19;16:10;VIA ROMA;F;1;13,359906;38,123112
2018-07-19;17:58;VIALE REGIONE SICILIANA S.E. ;C;;13,336003;38,0964
2018-07-20;08:00;VIA RE FEDERICO;C;;13,347397;38,120827
2018-07-20;10:45;VIA DODICI GENNAIO;F;1;13,353354;38,125546
2018-07-20;12:15;PZZA ORLANDO VITTORIO EMANUELE;F;1;13,350968;38,119353
2018-07-22;03:30;VIA BASILE ERNESTO;F;1;13,346665;38,099414
2018-07-20;20:00;VIA GAGINI ANTONIO;F;1;13,362062;38,120377
2018-07-23;14:50;VIA LI BASSI GIUSEPPE;C;;13,353024;38,100258
2018-07-23;16:30;VIA SAMMARTINO;F;2;13,349207;38,126197
2018-07-23;18:00;PIAZZA VILLENA;F;1;13,361463;38,115686
2018-07-23;18:40;VIA DE SALIBA ANTONIO ;F;1;13,33238;38,13287
2018-07-23;23:25;VIA BEATI PAOLI ;F;1;13,355497;38,116282
2018-07-23;23:30;VIA ARCHIMEDE ;M;;13,355298;38,129048
2018-07-24;09:50;CORSO ALBERTO AMEDEO ;C;;13,350791;38,117491
2018-07-24;10:00;VIA CALA ;F;2;13,368843;38,119098
2018-07-24;10:45;VIA DELL'ARSENALE;F;1;13,364078;38,135606
2018-07-24;10:10;VIA ORETO;F;1;13,371064;38,100854
2018-07-24;15:00;VIALE DELLA RESURREZIONE;F;2;13,322213;38,168662
2018-07-24;16:15;CORSO DEI MILLE ;F;2;13,418004;38,090017
2018-07-24;19:30;VIA EMILIANI GIUDICI PAOLO ;C;;13,364405;38,107878
2018-07-24;20:20;VIA LAUDICINA ANTONINO;F;1;13,411316;38,094621
2018-07-25;01:40;VIA GIAFAR EMIRO;F;1;13,387472;38,093656
2018-07-25;02:00;VIALE REGIONE SICILIANA ;F;2;13,329134;38,12695
2018-07-25;02:50;VIA PACINOTTI ANTONIO ;F;2;13,334882;38,129481
2018-07-25;08:00;VIALE DEL FANTE ;F;2;13,341724;38,150729
2018-07-25;08:45;VIA PITRE' GIUSEPPE;F;3;13,329716;38,11051
2018-07-25;08:30;VIA S.MARIA DI GESU';F;3;13,374065;38,090637
2018-07-24;12:00;VIA DAMIANI ALMEJDA ;C;;13,343952;38,130333
2018-07-23;08:00;VIALE REGIONE SICILIANA;C;;13,328838;38,116383
2018-07-25;14:15;PIAZZA CAPONNETTO ANTONINO;F;1;13,357839;38,135025
2018-07-22;00:00;VIA STREVA VINCENZO GEN. ;C;;13,352283;38,138842
2018-07-25;10:35;VIA CAVOUR CAMILLO ;C;;13,358598;38,121437
2018-07-24;11:20;VIALE STRASBURGO ;F;1;13,326225;38,157114
2018-07-25;15:15;VIA DELLA LIBERTA';F;1;13,345806;38,139638
2018-07-25;16:10;STRADELLA RISERVA REALE;F;1;13,3162;38,101229
2018-07-25;18:40;CORSO CALATAFIMI ;F;1;13,350613;38,111236
2018-07-25;23:50;VIA ALTOFONTE ;F;1;13,32314;38,07928
2018-07-26;00:30;VIALE REGIONE SICILIANA N.O. ;F;3;13,392424;38,087547
2018-07-26;07:40;VIALE CALTAGIRONE;R;;13,301936;38,128685
2018-07-26;11:00;VIALE GALATEA ;F;1;13,324507;38,201161
2018-07-26;12:20;P.ZZA PRINCIPE DI CAMPOREALE ;F;1;13,341644;38,119485
2018-07-26;13:20;VIA PALATUCCI GIOVANNI;F;2;13,33099;38,136121
2018-07-26;14:40;VIA STABILE MARIANO;F;2;13,358825;38,123443
2018-07-26;17:50;VIA GIAFAR EMIRO ;C;;13,387265;38,093531
2018-07-26;21:50;VIA CAVOUR CAMILLO;F;1;13,359609;38,121672
2018-07-23;07:50;VIA NOTARBARTOLO EMANUELE;C;;13,34437;38,132371
2018-07-27;07:50;PIAZZA STURZO LUIGI ;F;1;13,357932;38,126271
2018-07-26;21:00;VIALE LEONE ;C;;13,271928;38,197255
2018-07-08;18:00;VIA MORMINO IGNAZIO;R;;13,313407;38,175397
2018-07-27;13:30;VIA DEI QUARTIERI ;C;;13,328342;38,1626
2018-07-27;15:00;VIA CUSMANO GIACOMO;C;;13,34751;38,125563
2018-07-27;14:15;VIALE STRASBURGO ;F;1;13,326401;38,157088
2018-07-23;08:05;VIA LANZA DI SCALEA GIUSEPPE ;F;1;13,308561;38,183402
2018-07-23;17:00;VIALE MICHELANGELO ;C;;13,329656;38,139293
2018-07-24;12:30;VIA TRICOMI ERNESTO;C;;13,356797;38,101562
2018-07-27;14:00;VIALE REGIONE SICILIANA N.O.;C;;13,330063;38,144486
2018-07-27;17:15;VIA MARTURANO RUGGERO;F;1;13,361747;38,145968
2018-07-27;18:20;VIALE DELLE PALME;F;1;13,334141;38,195408
2018-07-27;22:35;VIALE MARGHERITA DI SAVOIA;F;1;13,334042;38,182743
2018-07-27;20:00;VIA RABIN ISAAC;F;1;13,357161;38,145617
2018-07-27;20:00;VIA MATTEI;F;5;13,32149;38,194658
2018-07-27;23:30;VIA CIACULLI;F;1;13,401948;38,078381
2018-07-28;04:45;VIA PARISIO CATALDO;F;2;13,33567;38,12534
2018-07-25;22:00;VIA ZABAN VITTORIO;C;;13,401971;38,091429
2018-07-28;09:00;VIA RESUTTANA;F;1;13,334651;38,153362
2018-07-28;11:00;VIA VITTORIO EMANUELE ;F;1;13,354541;38,112976
2018-07-28;09:50;CORSO CALATAFIMI;F;1;13,331593;38,103631
2018-07-28;12:30;VIALE AMEDEO D'AOSTA ;C;;13,385337;38,102811
2018-07-28;19:00;VIA DELLA LIBERTA';C;;13,348419;38,135818
2018-07-29;02:00;VIALE DIANA;C;;13,343996;38,157695
2018-07-29;04:10;VIA PRINCIPE DI BELMONTE;F;1;13,359714;38,124906
2018-07-29;04:50;VIA LANCIA DI BROLO DOMENICO;F;1;13,334937;38,125178
2018-07-29;10:30;VIA MARCONI GUGLIELMO;F;3;13,348794;38,125079
2018-07-30;02:45;VIALE LEONARDO DA VINCI ;C;;13,31336;38,12681
2018-07-28;11:00;VIALE REGINA ELENA;F;1;13,328542;38,19952
2018-07-30;06:55;VIALE DE GASPERI ALCIDE;F;1;13,332907;38,149068
2018-07-27;00:01;VIA SALINAS ANTONINO ;C;;13,34574;38,129764
2018-07-30;10:00;VIALE REGIONE SICILIANA N.O.;F;1;13,331056;38,140581
2018-07-30;11:00;VIA GAGINI ANTONIO;F;1;13,362062;38,120377
2018-07-30;12:30;VIA GARZILLI NICCOLO';F;2;13,352163;38,126372
2018-07-30;13:30;VIA ORETO;F;1;13,371064;38,100854
2018-07-30;18:00;VIA MATER DOLOROSA ;F;1;13,32994;38,173573
2018-07-30;20:30;VIA MADONIA VINCENZO;F;1;13,354866;38,098746
2018-07-31;01:00;VIA TERENZIO PUBLIO;F;4;13,278237;38,197768
2018-07-31;09:55;VIA COSTA GAETANO ;F;1;13,330383;38,085771
2018-07-31;14:30;VIA ERRANTE VINCENZO;F;1;13,364106;38,10744
2018-07-27;10:00;VIA SELINUNTE;C;;13,347352;38,124045
2018-07-26;11:00;VIA ROMA ;C;;13,363126;38,11729
2018-07-27;11:15;VIALE REGIONE SICILIANA;C;;13,329454;38,123844
2018-07-30;11:30;VIA S.LORENZO;F;2;13,318259;38,164892
2018-07-30;18:00;VIA PARTANNA MONDELLO;C;;13,30141;38,191997
2018-07-31;12:35;VIALE DEL FANTE ;C;;13,341724;38,150729
2018-07-31;16:40;PIAZZA GIULIO CESARE ;F;2;13,366067;38,110616
2018-07-31;17:00;VIA ORETO ;F;2;13,370371;38,101256
2018-08-01;00:15;VIALE ERCOLE;F;2;13,341083;38,160635
2018-08-01;06:00;VIA CONCERIA ;C;;13,330101;38,140483
2018-08-01;07:35;VIALE LEONARDO DA VINCI;F;2;13,318702;38,126828
2018-07-31;15:00;VIALE PRINCIPE DI SCALEA;F;1;13,326223;38,200771
2018-08-01;15:15;VIALE REGINA ELENA ;R;1;13,325709;38,202929
2018-07-30;14:00;VIALE REGIONE SICILIANA S.E. ;F;1;13,333833;38,09816
2018-08-01;15:45;VIA AURISPA GIOVANNI ;F;1;13,340115;38,126386
2018-08-01;17:45;CORSO CALATAFIMI ;F;1;13,32988;38,102907
2018-08-01;21:20;VIA CESAREO GIOVANNI ALFREDO ;F;3;13,343349;38,136089
2018-08-02;09:30;CORSO CALATAFIMI ;F;1;13,31839;38,098093
2018-08-02;10:30;VIALE LEONARDO DA VINCI ;F;2;13,323024;38,127027
2018-08-02;11:40;VIA DAIDONE ;F;1;13,339584;38,135945
2018-08-01;16:50;CORSO TUKORY ;F;2;13,357923;38,108513
2018-08-02;13:00;VIA CHINNICI DOMENICO GEN. ;F;1;13,320402;38,100683
2018-08-02;13:00;VIALE REGIONE SICILIANA ;F;1;13,328963;38,122418
2018-08-02;16:00;VIA PREZZOLINI GIUSEPPE ;F;1;13,325104;38,158022
2018-08-02;19:40;VIALE REGIONE SICILIANA N.O. ;C;;13,329748;38,12877
2018-08-02;22:45;FDO MARINO ;C;;13,366818;38,164752
2018-08-03;02:30;VIA DELL'AUTONOMIA SICILIANA ;C;;13,355067;38,142515
2018-08-02;13:40;VIALE CALTAGIRONE ;C;;13,301958;38,12912
2018-07-29;12:00;CORSO CALATAFIMI ;C;;13,351355;38,111713
2018-07-26;12:50;VIA ROMA ;F;1;13,361411;38,121253
2018-08-03;09:00;VIA CROCIFERI ;F;1;13,33799;38,121605
2018-08-03;13:50;VIALE MICHELANGELO ;F;1;13,309009;38,132988
2018-08-03;13:10;VIALE DE GASPERI ALCIDE ;F;1;13,332207;38,148809
2018-08-03;14:00;CORSO PISANI PIETRO ;F;1;13,348199;38,107434
2018-07-27;14:30;VIA MESSINA MARINE ;C;;13,424022;38,096711
2018-08-03;13:50;VIA ALFIERI VITTORIO ;F;1;13,344826;38,138115
2018-08-03;20:20;LUNGOMARE COLOMBO CRISTOFORO ;F;1;13,351653;38,18863
2018-08-03;23:00;VIA MONTEPELLEGRINO ;F;3;13,358202;38,138974
2018-08-04;08:10;VIA PIANO DELL'UCCIARDONE ;C;;13,359689;38,132012
2018-08-04;09:45;VIALE LAZIO ;F;1;13,335072;38,14117
2018-08-04;15:20;VIALE REGIONE SICILIANA S.E. ;C;;13,336028;38,095788
2018-08-04;18:50;VIA CASTELFORTE ;F;1;13,326435;38,174623
2018-08-04;17:20;VIALE REGIONE SICILIANA S.E. ;F;2;13,384181;38,089777
2018-08-04;23:40;VIA ARCHIMEDE ;C;;13,35669;38,129503
2018-08-05;05:00;VIA DANTE ;C;;13,350285;38,123753
2018-08-05;13:45;VIA SERGIO PAPA I ;C;;13,370439;38,151565
2018-08-04;03:00;CORSO DEI MILLE ;F;2;13,39939;38,096043
2018-08-06;08:45;VIALE REGIONE SICILIANA N.O. ;F;2;13,328659;38,119413
2018-08-06;08:25;VIA SAMMARTINO ;C;;13,350576;38,123644
2018-08-03;12:00;VIA GOETHE ;F;2;13,350923;38,12034
2018-08-03;16:10;VIA DUCA DELLA VERDURA ;F;1;13,352317;38,134302
2018-08-04;12:30;VIALE DE GASPERI ALCIDE ;C;;13,336038;38,150009
2018-08-05;12:10;VIA PELLICO SILVIO ;F;1;13,345299;38,115495
2018-08-07;08:00;FORO UMBERTO I ;C;;13,376176;38,115131
2018-08-06;18:15;VIALE STRASBURGO ;C;;13,329176;38,154964
2018-08-07;11:00;VIA SCIUTI GIUSEPPE ;F;1;13,338828;38,140044
2018-08-07;11:00;VIA PECORAINO FILIPPO ;F;2;13,397051;38,095654
2018-08-07;16:00;VIALE DIANA ;C;;13,343996;38,157695
2018-08-07;23:55;FORO UMBERTO I ;F;2;13,376671;38,114496
2018-08-07;18:10;VIA CRISPI FRANCESCO ;C;;13,360234;38,130247
2018-08-08;07:00;VIA MESSINA MARINE ;C;;13,420769;38,096923
2018-08-03;16:10;VIA BISAZZA FELICE ;F;2;13,337596;38,124617
2018-08-08;08:10;VIA MARCHESE DI ROCCAFORTE ;F;1;13,345956;38,144051
