ID,TipoPersona,Sesso,TipoLesione
3624950,Conducente,F,Illeso
3624951,Conducente,M,Illeso
3624951,Conducente,M,Illeso
3624956,Conducente,M,Illeso
3624956,Conducente,M,Illeso
3624956,Passeggero,F,Illeso
3624960,Conducente,M,Illeso
3624960,Conducente,M,Rimandato
3624962,Conducente,M,Illeso
3624962,Conducente,M,Illeso
3624962,Passeggero,F,Illeso
3624963,Conducente,F,Illeso
3624963,Passeggero,F,Illeso
3624963,Conducente,M,Illeso
3624968,Conducente,M,Illeso
3624968,Conducente,M,Rimandato
3624969,Conducente,M,Illeso
3624969,Passeggero,F,Illeso
3624969,Conducente,M,Rimandato
3624969,Passeggero,F,Rimandato
3624974,Conducente,M,Illeso
3624974,Passeggero,F,Illeso
3624974,Conducente,F,Illeso
3624977,Conducente,M,Illeso
3624980,Conducente,M,Illeso
3624980,Conducente,M,Ricoverato
3624980,Passeggero,F,Rimandato
3624987,Conducente,M,Illeso
3624987,Conducente,M,Illeso
3624988,Conducente,M,Illeso
3624988,Passeggero,F,Illeso
3624988,Conducente,M,Illeso
3624988,Passeggero,M,Illeso
3624988,Passeggero,M,Illeso
3624993,Conducente,M,Illeso
3624993,Conducente,M,Illeso
3624997,Conducente,M,Illeso
3624997,Passeggero,F,Illeso
3624997,Conducente,F,Illeso
3625004,Conducente,M,Illeso
3625018,Conducente,F,Illeso
3625018,Passeggero,M,Illeso
3625018,Conducente,M,Illeso
3625018,Passeggero,F,Illeso
3625022,Conducente,M,Illeso
3625022,Passeggero,F,Illeso
3625022,Conducente,M,Illeso
3625022,Passeggero,M,Illeso
3625025,Conducente,M,Illeso
3625025,Conducente,M,Illeso
3625025,Passeggero,M,Illeso
3625040,Conducente,M,Illeso
3625040,Passeggero,F,Illeso
3625040,Conducente,M,Illeso
3625052,Conducente,M,Illeso
3625072,Conducente,M,Illeso
3625072,Passeggero,M,Illeso
3625072,Passeggero,M,Illeso
3625072,Conducente,M,Illeso
3625085,Conducente,M,Illeso
3625085,Passeggero,M,Illeso
3625085,Conducente,M,Illeso
3625091,Conducente,M,Illeso
3625099,Conducente,M,Illeso
3625103,Pedone,M,Ricoverato
3625103,Pedone,M,Ricoverato
3625103,Conducente,M,Illeso
3625114,Conducente,M,Illeso
3625114,Passeggero,F,Illeso
3625114,Passeggero,F,Illeso
3625114,Conducente,M,Illeso
3625122,Conducente,M,Illeso
3625122,Conducente,M,Rifiuta cure immediate
3625127,Conducente,F,Illeso
3625127,Conducente,M,Illeso
3625127,Passeggero,F,Rimandato
3625191,Conducente,M,Illeso
3625191,Passeggero,F,Illeso
3625191,Conducente,M,Rimandato
3625202,Conducente,M,Illeso
3625202,Passeggero,F,Illeso
3625202,Passeggero,F,Illeso
3625202,Passeggero,F,Illeso
3625202,Conducente,M,Illeso
3625205,Conducente,M,Illeso
3625205,Conducente,F,Rimandato
3625205,Passeggero,F,Rimandato
3625234,Conducente,M,Illeso
3625246,Conducente,F,Illeso
3625246,Passeggero,F,Illeso
3625246,Passeggero,F,Illeso
3625246,Passeggero,F,Illeso
3625246,Conducente,F,Ricoverato
3625285,Conducente,M,Illeso
3625285,Conducente,M,Illeso
3625285,Passeggero,F,Illeso
3625285,Conducente,M,Illeso
3625285,Conducente,F,Illeso
3625285,Passeggero,M,Illeso
3625308,Conducente,M,Illeso
3625308,Conducente,M,Rimandato
3625328,Conducente,M,Illeso
3625466,Conducente,M,Illeso
3625478,Conducente,M,Illeso
3625478,Conducente,M,Illeso
3625515,Conducente,M,Illeso
3625515,Passeggero,M,Illeso
3625515,Conducente,M,Illeso
3625552,Conducente,M,Illeso
3625552,Conducente,F,Illeso
3625552,Passeggero,F,Illeso
3625552,Passeggero,F,Illeso
3625558,Conducente,M,Illeso
3625558,Passeggero,F,Illeso
3625558,Conducente,F,Illeso
3625558,Passeggero,F,Illeso
3625558,Conducente,M,Illeso
3625558,Conducente,M,Illeso
3625592,Conducente,M,Illeso
3625592,Passeggero,F,Illeso
3625592,Passeggero,M,Illeso
3625592,Conducente,M,Rimandato
3625634,Conducente,M,Illeso
3625634,Conducente,M,Illeso
3625645,Pedone,M,Rimandato
3625645,Conducente,M,Illeso
3625655,Conducente,M,Illeso
3625655,Conducente,M,Illeso
3625655,Passeggero,M,Illeso
3625667,Conducente,M,Illeso
3625667,Passeggero,M,Illeso
3625667,Conducente,M,Illeso
3625775,Conducente,M,Illeso
3625775,Passeggero,F,Illeso
3625775,Passeggero,F,Illeso
3625775,Passeggero,M,Illeso
3625775,Conducente,M,Illeso
3625778,Conducente,M,Illeso
3625778,Conducente,M,Illeso
3625778,Conducente,F,Illeso
3625778,Conducente,M,Rimandato
3625799,Conducente,M,Illeso
3625799,Passeggero,M,Rimandato
3625799,Passeggero,F,Illeso
3625799,Conducente,M,Illeso
3625807,Conducente,M,Illeso
3625807,Passeggero,F,Illeso
3625807,Conducente,M,Illeso
3625821,Conducente,M,Illeso
3625821,Conducente,F,Rimandato
3625822,Conducente,F,Illeso
3625822,Conducente,F,Illeso
3625822,Passeggero,F,Illeso
3625822,Passeggero,F,Illeso
3625824,Pedone,F,Rifiuta cure immediate
