ID,Via,Coordinate,Fondo Stradale,Pavimentazione,Illuminazione,Data,Ora,Tipo,Meteo,Visibilita,N. Illesi,N. Feriti,N. Prognosi Riservata,N. Deceduti
3621540,VIA ENRICO DELL'ACQUA,"(41.86544,12.65032)",Bagnato (umidit? in atto),Asfaltata,Sufficiente,01/01/2018,02:00,Scontro frontale/laterale SX fra veicoli in marcia,Nuvoloso,Buona,3,0,0,0
3621622,VIA DI TOR VERGATA,"(41.83425,12.61964)",Asciutto,Asfaltata,Sufficiente,01/01/2018,01:15,Scontro frontale fra veicoli in marcia,Sereno,Sufficiente,2,2,0,0
3621640,VIA DI DRAGONE,"(41.78343,12.33258)",Asciutto,Con buche,Insufficiente,01/01/2018,04:30,Veicolo in marcia contro ostacolo accidentale,Sereno,Buona,2,0,0,0
3621646,PIAZZA CESARIO CONSOLE,"(41.72738,12.28571)",Asciutto,Asfaltata,Insufficiente,01/01/2018,01:50,Scontro frontale/laterale DX fra veicoli in marcia,Sereno,Buona,4,0,0,0
3621750,VIALE DELLE GARDENIE,"(41.88587,12.56439)",Bagnato (umidit? in atto),Asfaltata,Sufficiente,01/01/2018,00:30,Scontro frontale/laterale DX fra veicoli in marcia,Nuvoloso,Sufficiente,1,3,0,0
3621850,VIA DEL MARE,"(41.84026,12.46323)",Asciutto,Asfaltata,Ore Diurne,01/01/2018,10:15,Veicolo in marcia contro ostacolo fisso,Sereno,Buona,0,1,0,0
3622030,VIA PRENESTINA,"(41.88956,12.68998)",Bagnato (pioggia),Asfaltata,Ore Diurne,01/01/2018,12:00,Scontro frontale fra veicoli in marcia,Pioggia in atto,Buona,3,0,0,0
3622032,VIA CASILINA,"(41.86376,12.66257)",Asciutto,Asfaltata,Sufficiente,01/01/2018,07:00,Scontro frontale fra veicoli in marcia,Nuvoloso,Buona,2,2,0,0
3622033,VIA DI FONTANA CANDIDA,"(41.85938,12.6892)",Bagnato (pioggia),Asfaltata,Ore Diurne,01/01/2018,10:00,Scontro laterale fra veicoli in marcia,Nuvoloso,Buona,3,1,0,0
3622269,VIA QUIRINO MAJORANA,"(41.86827,12.46223)",Bagnato (pioggia),Asfaltata,Ore Diurne,01/01/2018,07:30,Scontro frontale/laterale DX fra veicoli in marcia,Nuvoloso,Buona,1,1,0,0
3622279,VIALE GIUSEPPE SIRTORI,"(41.85556,12.44856)",Bagnato (umidit? in atto),Asfaltata,Ore Diurne,01/01/2018,13:30,Scontro frontale/laterale DX fra veicoli in marcia,Nuvoloso,Buona,2,0,0,0
3622293,VIA CRISTOFORO COLOMBO,"(41.8602,12.49801)",Bagnato (pioggia),Asfaltata,Ore Diurne,01/01/2018,11:45,Scontro frontale/laterale DX fra veicoli in marcia,Nuvoloso,Buona,4,0,0,0
3622299,LUNGOTEVERE DELLA FARNESINA,"(41.89254,12.46948)",Bagnato (pioggia),Asfaltata,Sufficiente,01/01/2018,06:30,Veicolo in marcia contro veicoli in sosta,Nuvoloso,Buona,1,0,0,0
3622302,VIA DEL SERAFICO,"(41.82971,12.48473)",Bagnato (umidit? in atto),Asfaltata,Ore Diurne,01/01/2018,07:10,Veicolo in marcia contro veicolo in sosta,Nuvoloso,Sufficiente,1,0,0,0
3622303,CORSO DI FRANCIA,"(41.93671,12.47168)",Bagnato (pioggia),Asfaltata,Ore Diurne,01/01/2018,09:50,Tamponamento,Pioggia in atto,Buona,2,0,0,0
3622308,VIA SARSINA,"(41.79613,12.40619)",Bagnato (pioggia),Strada pavimentata dissestata,Sufficiente,02/01/2018,00:45,Scontro frontale fra veicoli in marcia,Nuvoloso,Buona,4,0,0,0
3622312,VIA LUCHINO DAL VERME,"(41.88877,12.53573)",Bagnato (umidit? in atto),Asfaltata,Ore Diurne,01/01/2018,07:45,Veicolo in marcia contro veicoli in sosta,Nuvoloso,Buona,2,0,0,0
3622313,VIA DI GROTTA PERFETTA,"(41.84673,12.48875)",Bagnato (pioggia),Asfaltata,Ore Diurne,01/01/2018,11:00,Scontro frontale/laterale SX fra veicoli in marcia,Sereno,Buona,3,0,0,0
3622328,VIA DI MACCHIA PALOCCO,"(,)",,,,01/01/2018,04:12,Veicolo in marcia contro ostacolo accidentale,,,1,0,0,0
3622329,VIA DEL FORNETTO,"(41.87141,12.46376)",Bagnato (pioggia),Asfaltata,Ore Diurne,01/01/2018,18:00,Veicolo in marcia contro veicolo in sosta,Nuvoloso,Buona,2,0,0,0
3622336,VIA MARMORATA,"(41.87872,12.47916)",Bagnato (umidit? in atto),Lastricata,Sufficiente,01/01/2018,02:05,Veicolo in marcia contro ostacolo fisso,Nuvoloso,Sufficiente,2,0,0,0
3622354,VIA DELLA CAMILLUCCIA,"(41.93285,12.44422)",Asciutto,Asfaltata,Sufficiente,01/01/2018,02:40,Tamponamento,Sereno,Buona,3,0,0,0
3622358,VIALE PALMIRO TOGLIATTI,"(41.85519,12.57139)",Bagnato (pioggia),Asfaltata,Sufficiente,01/01/2018,05:00,Veicolo in marcia contro veicoli in sosta,Nuvoloso,Sufficiente,2,0,0,0
3622361,VIALE PALMIRO TOGLIATTI,"(41.87821,12.57275)",Bagnato (umidit? in atto),Asfaltata,Sufficiente,01/01/2018,19:00,Veicolo in marcia contro ostacolo fisso,Nuvoloso,Buona,0,1,0,0
3622366,VIALE GIUSEPPE MAZZINI,"(41.91667,12.46453)",Bagnato (umidit? in atto),Asfaltata,Insufficiente,01/01/2018,03:00,Veicolo in marcia contro ostacolo fisso,Nuvoloso,Sufficiente,1,0,0,0
3622369,VIA DI CIAMPINO,"(41.80938,12.58335)",Bagnato (pioggia),Asfaltata,Sufficiente,01/01/2018,05:30,Fuoriuscita dalla sede stradale,Nuvoloso,Sufficiente,2,0,0,0
3622388,VIA TUSCOLANA,"(41.8554,12.56467)",Bagnato (umidit? in atto),Asfaltata,Sufficiente,01/01/2018,18:00,Scontro frontale fra veicoli in marcia,Nuvoloso,Sufficiente,4,0,0,0
3622407,PIAZZA RAGUSA,"(,)",,,,01/01/2018,19:30,Veicolo in marcia contro ostacolo accidentale,,,1,0,0,0
3622429,CORSO D'ITALIA,"(41.91087,12.49713)",Bagnato (umidit? in atto),Asfaltata,Sufficiente,01/01/2018,03:45,Veicolo in marcia contro veicoli in sosta,Nuvoloso,Sufficiente,1,0,0,0
3622430,VIA DI CASTEL FUSANO,"(41.7478,12.31099)",Asciutto,Asfaltata,Ore Diurne,02/01/2018,,Investimento di pedone,Sereno,Buona,2,1,0,0
3622438,PIAZZALE FLAMINIO,"(41.91146,12.47517)",Bagnato (umidit? in atto),Asfaltata,Ore Diurne,01/01/2018,06:00,Tamponamento Multiplo,Nuvoloso,Sufficiente,3,0,0,0
3622444,LUNGOTEVERE ARNALDO DA BRESCIA,"(41.91448,12.47165)",Asciutto,Asfaltata,Sufficiente,01/01/2018,03:00,Tamponamento,Sereno,Sufficiente,3,0,0,0
3622462,LARGO GIOVANNI XXIII,"(41.90212,12.46437)",Bagnato (umidit? in atto),Asfaltata,Sufficiente,01/01/2018,22:45,Scontro laterale fra veicoli in marcia,Sereno,Buona,2,0,0,0
3622467,VIA DI TORREVECCHIA,"(41.92332,12.41223)",Asciutto,Asfaltata,Sufficiente,01/01/2018,02:45,Scontro frontale/laterale DX fra veicoli in marcia,Sereno,Buona,8,0,0,0
3622479,VIALE ALESSANDRINO,"(41.87384,12.58077)",Bagnato (pioggia),Asfaltata,Sufficiente,01/01/2018,19:45,Investimento di pedone,Nuvoloso,Buona,1,1,0,0
3622487,VIALE PALMIRO TOGLIATTI,"(41.88718,12.57334)",Asciutto,Asfaltata,Ore Diurne,01/01/2018,14:40,Veicolo in marcia contro ostacolo fisso,Sereno,Buona,1,0,0,0
3622495,VIA PIETRO BEMBO,"(41.91666,12.41096)",Asciutto,Asfaltata,Sufficiente,01/01/2018,19:30,Scontro frontale/laterale DX fra veicoli in marcia,Sereno,Buona,1,2,0,0
3622508,VIA GIUSEPPE GIOACHINO BELLI,"(41.90765,12.47189)",Bagnato (pioggia),In cubetti di porfido,Sufficiente,01/01/2018,17:00,Infortunio per sola frenata improvvisa,Nuvoloso,Sufficiente,1,0,0,0
3622528,VIALE PALMIRO TOGLIATTI,"(41.88718,12.57334)",Bagnato (pioggia),Asfaltata,Sufficiente,02/01/2018,02:30,Scontro frontale/laterale DX fra veicoli in marcia,Nuvoloso,Buona,2,0,0,0
3622537,VIA TIBURTINA,"(41.90908,12.54635)",Bagnato (umidit? in atto),Asfaltata,Ore Diurne,01/01/2018,13:25,Infortunio per sola frenata improvvisa,Nuvoloso,Buona,2,1,0,0
3622541,VIA MACERATA,"(41.88995,12.52653)",Asciutto,Asfaltata,Sufficiente,01/01/2018,02:40,Veicolo in marcia contro veicoli in sosta,Nuvoloso,Buona,2,0,0,0
3622543,PIAZZA DI S. GIOVANNI IN LATERANO,"(41.88687,12.50672)",Asciutto,Asfaltata,Sufficiente,01/01/2018,01:25,Scontro laterale fra veicoli in marcia,Sereno,Sufficiente,6,0,0,0
3622552,VIA NOMENTANA,"(41.94228,12.55482)",Asciutto,Asfaltata,Sufficiente,01/01/2018,04:00,Veicolo in marcia contro veicolo in sosta,Sereno,Buona,0,1,0,0
3622554,VIA NOMENTANA,"(41.92458,12.52175)",Asciutto,Asfaltata,Ore Diurne,02/01/2018,08:45,Scontro laterale fra veicoli in marcia,Nuvoloso,Buona,1,1,0,0
3622557,VIA DEI MONTI TIBURTINI,"(41.91789,12.54063)",Bagnato (umidit? in atto),Asfaltata,Sufficiente,01/01/2018,17:15,Tamponamento Multiplo,Nuvoloso,Buona,3,2,0,0
3622565,VIA DONATO MENICHELLA,"(41.94749,12.5867)",Bagnato (pioggia),Asfaltata,Sufficiente,01/01/2018,23:30,Scontro frontale/laterale DX fra veicoli in marcia,Nuvoloso,Buona,3,0,0,0
3622586,VIA LABICANA,"(41.88979,12.49873)",Bagnato (umidit? in atto),Asfaltata,Sufficiente,01/01/2018,05:35,Ribaltamento senza urto contro ostacolo fisso,Sereno,Sufficiente,2,0,0,0
3622588,VIA ENNIO BONIFAZI,"(41.90598,12.41645)",Bagnato (umidit? in atto),Asfaltata,Ore Diurne,01/01/2018,11:40,Ribaltamento senza urto contro ostacolo fisso,Nuvoloso,Buona,4,1,0,0
3622592,VIA MARMORATA,"(41.87981,12.4784)",Asciutto,Asfaltata,Sufficiente,01/01/2018,02:15,Tamponamento,Sereno,Buona,0,1,0,0
3622593,VIA DI BOCCEA,"(41.90332,12.41104)",Bagnato (pioggia),Asfaltata,Ore Diurne,01/01/2018,10:30,Veicolo in marcia contro veicolo in sosta,Pioggia in atto,Buona,0,1,0,0
3622600,VIA PRENESTINA,"(41.89134,12.52801)",Asciutto,Asfaltata,Sufficiente,01/01/2018,05:10,Scontro frontale/laterale SX fra veicoli in marcia,Sereno,Sufficiente,1,2,0,0
3622612,VIA DI MALAGROTTA,"(,)",,,,01/01/2018,07:00,Veicolo in marcia contro ostacolo fisso,,,1,0,0,0
3622613,CIRCONVALLAZIONE GIANICOLENSE,"(41.8731,12.46354)",Bagnato (pioggia),Asfaltata,Ore Diurne,01/01/2018,07:30,Veicolo in marcia contro veicolo in sosta,Pioggia in atto,Buona,1,0,0,0
3622617,LUNGOTEVERE DEI MELLINI,"(41.90696,12.47328)",Asciutto,Asfaltata,Sufficiente,01/01/2018,02:35,Tamponamento,Sereno,Sufficiente,4,0,0,0
3622618,VIA DELLA MAGLIANELLA,"(41.90275,12.38109)",Bagnato (pioggia),Asfaltata,Sufficiente,01/01/2018,05:30,Veicolo in marcia contro ostacolo fisso,Nuvoloso,Buona,1,0,0,0
3622620,VIA PIETRO GASPARRI,"(41.92156,12.41455)",Asciutto,Asfaltata,Sufficiente,01/01/2018,16:35,Veicolo in marcia contro veicolo fermo,Sereno,Sufficiente,2,1,0,0
3622623,VIA DELLA MAGLIANELLA,"(41.90275,12.38109)",Bagnato (pioggia),Asfaltata,Sufficiente,01/01/2018,06:15,Veicolo in marcia contro veicolo fermo,Nuvoloso,Sufficiente,3,0,0,0
3622626,VIA PORTUENSE,"(41.84099,12.39086)",Bagnato (umidit? in atto),Asfaltata,Ore Diurne,01/01/2018,07:30,Veicolo in marcia contro ostacolo fisso,Pioggia in atto,Buona,1,0,0,0
3622632,VIA DELLA CESARINA,"(41.95905,12.5839)",Bagnato (umidit? in atto),Asfaltata,Inesistente,01/01/2018,21:20,Veicolo in marcia contro ostacolo accidentale,Nuvoloso,Insufficiente,2,0,0,0
3622654,PIAZZA BARBERINI,"(41.90408,12.48933)",Bagnato (umidit? in atto),Asfaltata,Sufficiente,01/01/2018,17:15,Tamponamento,Nuvoloso,Buona,7,0,0,0
3622655,VIA DELLA CESARINA,"(41.97559,12.58552)",Bagnato (umidit? in atto),Asfaltata,Inesistente,01/01/2018,21:30,Veicolo in marcia contro ostacolo accidentale,Nuvoloso,Insufficiente,5,0,0,0
3622657,PIAZZA DI S. PANCRAZIO,"(41.8847,12.45543)",Bagnato (umidit? in atto),Asfaltata,Sufficiente,01/01/2018,21:30,Scontro frontale/laterale DX fra veicoli in marcia,Nuvoloso,Buona,2,0,0,0
3622663,VIA SEBINO,"(41.92207,12.50576)",Bagnato (umidit? in atto),Asfaltata,Ore Diurne,02/01/2018,10:35,Investimento di pedone,Sereno,Buona,1,1,0,0
3622672,VIA DEL FORTE BOCCEA,"(41.90524,12.42057)",Bagnato (pioggia),Asfaltata,Ore Diurne,02/01/2018,10:30,Scontro laterale fra veicoli in marcia,Sereno,Buona,1,1,0,0
3622692,PONTE GARIBALDI,"(41.89044,12.47432)",Bagnato (pioggia),Asfaltata,Sufficiente,01/01/2018,17:50,Veicolo in marcia contro veicolo fermo,Nuvoloso,Buona,5,0,0,0
3622733,GALLERIA GIOVANNI XXIII,"(41.9395,12.45458)",Asciutto,Asfaltata,Sufficiente,02/01/2018,05:30,Scontro laterale fra veicoli in marcia,Nuvoloso,Sufficiente,1,0,0,0
3622785,VIA VINCENZO TOMASSINI,"(41.92776,12.41355)",Bagnato (pioggia),Asfaltata,Ore Diurne,02/01/2018,07:35,Scontro frontale/laterale SX fra veicoli in marcia,Nuvoloso,Buona,2,1,0,0
3622825,VIALE DELLE MEDAGLIE D'ORO,"(41.91507,12.44276)",Asciutto,Asfaltata,Ore Diurne,02/01/2018,08:45,Tamponamento,Sereno,Buona,2,0,0,0
3622914,VIALE VATICANO,"(41.90426,12.44868)",Bagnato (umidit? in atto),Asfaltata,Ore Diurne,02/01/2018,10:25,Scontro frontale/laterale SX fra veicoli in marcia,Sereno,Buona,1,1,0,0
3622950,SOTTOVIA IGNAZIO GUIDI,"(41.91036,12.49124)",Bagnato (umidit? in atto),Asfaltata,Ore Diurne,01/01/2018,15:40,Veicolo in marcia contro ostacolo fisso,Nuvoloso,Buona,2,0,0,0
3622966,VIALE BRUNO BUOZZI,"(41.92163,12.48509)",Bagnato (pioggia),Asfaltata,Ore Diurne,01/01/2018,07:00,Veicolo in marcia contro veicoli in sosta,Nuvoloso,Buona,1,0,0,0
3622981,VIA SALARIA,"(41.92623,12.50234)",Bagnato (pioggia),Asfaltata,Ore Diurne,01/01/2018,12:45,Scontro frontale/laterale DX fra veicoli in marcia,Nuvoloso,Buona,5,0,0,0
3623014,VIA UGO BARTOLOMEI,"(41.90962,12.44569)",Bagnato (umidit? in atto),Asfaltata,Ore Diurne,02/01/2018,12:30,Infortunio per sola frenata improvvisa,Sereno,Buona,1,1,0,0
3623088,VIA DEI MONTI DI PRIMAVALLE,"(41.90994,12.41313)",Asciutto,Asfaltata,Ore Diurne,02/01/2018,12:50,Scontro frontale/laterale SX fra veicoli in marcia,Sereno,Buona,1,1,0,0
3623169,VIA BARTOLO LONGO,"(41.93312,12.56857)",Asciutto,Asfaltata,Ore Diurne,02/01/2018,12:20,Scontro frontale/laterale SX fra veicoli in marcia,Sereno,Buona,3,5,0,0
3623190,NUOVA CIRCONVALLAZIONE INTERNA,"(41.92244,12.52751)",Asciutto,Asfaltata,Ore Diurne,02/01/2018,13:10,Veicolo in marcia contro ostacolo fisso,Sereno,Buona,0,1,0,0
3623197,VIA LUIGI RIZZO,"(41.90786,12.4441)",Asciutto,Asfaltata,Sufficiente,02/01/2018,16:50,Veicolo in marcia contro veicolo fermo,Sereno,Sufficiente,2,0,0,0
3623215,PIAZZA GREGORIO RONCA,"(41.73342,12.28665)",Bagnato (umidit? in atto),Asfaltata,Ore Diurne,02/01/2018,11:30,Investimento di pedone,Sereno,Sufficiente,1,1,0,0
3623232,VIA DI SAPONARA,"(41.76742,12.32766)",Asciutto,Asfaltata,Ore Diurne,02/01/2018,15:15,Scontro frontale/laterale SX fra veicoli in marcia,Sereno,Buona,3,0,0,0
3623315,VIA ROMOLO GIGLIOZZI,"(41.77784,12.43447)",Bagnato (umidit? in atto),Asfaltata,Inesistente,02/01/2018,19:45,Veicolo in marcia contro ostacolo accidentale,Sereno,Buona,4,0,0,0
3623543,VIA TUSCOLANA,"(41.88289,12.51449)",Asciutto,Asfaltata,Sufficiente,02/01/2018,19:00,Scontro frontale/laterale SX fra veicoli in marcia,Sereno,Buona,2,1,0,0
3623544,VIA TANCREDI CHIARALUCE,"(41.74707,12.27017)",Asciutto,Con buche,Insufficiente,02/01/2018,18:15,Veicolo in marcia contro ostacolo accidentale,Sereno,Sufficiente,4,0,0,0
3623545,PIAZZALE APPIO,"(41.88542,12.50956)",Asciutto,Asfaltata,Sufficiente,02/01/2018,18:45,Scontro laterale fra veicoli in marcia,Sereno,Buona,2,0,0,0
3623553,VIALE CASTRO PRETORIO,"(41.90638,12.50501)",Bagnato (pioggia),Con buche,Sufficiente,01/01/2018,20:40,Veicolo in marcia contro ostacolo accidentale,Nuvoloso,Buona,2,0,0,0
3623559,VIA TANCREDI CHIARALUCE,"(41.74707,12.27017)",Asciutto,Con buche,Insufficiente,02/01/2018,17:30,Veicolo in marcia contro ostacolo accidentale,Sereno,Sufficiente,2,0,0,0
3623561,VIA PORTUENSE,"(41.85025,12.42902)",Asciutto,Asfaltata,Ore Diurne,02/01/2018,14:00,Scontro laterale fra veicoli in marcia,Sereno,Buona,6,0,0,0
3623562,VIA MUSELLARO,"(41.90922,12.71241)",Asciutto,Asfaltata,Ore Diurne,02/01/2018,15:05,Veicolo in marcia contro veicolo in sosta,Sereno,Buona,2,0,0,0
3623564,VIA BALDO DEGLI UBALDI,"(41.89859,12.43243)",Asciutto,Asfaltata,Sufficiente,02/01/2018,19:00,Tamponamento Multiplo,Sereno,Sufficiente,2,2,0,0
3623568,VIA VIAGRANDE,"(41.8616,12.68162)",Asciutto,Asfaltata,Ore Diurne,02/01/2018,15:50,Tamponamento,Sereno,Buona,2,0,0,0
3623570,VIA PRENESTINA,"(41.8908,12.66542)",Asciutto,Asfaltata,Sufficiente,02/01/2018,17:50,Tamponamento Multiplo,Sereno,Sufficiente,4,1,0,0
3623571,VIA DELLE CAVE,"(41.87141,12.52844)",Asciutto,Asfaltata,Sufficiente,02/01/2018,19:55,Tamponamento,Sereno,Buona,2,0,0,0
3623572,VIA SALVIATI,"(41.90634,12.58251)",Asciutto,Asfaltata,Ore Diurne,02/01/2018,15:30,Investimento di pedone,Sereno,Buona,1,1,0,0
3623575,VIA SAN BIAGIO PLATANI,"(41.87369,12.64592)",Asciutto,Asfaltata,Sufficiente,02/01/2018,18:00,Scontro frontale/laterale SX fra veicoli in marcia,Sereno,Sufficiente,1,1,0,0
3623578,VIA DELLA RISERVA NUOVA,"(41.89541,12.68066)",Asciutto,Asfaltata,Sufficiente,02/01/2018,22:40,Veicolo in marcia contro veicolo in sosta,Sereno,Sufficiente,1,0,0,0
3623580,VIA GIOVANNI GIOLITTI,"(41.89597,12.50796)",Asciutto,Asfaltata,Ore Diurne,02/01/2018,11:00,Veicolo in marcia contro treno,Sereno,Buona,3,0,0,0
3623581,LUNGOTEVERE DELLA VITTORIA,"(41.92258,12.46206)",Asciutto,In conglomerato cementizio,Ore Diurne,02/01/2018,13:45,Ribaltamento senza urto contro ostacolo fisso,Sereno,Buona,0,1,0,0
3623583,VIA CASSIA NUOVA,"(41.95356,12.46491)",Asciutto,Asfaltata,Sufficiente,02/01/2018,19:40,Scontro frontale fra veicoli in marcia,Sereno,Sufficiente,2,1,0,0
3623585,VICOLO CESANENSE,"(42.09155,12.34697)",Bagnato (umidit? in atto),Asfaltata,Ore Diurne,02/01/2018,08:00,Scontro laterale fra veicoli in marcia,Nuvoloso,Buona,2,0,0,0
3623589,VIALE ANTONINO DI SAN GIULIANO,"(41.93712,12.4606)",Asciutto,Asfaltata,Ore Diurne,02/01/2018,15:10,Veicolo in marcia contro ostacolo fisso,Sereno,Buona,2,0,0,0
3623590,VIA DELLE VIGNE,"(41.84034,12.42197)",Asciutto,Asfaltata,Ore Diurne,02/01/2018,13:50,Scontro frontale/laterale DX fra veicoli in marcia,Sereno,Buona,2,0,0,0
3623596,VIA EMILIO LONGONI,"(41.89912,12.60345)",Asciutto,Asfaltata,Sufficiente,03/01/2018,00:15,Tamponamento,Sereno,Sufficiente,1,1,0,0
3623597,VIA PRENESTINA,"(41.8934,12.60973)",Asciutto,Asfaltata,Insufficiente,02/01/2018,17:45,Investimento di pedone,Sereno,Insufficiente,0,2,0,0
3623605,VIA DELLA MAGLIANA,"(41.83404,12.4243)",Bagnato (pioggia),Asfaltata,Inesistente,02/01/2018,19:15,Scontro frontale/laterale SX fra veicoli in marcia,Sereno,Insufficiente,1,2,0,0
3623606,VIA AOSTA,"(41.88308,12.51455)",Asciutto,Asfaltata,Sufficiente,02/01/2018,23:20,Investimento di pedone,Sereno,Sufficiente,1,1,0,0
3623612,VIA DI VALLE MURICANA,"(42.02268,12.46988)",Asciutto,Asfaltata,Ore Diurne,02/01/2018,17:15,Veicolo in marcia contro veicolo in sosta,Sereno,Buona,1,0,0,0
3623616,VIA TANCREDI CHIARALUCE,"(41.74707,12.27017)",Asciutto,Con buche,Insufficiente,02/01/2018,17:40,Veicolo in marcia contro ostacolo accidentale,Sereno,Sufficiente,2,0,0,0
3623619,VIA TIBURTINA,"(41.93407,12.60226)",Asciutto,Asfaltata,Sufficiente,02/01/2018,21:30,Scontro laterale fra veicoli in marcia,Sereno,Buona,5,1,0,0
3623624,VIALE CARMELO BENE,"(41.97382,12.53556)",Asciutto,Asfaltata,Ore Diurne,02/01/2018,15:30,Scontro laterale fra veicoli in marcia,Sereno,Sufficiente,1,2,0,0
3623634,VIA DEL TEATRO DI MARCELLO,"(41.89311,12.48123)",Asciutto,In cubetti di porfido,Ore Diurne,02/01/2018,13:15,Scontro laterale fra veicoli in marcia,Sereno,Buona,3,0,0,0
3623635,VIA DELLA MAGLIANA,"(41.83404,12.4243)",Asciutto,Asfaltata,Ore Diurne,02/01/2018,12:15,Tamponamento Multiplo,Sereno,Buona,6,2,0,0
3623637,VIA CLEMENTE XII,"(41.92137,12.42225)",Asciutto,Asfaltata,Ore Diurne,02/01/2018,16:45,Scontro frontale/laterale DX fra veicoli in marcia,Sereno,Buona,6,0,0,0
3623638,VIA TRIONFALE,"(41.94545,12.41773)",Asciutto,Asfaltata,Ore Diurne,02/01/2018,11:00,Scontro frontale/laterale SX fra veicoli in marcia,Sereno,Buona,3,1,0,0
3623641,CIRCONVALLAZIONE ORIENTALE,"(41.83016,12.58543)",Bagnato (umidit? in atto),Asfaltata,Ore Diurne,02/01/2018,09:10,Tamponamento Multiplo,Nuvoloso,Buona,3,0,0,0
3623643,VIALE GINO CERVI,"(41.96296,12.53237)",Asciutto,Asfaltata,Sufficiente,02/01/2018,19:00,Scontro laterale fra veicoli in marcia,Sereno,Sufficiente,4,0,0,0
3623647,VIALE BRUNO RIZZIERI,"(41.85263,12.58809)",Asciutto,Asfaltata,Sufficiente,02/01/2018,17:45,Scontro laterale fra veicoli in marcia,Sereno,Sufficiente,3,0,0,0
3623650,VIA ANTONIO DE CURTIS,"(41.95441,12.53337)",Asciutto,Asfaltata,Sufficiente,02/01/2018,22:10,Scontro laterale fra veicoli in marcia,Sereno,Buona,1,0,0,0
3623654,VIA DI CASAL DEL MARMO,"(41.93506,12.38251)",Asciutto,Asfaltata,Sufficiente,02/01/2018,19:40,Investimento di pedone,Sereno,Buona,1,0,1,0
3623656,VIA DI VERMICINO,"(41.82427,12.6442)",Asciutto,Asfaltata,Ore Diurne,02/01/2018,12:30,Investimento di pedone,Sereno,Buona,1,1,0,0
3623657,VIALE DELLA SERENISSIMA,"(41.90393,12.5575)",Asciutto,Asfaltata,Sufficiente,03/01/2018,00:15,Scontro laterale fra veicoli in marcia,Sereno,Sufficiente,1,1,0,0
3623670,VIALE APPIO CLAUDIO,"(41.83899,12.55474)",Asciutto,Asfaltata,Sufficiente,03/01/2018,03:00,Veicolo in marcia contro ostacolo fisso,Sereno,Buona,0,1,0,0
3623673,VIA PRENESTINA,"(41.89086,12.66874)",Asciutto,Asfaltata,Ore Diurne,03/01/2018,00:10,Ribaltamento senza urto contro ostacolo fisso,Sereno,Sufficiente,1,1,0,0
3623678,VIA ANGELO FAVA,"(41.94121,12.42497)",Asciutto,Asfaltata,Ore Diurne,02/01/2018,14:00,Scontro laterale fra veicoli in marcia,Sereno,Buona,2,0,0,0
3623683,VIA GIOVANNI BATTISTA DE ROSSI,"(41.91632,12.51721)",Bagnato (pioggia),Asfaltata,Sufficiente,01/01/2018,,Veicolo in marcia contro veicoli in sosta,Nuvoloso,Sufficiente,1,0,0,0
3623688,VIA DELLO SCALO DI SETTEBAGNI,"(42.00925,12.52055)",Asciutto,Asfaltata,Sufficiente,02/01/2018,18:00,Veicolo in marcia contro ostacolo fisso,Sereno,Buona,2,0,0,0
3623689,PIAZZALE UGO LA MALFA,"(41.88523,12.48501)",Asciutto,Asfaltata,Ore Diurne,02/01/2018,16:45,Scontro frontale/laterale DX fra veicoli in marcia,Sereno,Buona,5,1,0,0
3623695,PIAZZALE VALERIO MASSIMO,"(41.90581,12.52207)",Asciutto,Asfaltata,Sufficiente,01/01/2018,03:20,Scontro frontale/laterale DX fra veicoli in marcia,Sereno,Sufficiente,5,0,0,0
3623717,VIA ANDREA DORIA,"(41.9097,12.45197)",Asciutto,Asfaltata,Ore Diurne,03/01/2018,07:50,Scontro laterale fra veicoli in marcia,Sereno,Buona,2,1,0,0
3623755,VIA DEL MARE,"(41.84026,12.46323)",Bagnato (umidit? in atto),Asfaltata,Inesistente,02/01/2018,00:30,Scontro laterale fra veicoli in marcia,Sereno,Buona,1,1,0,0
3623763,VIA MONTE MASSICO,"(41.95047,12.52677)",Asciutto,Asfaltata,Sufficiente,02/01/2018,23:00,Scontro frontale/laterale SX fra veicoli in marcia,Sereno,Buona,3,1,0,0
3623772,PIAZZA SALERNO,"(41.9106,12.51296)",Asciutto,Asfaltata,Insufficiente,01/01/2018,04:50,Veicolo in marcia contro ostacolo fisso,Sereno,Sufficiente,1,0,0,0
3623783,VIA CRISTOFORO COLOMBO,"(41.78584,12.41155)",Asciutto,Asfaltata,Sufficiente,02/01/2018,18:30,Tamponamento Multiplo,Sereno,Buona,3,0,0,0
3623807,Tang Est dir San Giovanni,"(41.90798,12.53123)",Asciutto,Asfaltata,Sufficiente,01/01/2018,03:30,Veicolo in marcia contro ostacolo fisso,Sereno,Sufficiente,1,0,0,0
3623811,VIA COLLATINA,"(41.89634,12.56283)",Asciutto,Asfaltata,Ore Diurne,03/01/2018,08:45,Scontro frontale/laterale SX fra veicoli in marcia,Sereno,Buona,2,0,0,0
3623820,PIAZZALE DEL VERANO,"(41.90098,12.51962)",Asciutto,Asfaltata,Ore Diurne,02/01/2018,13:00,Veicolo in marcia contro ostacolo fisso,Sereno,Buona,2,0,0,0
3623843,VIA DI S. IPPOLITO,"(41.91014,12.52269)",Asciutto,Asfaltata,Sufficiente,03/01/2018,02:00,Tamponamento,Sereno,Buona,3,0,0,0
