Citta',Data,Ora,Luogo,Coordinate,Illesi,Feriti,Riservata,Decessi,Natura
Roma,2018-10-04,17:30,VIA GIOVANNI PAISIELLO,"(41.917520000000003,12.493600000000001)",0,2,0,0,Tamponamento
Roma,2018-10-04,18:00,VIALE PANTELLERIA,"(41.944960000000002,12.529310000000001)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-04,18:05,VIA APPIA NUOVA,"(41.883020000000002,12.51163)",1,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-04,18:10,VIA CESARE BATTISTI,"(41.896830000000001,12.482659999999999)",1,0,0,0,Veicolo in marcia contro veicolo fermo
Roma,2018-10-04,18:20,VIALE PRETORIANO,"(41.900539999999999,12.508240000000001)",1,1,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-10-04,18:50,VIA MASSA DI SAN GIULIANO,"(41.906970000000001,12.69129)",5,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-04,19:20,VIALE DUILIO CAMBELLOTTI,"(41.867370000000001,12.629659999999999)",1,2,0,0,Tamponamento
Roma,2018-10-04,19:30,VIA FONTEIANA,"(41.88062,12.454359999999999)",1,1,0,0,Infortunio per sola frenata improvvisa
Roma,2018-10-04,19:30,VIA DELLA PINETA SACCHETTI,"(41.918149999999997,12.422470000000001)",4,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-04,19:35,VIALE DEI SALESIANI,"(41.857439999999997,12.56676)",1,1,0,0,Investimento di pedone
Roma,2018-10-04,19:35,VIA ETTORE FERRARI,"(41.853029999999997,12.412419999999999)",0,1,0,0,Veicolo in marcia contro veicoli in sosta
Roma,2018-10-04,20:00,VIA UGO OJETTI,"(41.9437,12.548220000000001)",0,2,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-10-04,20:30,VIA DELLE CONCE,"(41.872369999999997,12.478719999999999)",2,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-10-04,21:00,VIA CAMESENA,"(41.908520000000003,12.53478)",1,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-10-04,21:00,VIA CASILINA,"(41.862830000000002,12.68876)",1,1,0,0,Tamponamento
Roma,2018-10-04,21:20,VIA FRANCESCO DENZA,"(41.926430000000003,12.482889999999999)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-10-04,22:00,VIA DI BOCCEA,"(41.910809999999998,12.396129999999999)",1,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-10-04,22:10,VIA MARGHERA,"(41.902909999999999,12.504300000000001)",2,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-10-04,22:55,VIA DELL'IMPRUNETA,"(41.846409999999999,12.45998)",2,1,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-10-04,23:15,LUNGOTEVERE FLAMINIO,"(41.929020000000001,12.46144)",1,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-10-04,23:45,VIALE SOMALIA,"(41.934179999999998,12.519590000000001)",1,2,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-10-05,00:05,VIA PRINCIPE UMBERTO,"(41.894449999999999,12.509219999999999)",0,1,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-10-05,03:00,VIA NICOLA ZABAGLIA,"(41.879019999999997,12.474830000000001)",1,1,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-10-05,03:00,VIA DI ACQUA BULLICANTE,"(41.880879999999998,12.54271)",1,1,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-10-05,03:30,VIA GIUSEPPE SAREDO,"(41.860770000000002,12.57286)",0,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-10-05,03:50,VIA DI BOCCEA,"(41.914949999999997,12.38466)",3,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-10-05,05:15,VIALE GUGLIELMO MARCONI,"(41.84789,12.475379999999999)",1,0,0,0,Veicolo in marcia contro veicoli in sosta
Roma,2018-10-05,06:40,VIA DI CASTEL FUSANO,"(41.746040000000001,12.31188)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-05,07:00,VIA CERCHIARA,"(41.933570000000003,12.61819)",1,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-05,07:00,VIA AURELIA,"(41.884320000000002,12.39705)",6,0,0,0,Tamponamento Multiplo
Roma,2018-10-05,07:20,VIA GIORGIO SARS,"(41.789790000000004,12.52163)",0,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-10-05,08:10,VIA AURELIA ANTICA,"(41.8902,12.42609)",1,1,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-10-05,08:30,VIA DI TRIGORIA,"(41.770829999999997,12.479509999999999)",2,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-10-05,08:50,LARGO ALESSANDRO CARAVILLANI,"(41.899520000000003,12.42719)",0,1,0,0,Infortunio per sola frenata improvvisa
Roma,2018-10-05,09:15,VIA DI VIGNA MURATA,"(41.826360000000001,12.500249999999999)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-05,09:45,PIAZZA DI PORTA METRONIA,"(41.882359999999998,12.498670000000001)",3,1,0,0,Tamponamento Multiplo
Roma,2018-10-05,09:50,VIA STATILIA,"(41.890140000000002,12.51094)",10,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-05,10:00,VIA CRISTOFORO COLOMBO,"(41.785969999999999,12.41206)",0,1,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-10-05,10:00,VIA BELMONTE IN SABINA,"(41.944699999999997,12.59023)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-05,10:10,VIA ALBERTO LIONELLO,"(41.975169999999999,12.538819999999999)",1,1,0,0,Tamponamento
Roma,2018-10-05,10:25,PIAZZA DI S. GIOVANNI IN LATERANO,"(41.886600000000001,12.505470000000001)",4,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-05,10:25,VIALE DEI QUATTRO VENTI,"(41.882579999999997,12.458909999999999)",1,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-10-05,10:30,VIA PORTUENSE,"(41.846960000000003,12.414020000000001)",2,1,0,0,Tamponamento
Roma,2018-10-05,11:00,VIA QUATTRO NOVEMBRE,"(41.896949999999997,12.48381)",4,0,0,0,Tamponamento Multiplo
Roma,2018-10-05,12:05,VIA APPENNINI,"(41.917789999999997,12.508900000000001)",2,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-10-05,12:15,VIA AURELIA,"(41.891260000000003,12.41333)",0,2,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-10-05,12:15,VIA SERGIO TOFANO,"(41.960749999999997,12.533010000000001)",1,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-10-05,12:25,VIA DI BOCCEA,"(41.903500000000001,12.416370000000001)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-05,13:10,PIAZZA DEI RE DI ROMA,"(41.882469999999998,12.51435)",1,2,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-05,13:20,VIA COLLATINA,"(41.900779999999997,12.56747)",2,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-10-05,13:30,VIA FLAMINIA,"(41.941920000000003,12.471830000000001)",2,1,0,0,Tamponamento Multiplo
Roma,2018-10-05,13:55,VIA ALESSIO ASCALESI,"(41.918039999999998,12.41412)",2,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-10-05,14:10,PIAZZALE OSTIENSE,"(41.876390000000001,12.48171)",4,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-05,14:30,LUNGOTEVERE DE' CENCI,"(41.8919,12.47749)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-10-05,14:30,VIA DOMENICO JACHINO,"(41.809570000000001,12.447329999999999)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-05,14:30,VIA SALARIA,"(42.417430000000003,13.081569999999999)",3,0,0,0,Tamponamento Multiplo
Roma,2018-10-05,14:40,VIA DELLE TRE FONTANE,"(41.838000000000001,12.47817)",1,1,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-10-05,14:42,VIA DEL CASALE DI S. BASILIO,"(41.937220000000003,12.580550000000001)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-05,14:45,VIALE PALMIRO TOGLIATTI,"(41.890239999999999,12.57437)",4,0,0,0,Tamponamento Multiplo
Roma,2018-10-05,14:50,VIA PO,"(41.915120000000002,12.495889999999999)",4,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-05,15:00,VIA AURELIA,"(41.884659999999997,12.33507)",0,1,0,0,Ribaltamento senza urto contro ostacolo fisso
Roma,2018-10-05,15:00,VIA ETTORE ROMAGNOLI,"(41.94115,12.546849999999999)",2,0,0,0,Tamponamento
Roma,2018-10-05,15:10,VIA DI PORTA S. PANCRAZIO,"(41.889249999999997,12.46503)",1,1,0,0,Investimento di pedone
Roma,2018-10-05,15:20,VIA GUIDO CALZA,"(41.755600000000001,12.291410000000001)",1,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-10-05,15:30,VIA FILIPPO TURATI,"(41.898980000000002,12.5015)",2,0,0,0,Tamponamento
Roma,2018-10-05,15:40,VIA ULISSE ALDROVANDI,"(41.918869999999998,12.48578)",2,1,0,0,Tamponamento Multiplo
Roma,2018-10-05,15:40,VIALE DELL'OCEANO INDIANO,"(41.824649999999998,12.448650000000001)",4,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-05,16:00,VIALE DELL'UMANESIMO,"(41.823749999999997,12.467790000000001)",2,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-10-05,16:00,VIA LEONARDO MELLANO,"(41.778129999999997,12.374689999999999)",2,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-10-05,16:10,VIA TIBURTINA,"(41.89819,12.51408)",1,1,0,0,Investimento di pedone
Roma,2018-10-05,16:15,VIA AURELIA,"(41.89432,12.41596)",1,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-05,16:15,VIA LUCREZIA ROMANA,"(41.833019999999998,12.577680000000001)",0,1,0,0,Veicolo in marcia contro veicoli in sosta
Roma,2018-10-05,16:31,VIALE DEI PROMONTORI,"(41.736939999999997,12.29344)",2,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-10-05,16:50,VIALE LIBIA,"(41.932749999999999,12.51972)",2,1,0,0,Investimento di pedone
Roma,2018-10-05,17:06,VIALE CHARLES LENORMANT,"(41.774230000000003,12.3322)",3,0,0,0,Tamponamento
Roma,2018-10-05,17:15,VIALE DELLE MEDAGLIE D'ORO,"(41.910890000000002,12.445550000000001)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-05,17:20,VIA AURELIA ANTICA,"(41.890169999999998,12.43502)",1,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-05,17:30,VIA ISOLA BELLA,"(41.942,12.539160000000001)",1,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-05,17:30,VIA CAMILLO DE LELLIS,"(41.869239999999998,12.45058)",1,2,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-10-05,17:30,VIA RAFFAELE BALESTRA,"(41.873869999999997,12.449769999999999)",2,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-10-05,17:35,VIA DELLA MAGLIANA,"(41.860849999999999,12.46241)",0,1,0,0,Infortunio per caduta del veicolo
Roma,2018-10-05,17:35,CORSO D'ITALIA,"(41.910670000000003,12.49098)",2,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-10-05,17:40,SOTTOPASSO MANLIO CAVALLI,"(41.795729999999999,12.43638)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-10-05,17:45,VIA CAMPANIA,"(41.910510000000002,12.49241)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-05,17:45,VIA ELIO DONATO,"(41.91283,12.44293)",1,1,0,0,Tamponamento
Roma,2018-10-05,17:45,VIA PRENESTINA,"(41.893259999999998,12.61515)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-05,17:50,VIA CESARE BALBO,"(41.899149999999999,12.49574)",1,1,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-10-05,18:00,VIALE DELLO STADIO OLIMPICO,"(41.929900000000004,12.45417)",0,2,0,0,Ribaltamento senza urto contro ostacolo fisso
Roma,2018-10-05,18:15,VIA DEL PONTE PISANO,"(41.849930000000001,12.402279999999999)",3,0,0,0,Tamponamento Multiplo
Roma,2018-10-05,18:20,VIA ARDEATINA,"(41.7988,12.535030000000001)",3,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-10-05,18:20,VIA RAIMONDO SCINTU,"(41.856470000000002,12.57836)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-05,18:50,VIALE ROMANIA,"(41.924860000000002,12.493029999999999)",5,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-05,19:00,PIAZZA QUARTO DEI MILLE,"(41.732059999999997,12.27511)",3,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-10-05,19:00,CIRCONVALLAZIONE NOMENTANA,"(41.918010000000002,12.52732)",4,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-05,19:30,PIAZZA DI PORTA CAPENA,"(41.885100000000001,12.48948)",2,0,0,0,Tamponamento
Roma,2018-10-05,19:50,VIA LAZZARO SPALLANZANI,"(41.91178,12.5115)",2,1,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-10-05,19:50,VIALE DEL PARCO DEL CELIO,"(41.885089999999998,12.48943)",1,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-10-05,19:50,VIA TINA DI LORENZO,"(41.968000000000004,12.531040000000001)",5,1,0,0,Investimento di pedone
Roma,2018-10-05,20:00,LARGO DELLA GIUSTINIANA,"(41.985720000000001,12.404590000000001)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-05,20:05,VIA LUIGI MANCINELLI,"(41.936109999999999,12.514250000000001)",0,1,0,0,Infortunio per sola frenata improvvisa
Roma,2018-10-05,20:10,VIA TRIONFALE,"(41.940860000000001,12.422940000000001)",1,1,1,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-05,20:15,VIA IPPOLITO DESIDERI,"(41.779119999999999,12.341989999999999)",1,1,1,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-10-05,21:00,VIA DEI GORDIANI,"(41.887599999999999,12.554069999999999)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-05,21:40,VIA DI PRATO CORAZZA,"(42.081319999999998,12.33624)",3,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-10-05,22:00,VIA NOMENTANA,"(41.957889999999999,12.57281)",4,1,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-10-05,22:00,VIA OSTIENSE,"(41.86327,12.47833)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-05,22:30,VIALE DELLE BELLE ARTI,"(41.91872,12.47822)",1,1,0,0,Investimento di pedone
Roma,2018-10-05,23:05,VIA PRENESTINA,"(41.894759999999998,12.55918)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-05,23:20,VIA DI ROCCA CENCIA,"(41.876260000000002,12.69214)",0,2,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-10-05,23:30,VIA CASILINA,"(41.873199999999997,12.57319)",6,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-10-05,23:40,VIALE DI TOR DI QUINTO,"(41.945709999999998,12.482559999999999)",5,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-10-05,23:45,VIA CRISTOFORO COLOMBO,"(41.863790000000002,12.4976)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-10-06,00:02,VIALE DELLE MEDAGLIE D'ORO,"(41.916849999999997,12.44284)",1,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-10-06,00:05,VIA CARLO LIVI,"(41.935160000000003,12.41954)",2,1,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-10-06,00:15,VIA DEI PRATI FISCALI,"(41.945659999999997,12.514799999999999)",5,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-06,00:25,PIAZZALE UGO LA MALFA,"(41.885280000000002,12.48488)",7,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-10-06,01:15,VIA DEI PIOPPI,"(41.877549999999999,12.56889)",0,1,0,0,Investimento di pedone
Roma,2018-10-06,02:00,VIA DEI GLICINI,"(41.87968,12.563829999999999)",1,2,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-10-06,02:30,VIA PONTINA,"(41.645310000000002,12.54448)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-10-06,03:00,VIA DI SELVA NERA,"(41.93242,12.36199)",0,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-10-06,04:15,VIA PRENESTINA,"(41.891219999999997,12.523490000000001)",1,0,0,0,Veicolo in marcia contro veicoli in sosta
Roma,2018-10-06,05:20,LARGO GUIDO MAZZONI,"(41.90954,12.526770000000001)",3,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-06,05:30,VIA NICOLO' PICCOLOMINI,"(41.89141,12.442550000000001)",2,0,0,0,Veicolo in marcia contro veicoli in sosta
Roma,2018-10-06,05:35,VIALE DEL MURO TORTO,"(41.910719999999998,12.481680000000001)",1,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-10-06,05:50,VIA ANAGNINA,"(41.83963,12.591699999999999)",3,0,0,0,Tamponamento Multiplo
Roma,2018-10-06,06:10,VIA ANAGNINA,"(41.839649999999999,12.59164)",1,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-10-06,06:30,VIALE GIULIO AGRICOLA,"(41.855780000000003,12.56147)",2,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-10-06,06:30,VIA PRENESTINA,"(41.893259999999998,12.61515)",0,3,0,0,Scontro frontale fra veicoli in marcia
Roma,2018-10-06,07:40,VIALE ISACCO NEWTON,"(41.848109999999998,12.442740000000001)",0,1,0,0,Ribaltamento senza urto contro ostacolo fisso
Roma,2018-10-06,08:30,VIA VIRGILIO TALLI,"(41.964550000000003,12.523110000000001)",1,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-10-06,09:00,VIALE DELL'UNIVERSITA',"(41.905090000000001,12.51417)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-06,09:00,VIALE VATICANO,"(41.902009999999997,12.445600000000001)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-06,09:20,VIA EMANUELE FILIBERTO,"(41.892229999999998,12.505710000000001)",1,1,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-10-06,09:30,CIRCONVALLAZIONE GIANICOLENSE,"(41.873159999999999,12.46166)",1,2,0,0,Tamponamento
Roma,2018-10-06,09:30,VIALE DUILIO CAMBELLOTTI,"(41.867370000000001,12.629659999999999)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-10-06,09:30,VIA EMANUELE FILIBERTO,"(41.889719999999997,12.50703)",2,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-06,10:00,VIA ANAGNINA,"(41.825969999999998,12.60303)",2,1,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-10-06,10:00,PIAZZA ALESSANDRIA,"(41.911110000000001,12.50136)",1,1,0,0,Investimento di pedone
Roma,2018-10-06,10:00,VIA AURELIA,"(41.885269999999998,12.36201)",0,1,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-10-06,10:00,VIA FRANCESCO MASSI,"(41.872869999999999,12.460559999999999)",1,1,0,0,Investimento di pedone
Roma,2018-10-06,10:30,CIRCONVALLAZIONE TUSCOLANA,"(41.851559999999999,12.56841)",2,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-10-06,10:30,VIA MARIO LIZZANI,"(41.86835,12.570790000000001)",2,0,0,0,Tamponamento
Roma,2018-10-06,10:45,VIALE DEI CAVALIERI DI VITTORIO VENETO,"(41.919670000000004,12.4526)",1,1,0,0,Fuoriuscita dalla sede stradale
Roma,2018-10-06,11:00,VIA UGO DE CAROLIS,"(41.918529999999997,12.438510000000001)",1,1,0,0,Investimento di pedone
Roma,2018-10-06,11:00,VIA CAVOUR,"(41.894399999999997,12.492150000000001)",0,2,0,1,Investimento di pedone
Roma,2018-10-06,11:15,VIA CASSIA,"(41.980130000000003,12.41694)",5,1,0,0,Tamponamento Multiplo
Roma,2018-10-06,11:35,VIA CRISTOFORO COLOMBO,"(41.85266,12.488200000000001)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-06,11:50,VIA DI CASAL BOCCONE,"(41.957749999999997,12.5572)",1,0,0,0,Fuoriuscita dalla sede stradale
Roma,2018-10-06,11:55,VIALE DELLO STADIO OLIMPICO,"(41.930070000000001,12.454090000000001)",1,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-10-06,12:00,VIA NOLA,"(41.886710000000001,12.515359999999999)",1,0,0,0,Ribaltamento senza urto contro ostacolo fisso
Roma,2018-10-06,12:00,VIA QUIRINO MAJORANA,"(41.868450000000003,12.4621)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-06,12:05,VIALE DELLO STADIO OLIMPICO,"(41.929949999999998,12.454079999999999)",1,0,0,0,Fuoriuscita dalla sede stradale
Roma,2018-10-06,12:10,VIA CASSIA,"(41.980130000000003,12.41694)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-06,12:30,VIA COSTANTINO,"(41.857810000000001,12.481059999999999)",3,0,0,0,Scontro frontale fra veicoli in marcia
Roma,2018-10-06,13:15,VIA TUSCOLANA,"(41.862169999999999,12.552770000000001)",1,1,0,0,Investimento di pedone
Roma,2018-10-06,13:40,VIA AURELIO COTTA,"(41.862520000000004,12.55307)",1,1,0,0,Investimento di pedone
Roma,2018-10-06,13:40,VIA DELLA MAGLIANA,"(41.831719999999997,12.41962)",1,1,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-10-06,13:55,CIRCONVALLAZIONE ORIENTALE,"(41.946420000000003,12.59154)",1,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-10-06,14:05,VIA CRISTOFORO COLOMBO,"(41.829709999999999,12.46857)",1,1,0,0,Investimento di pedone
Roma,2018-10-06,14:15,VIALE DELLO STADIO OLIMPICO,"(41.929900000000004,12.45417)",1,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-10-06,14:30,VIALE LUIGI GUGLIELMI,"(41.799529999999997,12.43303)",0,1,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-10-06,14:45,VIA CRISTOFORO COLOMBO,"(41.858719999999998,12.49634)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-06,14:45,VIA DI DECIMA,"(41.808759999999999,12.453580000000001)",1,0,0,0,Fuoriuscita dalla sede stradale
Roma,2018-10-06,15:00,VIA DI BRAVETTA,"(41.874890000000001,12.423730000000001)",3,2,0,0,Tamponamento
Roma,2018-10-06,15:15,VIA DEI DUE PONTI,"(41.966169999999998,12.46861)",1,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-10-06,15:30,VIA APPIA NUOVA,"(41.853430000000003,12.54454)",1,0,0,0,Ribaltamento senza urto contro ostacolo fisso
Roma,2018-10-06,15:30,VIA DI PRATICA,"(41.688560000000003,12.446020000000001)",0,1,0,0,Fuoriuscita dalla sede stradale
Roma,2018-10-06,15:35,VIA BERNARDO DA BIBBIENA,"(41.91657,12.411210000000001)",4,0,0,0,Tamponamento
Roma,2018-10-06,15:50,VIA DELLE VIGNE DI MORENA,"(41.810090000000002,12.606730000000001)",3,0,0,0,Tamponamento
Roma,2018-10-06,16:00,VIA DEI DUE PONTI,"(41.966169999999998,12.46861)",3,0,0,0,Fuoriuscita dalla sede stradale
Roma,2018-10-06,16:00,VIALE EGIDIO GALBANI,"(41.931010000000001,12.561249999999999)",1,1,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-10-06,16:10,VIA CINIGIANO,"(41.950020000000002,12.514390000000001)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-06,16:20,VIA DI CASAL BIANCO,"(41.946820000000002,12.64533)",1,1,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-10-06,16:25,VIALE BRUNO PELIZZI,"(41.862949999999998,12.573689999999999)",0,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-10-06,16:30,VIA FLAMINIA,"(41.953710000000001,12.484260000000001)",0,1,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-10-06,16:30,VIA ALESSANDRO STRADELLA,"(41.740229999999997,12.355729999999999)",2,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-10-06,16:30,VIA TORRESINA,"(41.928260000000002,12.402290000000001)",1,1,0,0,Tamponamento
Roma,2018-10-06,16:30,VIA LIBERIANA,"(41.897030000000001,12.49831)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-06,16:40,GALLERIA GIOVANNI XXIII,"(41.940440000000002,12.44106)",1,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-10-06,17:00,VIA DI VERMICINO,"(41.842359999999999,12.66119)",0,2,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-10-06,17:30,VIA ANTONIO SERRA,"(41.941760000000002,12.474309999999999)",1,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-10-06,17:30,VIA DELLA PINETA SACCHETTI,"(41.916060000000002,12.42252)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-06,17:30,VIA DI VILLA TROILI,"(41.881749999999997,12.406750000000001)",1,1,0,0,Tamponamento
Roma,2018-10-06,17:40,CIRCONVALLAZIONE TIBURTINA,"(41.901400000000002,12.5304)",5,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-10-06,18:15,VIA COLLATINA,"(41.90587,12.610799999999999)",4,1,0,0,Scontro frontale fra veicoli in marcia
Roma,2018-10-06,18:30,VIA DI CASAL SELCE,"(41.923360000000002,12.353400000000001)",1,1,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-10-06,18:40,VIA DI CASAL DEL MARMO,"(41.934989999999999,12.38241)",1,1,0,0,Investimento di pedone
Roma,2018-10-06,19:00,VIA VITTORIO EMANUELE ORLANDO,"(41.903359999999999,12.49532)",2,0,0,0,Tamponamento
Roma,2018-10-06,19:00,NUOVA CIRCONVALLAZIONE INTERNA,"(41.917169999999999,12.529030000000001)",1,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-10-06,19:10,VIA PAPIRIA,"(41.864240000000002,12.558120000000001)",3,1,0,0,Tamponamento Multiplo
Roma,2018-10-06,19:10,GALLERIA GIOVANNI XXIII,"(41.940440000000002,12.44106)",2,1,0,0,Fuoriuscita dalla sede stradale
Roma,2018-10-06,19:30,VIA CARTAGINE,"(41.859560000000002,12.550369999999999)",0,0,0,0,Veicolo in marcia contro veicolo in sosta
