Citta',Data,Ora,Luogo,Coordinate,Illesi,Feriti,Riservata,Decessi,Natura
Roma,2018-01-01,00:00,VIALE DELL'ASTRONOMIA,"(41.835030000000003,12.46421)",0,0,0,0,Veicolo in marcia contro veicoli in sosta
Roma,2018-01-01,00:00,VIA GIOVANNI BATTISTA DE ROSSI,"(41.916319999999999,12.51721)",1,0,0,0,Veicolo in marcia contro veicoli in sosta
Roma,2018-01-01,00:30,VIALE DELLE GARDENIE,"(41.885869999999997,12.56439)",1,3,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-01-01,01:15,VIA DI TOR VERGATA,"(41.834249999999997,12.61964)",2,2,0,0,Scontro frontale fra veicoli in marcia
Roma,2018-01-01,01:25,PIAZZA DI S. GIOVANNI IN LATERANO,"(41.886870000000002,12.50672)",6,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-01,01:50,PIAZZA CESARIO CONSOLE,"(41.727379999999997,12.28571)",4,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-01-01,02:00,VIA ENRICO DELL'ACQUA,"(41.86544,12.650320000000001)",3,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-01-01,02:05,VIA MARMORATA,"(41.878720000000001,12.47916)",2,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-01-01,02:15,VIA MARMORATA,"(41.879809999999999,12.478400000000001)",0,1,0,0,Tamponamento
Roma,2018-01-01,02:35,LUNGOTEVERE DEI MELLINI,"(41.906959999999998,12.473280000000001)",4,0,0,0,Tamponamento
Roma,2018-01-01,02:40,VIA MACERATA,"(41.889949999999999,12.526529999999999)",2,0,0,0,Veicolo in marcia contro veicoli in sosta
Roma,2018-01-01,02:40,VIA DELLA CAMILLUCCIA,"(41.932850000000002,12.44422)",3,0,0,0,Tamponamento
Roma,2018-01-01,02:45,VIA DI TORREVECCHIA,"(41.923319999999997,12.412229999999999)",8,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-01-01,03:00,VIALE GIUSEPPE MAZZINI,"(41.916670000000003,12.46453)",1,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-01-01,03:00,LUNGOTEVERE ARNALDO DA BRESCIA,"(41.914479999999998,12.47165)",3,0,0,0,Tamponamento
Roma,2018-01-01,03:00,VIA LAURENTINA,"(41.801929999999999,12.483700000000001)",1,0,0,0,Ribaltamento senza urto contro ostacolo fisso
Roma,2018-01-01,03:05,VIA LAURENTINA,"(41.801929999999999,12.483700000000001)",1,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-01-01,03:15,VIA DEL FORO ITALICO,"(41.939909999999998,12.483750000000001)",5,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-01,03:20,PIAZZALE VALERIO MASSIMO,"(41.905810000000002,12.522069999999999)",5,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-01-01,03:30,Tang Est dir San Giovanni,"(41.907980000000002,12.531230000000001)",1,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-01-01,03:45,VIALE DELL'OCEANO PACIFICO,"(41.825749999999999,12.45499)",1,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-01-01,03:45,CORSO D'ITALIA,"(41.910870000000003,12.49713)",1,0,0,0,Veicolo in marcia contro veicoli in sosta
Roma,2018-01-01,04:00,VIA NOMENTANA,"(41.942279999999997,12.554819999999999)",0,1,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-01-01,04:20,VIA CALOPEZZATI,"(41.73742,12.4701)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-01-01,04:30,VIA DI DRAGONE,"(41.783430000000003,12.33258)",2,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-01-01,04:50,PIAZZA SALERNO,"(41.910600000000002,12.51296)",1,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-01-01,05:00,VIALE DELLA CIVILTA' DEL LAVORO,"(41.835819999999998,12.468400000000001)",0,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-01-01,05:00,VIALE PALMIRO TOGLIATTI,"(41.85519,12.571389999999999)",2,0,0,0,Veicolo in marcia contro veicoli in sosta
Roma,2018-01-01,05:10,VIA PRENESTINA,"(41.89134,12.52801)",1,2,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-01-01,05:30,VIA DI CIAMPINO,"(41.809379999999997,12.583349999999999)",2,0,0,0,Fuoriuscita dalla sede stradale
Roma,2018-01-01,05:30,VIA DELLA MAGLIANELLA,"(41.902749999999997,12.38109)",1,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-01-01,05:35,VIA LABICANA,"(41.889789999999998,12.49873)",2,0,0,0,Ribaltamento senza urto contro ostacolo fisso
Roma,2018-01-01,06:00,PIAZZALE FLAMINIO,"(41.911459999999998,12.47517)",3,0,0,0,Tamponamento Multiplo
Roma,2018-01-01,06:15,VIA DELLA MAGLIANELLA,"(41.902749999999997,12.38109)",3,0,0,0,Veicolo in marcia contro veicolo fermo
Roma,2018-01-01,06:30,LUNGOTEVERE DELLA FARNESINA,"(41.892539999999997,12.469480000000001)",1,0,0,0,Veicolo in marcia contro veicoli in sosta
Roma,2018-01-01,07:00,VIA CASILINA,"(41.863759999999999,12.662570000000001)",2,2,0,0,Scontro frontale fra veicoli in marcia
Roma,2018-01-01,07:00,VIALE BRUNO BUOZZI,"(41.92163,12.48509)",1,0,0,0,Veicolo in marcia contro veicoli in sosta
Roma,2018-01-01,07:10,VIA DEL SERAFICO,"(41.829709999999999,12.484730000000001)",1,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-01-01,07:30,VIA QUIRINO MAJORANA,"(41.868270000000003,12.46223)",1,1,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-01-01,07:30,VIA PORTUENSE,"(41.840989999999998,12.39086)",1,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-01-01,07:30,CIRCONVALLAZIONE GIANICOLENSE,"(41.873100000000001,12.46354)",1,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-01-01,07:45,VIA LUCHINO DAL VERME,"(41.888770000000001,12.535729999999999)",2,0,0,0,Veicolo in marcia contro veicoli in sosta
Roma,2018-01-01,09:50,CORSO DI FRANCIA,"(41.936709999999998,12.471679999999999)",2,0,0,0,Tamponamento
Roma,2018-01-01,10:00,VIA DI FONTANA CANDIDA,"(41.859380000000002,12.6892)",3,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-01,10:15,VIA DEL MARE,"(41.840260000000001,12.463229999999999)",0,1,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-01-01,10:30,VIA DI BOCCEA,"(41.903320000000001,12.41104)",0,1,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-01-01,11:00,VIA DI GROTTA PERFETTA,"(41.846730000000001,12.48875)",3,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-01-01,11:40,VIA ENNIO BONIFAZI,"(41.90598,12.416449999999999)",4,1,0,0,Ribaltamento senza urto contro ostacolo fisso
Roma,2018-01-01,11:45,VIA CRISTOFORO COLOMBO,"(41.860199999999999,12.498010000000001)",4,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-01-01,12:00,VIA PRENESTINA,"(41.889560000000003,12.68998)",3,0,0,0,Scontro frontale fra veicoli in marcia
Roma,2018-01-01,12:45,VIA SALARIA,"(41.926229999999997,12.50234)",5,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-01-01,13:25,VIA TIBURTINA,"(41.909080000000003,12.54635)",2,1,0,0,Infortunio per sola frenata improvvisa
Roma,2018-01-01,13:30,VIALE GIUSEPPE SIRTORI,"(41.855559999999997,12.448560000000001)",2,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-01-01,14:40,VIALE PALMIRO TOGLIATTI,"(41.887180000000001,12.57334)",1,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-01-01,15:40,SOTTOVIA IGNAZIO GUIDI,"(41.910359999999997,12.491239999999999)",2,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-01-01,16:35,VIA PIETRO GASPARRI,"(41.921559999999999,12.41455)",2,1,0,0,Veicolo in marcia contro veicolo fermo
Roma,2018-01-01,17:00,VIA GIUSEPPE GIOACHINO BELLI,"(41.907649999999997,12.47189)",1,0,0,0,Infortunio per sola frenata improvvisa
Roma,2018-01-01,17:15,PIAZZA BARBERINI,"(41.90408,12.489330000000001)",7,0,0,0,Tamponamento
Roma,2018-01-01,17:15,VIA DEI MONTI TIBURTINI,"(41.91789,12.54063)",3,2,0,0,Tamponamento Multiplo
Roma,2018-01-01,17:50,PONTE GARIBALDI,"(41.890439999999998,12.474320000000001)",5,0,0,0,Veicolo in marcia contro veicolo fermo
Roma,2018-01-01,18:00,VIA TUSCOLANA,"(41.855400000000003,12.56467)",4,0,0,0,Scontro frontale fra veicoli in marcia
Roma,2018-01-01,18:00,VIA DEL FORNETTO,"(41.871409999999997,12.463760000000001)",2,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-01-01,19:00,VIALE PALMIRO TOGLIATTI,"(41.878210000000003,12.572749999999999)",0,1,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-01-01,19:30,VIA CRISTOFORO COLOMBO,"(41.800170000000001,12.44314)",1,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-01-01,19:30,VIA PIETRO BEMBO,"(41.91666,12.410959999999999)",1,2,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-01-01,19:45,VIALE ALESSANDRINO,"(41.873840000000001,12.580769999999999)",1,1,0,0,Investimento di pedone
Roma,2018-01-01,20:40,VIALE CASTRO PRETORIO,"(41.906379999999999,12.50501)",2,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-01-01,21:20,VIA DELLA CESARINA,"(41.959049999999998,12.5839)",2,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-01-01,21:30,PIAZZA DI S. PANCRAZIO,"(41.884700000000002,12.45543)",2,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-01-01,21:30,VIA DELLA CESARINA,"(41.975589999999997,12.585520000000001)",5,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-01-01,22:45,LARGO GIOVANNI XXIII,"(41.902119999999996,12.464370000000001)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-01,23:00,VIALE DELL'OCEANO INDIANO,"(41.827109999999998,12.4521)",2,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-01-01,23:30,VIA DONATO MENICHELLA,"(41.947490000000002,12.5867)",3,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-01-02,00:00,VIA DI CASTEL FUSANO,"(41.747799999999998,12.31099)",2,1,0,0,Investimento di pedone
Roma,2018-01-02,00:30,VIA DEL MARE,"(41.840260000000001,12.463229999999999)",1,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-02,00:45,VIA SARSINA,"(41.796129999999998,12.40619)",4,0,0,0,Scontro frontale fra veicoli in marcia
Roma,2018-01-02,02:30,VIALE PALMIRO TOGLIATTI,"(41.887180000000001,12.57334)",2,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-01-02,05:30,GALLERIA GIOVANNI XXIII,"(41.939500000000002,12.45458)",1,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-02,07:35,VIA VINCENZO TOMASSINI,"(41.927759999999999,12.413550000000001)",2,1,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-01-02,08:00,VICOLO CESANENSE,"(42.091549999999998,12.346970000000001)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-02,08:45,VIALE DELLE MEDAGLIE D'ORO,"(41.91507,12.44276)",2,0,0,0,Tamponamento
Roma,2018-01-02,08:45,VIA NOMENTANA,"(41.924579999999999,12.521750000000001)",1,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-02,09:10,CIRCONVALLAZIONE ORIENTALE,"(41.830159999999999,12.585430000000001)",3,0,0,0,Tamponamento Multiplo
Roma,2018-01-02,10:00,VIA DEGLI SCALIGERI,"(41.868519999999997,12.421139999999999)",2,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-01-02,10:00,VIA ANAGNINA,"(41.832369999999997,12.596)",0,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-01-02,10:25,VIALE VATICANO,"(41.904260000000001,12.44868)",1,1,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-01-02,10:30,VIA DEL FORTE BOCCEA,"(41.905239999999999,12.42057)",1,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-02,10:35,VIA SEBINO,"(41.922069999999998,12.50576)",1,1,0,0,Investimento di pedone
Roma,2018-01-02,11:00,VIA TRIONFALE,"(41.945450000000001,12.417730000000001)",3,1,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-01-02,11:00,VIA GIOVANNI GIOLITTI,"(41.895969999999998,12.507960000000001)",3,0,0,0,Veicolo in marcia contro treno
Roma,2018-01-02,11:30,PIAZZA GREGORIO RONCA,"(41.733420000000002,12.28665)",1,1,0,0,Investimento di pedone
Roma,2018-01-02,11:50,VIA CHIANA,"(41.922780000000003,12.50314)",3,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-01-02,12:15,VIA DELLA MAGLIANA,"(41.834040000000002,12.424300000000001)",6,2,0,0,Tamponamento Multiplo
Roma,2018-01-02,12:20,VIA BARTOLO LONGO,"(41.933120000000002,12.568569999999999)",3,5,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-01-02,12:30,VIA DEL FORO ITALICO,"(41.939909999999998,12.483750000000001)",1,1,0,0,Tamponamento
Roma,2018-01-02,12:30,VIA DI VERMICINO,"(41.824269999999999,12.6442)",1,1,0,0,Investimento di pedone
Roma,2018-01-02,12:30,VIA OSTIENSE,"(41.865250000000003,12.47954)",0,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-01-02,12:30,VIA UGO BARTOLOMEI,"(41.909619999999997,12.445690000000001)",1,1,0,0,Infortunio per sola frenata improvvisa
Roma,2018-01-02,12:50,VIA DEI MONTI DI PRIMAVALLE,"(41.909939999999999,12.413130000000001)",1,1,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-01-02,13:00,PIAZZALE DEL VERANO,"(41.900979999999997,12.51962)",2,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-01-02,13:10,NUOVA CIRCONVALLAZIONE INTERNA,"(41.922440000000002,12.527509999999999)",0,1,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-01-02,13:15,VIA DEL TEATRO DI MARCELLO,"(41.89311,12.48123)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-02,13:45,LUNGOTEVERE DELLA VITTORIA,"(41.922580000000004,12.462059999999999)",0,1,0,0,Ribaltamento senza urto contro ostacolo fisso
Roma,2018-01-02,13:50,VIA DELLE VIGNE,"(41.840339999999998,12.42197)",2,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-01-02,14:00,VIA ANGELO FAVA,"(41.941209999999998,12.42497)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-02,14:00,VIA PORTUENSE,"(41.850250000000003,12.42902)",6,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-02,15:05,VIA MUSELLARO,"(41.909219999999998,12.71241)",2,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-01-02,15:10,VIALE FILIPPO TOMMASO MARINETTI,"(41.807360000000003,12.475)",2,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-01-02,15:10,VIALE ANTONINO DI SAN GIULIANO,"(41.93712,12.460599999999999)",2,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-01-02,15:15,VIA DI SAPONARA,"(41.767420000000001,12.32766)",3,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-01-02,15:20,PIAZZA S. GIOVANNI DI DIO,"(41.874479999999998,12.44664)",5,0,0,0,Tamponamento Multiplo
Roma,2018-01-02,15:30,VIA SALVIATI,"(41.90634,12.582509999999999)",1,1,0,0,Investimento di pedone
Roma,2018-01-02,15:30,VIALE CARMELO BENE,"(41.973820000000003,12.53556)",1,2,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-02,15:30,VIA ANGUILLARESE,"(42.051130000000001,12.29574)",5,0,0,0,Tamponamento
Roma,2018-01-02,15:50,VIA VIAGRANDE,"(41.861600000000003,12.681620000000001)",2,0,0,0,Tamponamento
Roma,2018-01-02,16:10,LUNGOTEVERE DEGLI ARTIGIANI,"(41.873820000000002,12.470230000000001)",1,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-01-02,16:45,VIA CLEMENTE XII,"(41.921370000000003,12.42225)",6,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-01-02,16:45,PIAZZALE UGO LA MALFA,"(41.88523,12.485010000000001)",5,1,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-01-02,16:50,VIA LUIGI RIZZO,"(41.907859999999999,12.444100000000001)",2,0,0,0,Veicolo in marcia contro veicolo fermo
Roma,2018-01-02,17:10,VIA LORENZO VIDASCHI,"(41.873800000000003,12.448829999999999)",1,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-01-02,17:15,VIA DI VALLE MURICANA,"(42.022680000000001,12.46988)",1,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-01-02,17:30,VIA TANCREDI CHIARALUCE,"(41.747070000000001,12.27017)",2,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-01-02,17:40,VIA TANCREDI CHIARALUCE,"(41.747070000000001,12.27017)",2,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-01-02,17:45,VIALE BRUNO RIZZIERI,"(41.852629999999998,12.588089999999999)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-02,17:45,VIA PRENESTINA,"(41.8934,12.609730000000001)",0,2,0,0,Investimento di pedone
Roma,2018-01-02,17:50,VIA PRENESTINA,"(41.890799999999999,12.665419999999999)",4,1,0,0,Tamponamento Multiplo
Roma,2018-01-02,18:00,VIA DELLO SCALO DI SETTEBAGNI,"(42.009250000000002,12.52055)",2,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-01-02,18:00,VIA SAN BIAGIO PLATANI,"(41.873690000000003,12.64592)",1,1,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-01-02,18:15,VIA TANCREDI CHIARALUCE,"(41.747070000000001,12.27017)",4,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-01-02,18:20,RACCORDO A 24,"(41.925640000000001,12.64099)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-01-02,18:30,VIA CRISTOFORO COLOMBO,"(41.78584,12.41155)",3,0,0,0,Tamponamento Multiplo
Roma,2018-01-02,18:45,PIAZZALE APPIO,"(41.885420000000003,12.50956)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-02,18:50,VIA FIUME BIANCO,"(41.815460000000002,12.440939999999999)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-02,19:00,VIALE GINO CERVI,"(41.962960000000002,12.53237)",4,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-02,19:00,VIA TUSCOLANA,"(41.882890000000003,12.51449)",2,1,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-01-02,19:00,VIA BALDO DEGLI UBALDI,"(41.898589999999999,12.43243)",2,2,0,0,Tamponamento Multiplo
Roma,2018-01-02,19:15,VIA DELLA MAGLIANA,"(41.834040000000002,12.424300000000001)",1,2,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-01-02,19:40,VIA DI CASAL DEL MARMO,"(41.93506,12.38251)",1,0,1,0,Investimento di pedone
Roma,2018-01-02,19:40,VIA CASSIA NUOVA,"(41.953560000000003,12.46491)",2,1,0,0,Scontro frontale fra veicoli in marcia
Roma,2018-01-02,19:45,VIA ROMOLO GIGLIOZZI,"(41.777839999999998,12.434469999999999)",4,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-01-02,19:55,VIA DELLE CAVE,"(41.871409999999997,12.52844)",2,0,0,0,Tamponamento
Roma,2018-01-02,20:30,VIA CORTONA,"(41.968760000000003,12.506640000000001)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-01-02,21:30,VIA TIBURTINA,"(41.934069999999998,12.602259999999999)",5,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-02,22:10,VIA ANTONIO DE CURTIS,"(41.954410000000003,12.53337)",1,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-02,22:40,VIA DELLA RISERVA NUOVA,"(41.895409999999998,12.68066)",1,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-01-02,22:50,VIA DEL POGGIO DI ACILIA,"(41.78698,12.361319999999999)",0,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-01-02,23:00,LUNGOTEVERE DEI VALLATI,"(41.891970000000001,12.47256)",4,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-01-02,23:00,VIA MONTE MASSICO,"(41.950470000000003,12.526770000000001)",3,1,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-01-02,23:20,VIA AOSTA,"(41.88308,12.51455)",1,1,0,0,Investimento di pedone
Roma,2018-01-03,00:10,VIA PRENESTINA,"(41.890860000000004,12.66874)",1,1,0,0,Ribaltamento senza urto contro ostacolo fisso
Roma,2018-01-03,00:15,VIALE DELLA SERENISSIMA,"(41.903930000000003,12.557499999999999)",1,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-03,00:15,VIA EMILIO LONGONI,"(41.899120000000003,12.60345)",1,1,0,0,Tamponamento
Roma,2018-01-03,02:00,VIALE DEI ROMAGNOLI,"(41.736139999999999,12.280799999999999)",0,0,0,0,Veicolo in marcia contro veicoli in sosta
Roma,2018-01-03,02:00,VIA DI S. IPPOLITO,"(41.910139999999998,12.522690000000001)",3,0,0,0,Tamponamento
Roma,2018-01-03,03:00,VIALE APPIO CLAUDIO,"(41.838990000000003,12.554740000000001)",0,1,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-01-03,03:15,VIALE GIOVANNI FALCONE E PAOLO BORSELLINO,"(41.918289999999999,12.452719999999999)",0,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-01-03,06:20,VIA SALARIA,"(41.987050000000004,12.51783)",3,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-01-03,07:00,VIA LUDOVISI,"(41.907110000000003,12.48887)",1,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-01-03,07:50,VIA ANDREA DORIA,"(41.909700000000001,12.451969999999999)",2,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-03,08:45,VIA COLLATINA,"(41.896340000000002,12.56283)",2,0,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-01-03,09:00,VIALE FRANCESCO CALTAGIRONE,"(41.910240000000002,12.653510000000001)",4,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-03,09:20,VIA S. GIUSEPPE DA COPERTINO,"(41.817100000000003,12.484450000000001)",1,1,0,0,Tamponamento
Roma,2018-01-03,10:20,PIAZZA ADRIANA,"(41.904670000000003,12.467309999999999)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-01-03,11:00,VIA DI TOR BELLA MONACA,"(41.878480000000003,12.623749999999999)",1,1,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-01-03,11:00,VIA COSTANZO CASANA,"(41.739289999999997,12.272740000000001)",2,0,0,0,Investimento di pedone
Roma,2018-01-03,11:15,LUNGOTEVERE VITTORIO GASSMAN,"(41.870559999999998,12.471730000000001)",0,1,0,0,Infortunio per caduta del veicolo
Roma,2018-01-03,11:20,VIALE FILARETE,"(41.881369999999997,12.53853)",1,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-01-03,11:30,VIALE DELLE MILIZIE,"(41.912039999999998,12.46204)",2,1,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-03,11:45,VIA DI VERMICINO,"(41.82479,12.6449)",2,0,0,0,Veicolo in marcia contro veicoli in arresto
Roma,2018-01-03,12:30,VIA DI DRAGONE,"(41.783430000000003,12.33258)",1,1,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-01-03,13:15,VIA PIETRO BELON,"(41.870579999999997,12.59065)",1,2,0,0,Investimento di pedone
Roma,2018-01-03,14:00,VIALE MANZONI,"(41.890940000000001,12.507400000000001)",1,1,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-01-03,14:00,VIA CRISTOFORO COLOMBO,"(41.78584,12.41155)",1,2,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-01-03,14:05,PIAZZALE DI VAL FIORITA,"(41.839480000000002,12.46396)",3,0,0,0,Veicolo in marcia contro veicolo fermo
Roma,2018-01-03,14:15,VIA GRAN SASSO,"(41.939480000000003,12.53745)",1,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-01-03,14:15,LUNGOTEVERE GIANICOLENSE,"(41.897840000000002,12.46363)",2,2,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-03,14:15,CIRCONVALLAZIONE NOMENTANA,"(41.913159999999998,12.52824)",1,0,0,0,Veicolo in marcia contro veicolo fermo
Roma,2018-01-03,14:20,VIA VALCHETTA CARTONI,"(41.986899999999999,12.492369999999999)",0,3,0,0,Scontro frontale fra veicoli in marcia
Roma,2018-01-03,14:30,VIALE DEGLI EROI DI RODI,"(41.783450000000002,12.435879999999999)",2,1,0,0,Investimento di pedone
Roma,2018-01-03,15:00,LUNGOTEVERE DEGLI INVENTORI,"(41.8611,12.467129999999999)",1,0,0,0,Fuoriuscita dalla sede stradale
Roma,2018-01-03,15:00,VIA MONTEROSI,"(41.949599999999997,12.47343)",2,0,0,0,Veicolo in marcia contro veicolo in sosta
Roma,2018-01-03,15:10,VIA APPIA NUOVA,"(41.864040000000003,12.53115)",2,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-03,15:15,VIA ERNESTO BOEZI,"(41.739310000000003,12.36891)",3,0,0,0,Scontro frontale/laterale DX fra veicoli in marcia
Roma,2018-01-03,15:15,VIA DI MEZZOCAMMINO,"(41.792720000000003,12.44013)",2,0,0,0,Veicolo in marcia contro ostacolo accidentale
Roma,2018-01-03,15:25,VIA CRISTOFORO COLOMBO,"(41.850110000000001,12.484450000000001)",3,0,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-03,15:40,VIA VAL D'OSSOLA,"(41.934869999999997,12.529529999999999)",1,2,0,0,Scontro laterale fra veicoli in marcia
Roma,2018-01-03,15:45,VIA CASSIA,"(42.014000000000003,12.37725)",2,1,0,0,Scontro frontale/laterale SX fra veicoli in marcia
Roma,2018-01-03,16:00,VIA DEI PESCATORI,"(41.757899999999999,12.35078)",1,0,0,0,Veicolo in marcia contro ostacolo fisso
Roma,2018-01-03,16:15,VIA LEOPARDI,"(41.894260000000003,12.50177)",1,0,0,0,Veicolo in marcia contro veicolo in sosta
