Citta',Data,Ora,Luogo,Coordinate,Illesi,Feriti,Riservata,Decessi,Tipo,Causa,Visibilità,Fondo_stradale,Meteo,Pavimentazione,Illuminazione
Palermo,2018-07-30,06:55,VIALE DE GASPERI ALCIDE,"(38.149068,13.332907)",,1,,,,,,,,,
Palermo,2018-07-27,00:01,VIA SALINAS ANTONINO ,"(38.129764,13.34574)",,,,,,,,,,,
Palermo,2018-07-30,10:00,VIALE REGIONE SICILIANA N.O.,"(38.140581,13.331056)",,1,,,,,,,,,
Palermo,2018-07-30,11:00,VIA GAGINI ANTONIO,"(38.120377,13.362062)",,1,,,,,,,,,
Palermo,2018-07-30,12:30,VIA GARZILLI NICCOLO',"(38.126372,13.352163)",,2,,,,,,,,,
Palermo,2018-07-30,13:30,VIA ORETO,"(38.100854,13.371064)",,1,,,,,,,,,
Palermo,2018-07-30,18:00,VIA MATER DOLOROSA ,"(38.173573,13.32994)",,1,,,,,,,,,
Palermo,2018-07-30,20:30,VIA MADONIA VINCENZO,"(38.098746,13.354866)",,1,,,,,,,,,
Palermo,2018-07-31,01:00,VIA TERENZIO PUBLIO,"(38.197768,13.278237)",,4,,,,,,,,,
Palermo,2018-07-31,09:55,VIA COSTA GAETANO ,"(38.085771,13.330383)",,1,,,,,,,,,
Palermo,2018-07-31,14:30,VIA ERRANTE VINCENZO,"(38.10744,13.364106)",,1,,,,,,,,,
Palermo,2018-07-27,10:00,VIA SELINUNTE,"(38.124045,13.347352)",,,,,,,,,,,
Palermo,2018-07-26,11:00,VIA ROMA ,"(38.11729,13.363126)",,,,,,,,,,,
Palermo,2018-07-27,11:15,VIALE REGIONE SICILIANA,"(38.123844,13.329454)",,,,,,,,,,,
Palermo,2018-07-30,11:30,VIA S.LORENZO,"(38.164892,13.318259)",,2,,,,,,,,,
Palermo,2018-07-30,18:00,VIA PARTANNA MONDELLO,"(38.191997,13.30141)",,,,,,,,,,,
Palermo,2018-07-31,12:35,VIALE DEL FANTE ,"(38.150729,13.341724)",,,,,,,,,,,
Palermo,2018-07-31,16:40,PIAZZA GIULIO CESARE ,"(38.110616,13.366067)",,2,,,,,,,,,
Palermo,2018-07-31,17:00,VIA ORETO ,"(38.101256,13.370371)",,2,,,,,,,,,
Palermo,2018-08-01,00:15,VIALE ERCOLE,"(38.160635,13.341083)",,2,,,,,,,,,
Palermo,2018-08-01,06:00,VIA CONCERIA ,"(38.140483,13.330101)",,,,,,,,,,,
Palermo,2018-08-01,07:35,VIALE LEONARDO DA VINCI,"(38.126828,13.318702)",,2,,,,,,,,,
Palermo,2018-07-31,15:00,VIALE PRINCIPE DI SCALEA,"(38.200771,13.326223)",,1,,,,,,,,,
Palermo,2018-08-01,15:15,VIALE REGINA ELENA ,"(38.202929,13.325709)",,1,,,,,,,,,
Palermo,2018-07-30,14:00,VIALE REGIONE SICILIANA S.E. ,"(38.09816,13.333833)",,1,,,,,,,,,
Palermo,2018-08-01,15:45,VIA AURISPA GIOVANNI ,"(38.126386,13.340115)",,1,,,,,,,,,
Palermo,2018-08-01,17:45,CORSO CALATAFIMI ,"(38.102907,13.32988)",,1,,,,,,,,,
Palermo,2018-08-01,21:20,VIA CESAREO GIOVANNI ALFREDO ,"(38.136089,13.343349)",,3,,,,,,,,,
Palermo,2018-08-02,09:30,CORSO CALATAFIMI ,"(38.098093,13.31839)",,1,,,,,,,,,
Palermo,2018-08-02,10:30,VIALE LEONARDO DA VINCI ,"(38.127027,13.323024)",,2,,,,,,,,,
Palermo,2018-08-02,11:40,VIA DAIDONE ,"(38.135945,13.339584)",,1,,,,,,,,,
Palermo,2018-08-01,16:50,CORSO TUKORY ,"(38.108513,13.357923)",,2,,,,,,,,,
Palermo,2018-08-02,13:00,VIA CHINNICI DOMENICO GEN. ,"(38.100683,13.320402)",,1,,,,,,,,,
Palermo,2018-08-02,13:00,VIALE REGIONE SICILIANA ,"(38.122418,13.328963)",,1,,,,,,,,,
Palermo,2018-08-02,16:00,VIA PREZZOLINI GIUSEPPE ,"(38.158022,13.325104)",,1,,,,,,,,,
Palermo,2018-08-02,19:40,VIALE REGIONE SICILIANA N.O. ,"(38.12877,13.329748)",,,,,,,,,,,
Palermo,2018-08-02,22:45,FDO MARINO ,"(38.164752,13.366818)",,,,,,,,,,,
Palermo,2018-08-03,02:30,VIA DELL'AUTONOMIA SICILIANA ,"(38.142515,13.355067)",,,,,,,,,,,
Palermo,2018-08-02,13:40,VIALE CALTAGIRONE ,"(38.12912,13.301958)",,,,,,,,,,,
Palermo,2018-07-29,12:00,CORSO CALATAFIMI ,"(38.111713,13.351355)",,,,,,,,,,,
Palermo,2018-07-26,12:50,VIA ROMA ,"(38.121253,13.361411)",,1,,,,,,,,,
Palermo,2018-08-03,09:00,VIA CROCIFERI ,"(38.121605,13.33799)",,1,,,,,,,,,
Palermo,2018-08-03,13:50,VIALE MICHELANGELO ,"(38.132988,13.309009)",,1,,,,,,,,,
Palermo,2018-08-03,13:10,VIALE DE GASPERI ALCIDE ,"(38.148809,13.332207)",,1,,,,,,,,,
Palermo,2018-08-03,14:00,CORSO PISANI PIETRO ,"(38.107434,13.348199)",,1,,,,,,,,,
Palermo,2018-07-27,14:30,VIA MESSINA MARINE ,"(38.096711,13.424022)",,,,,,,,,,,
Palermo,2018-08-03,13:50,VIA ALFIERI VITTORIO ,"(38.138115,13.344826)",,1,,,,,,,,,
Palermo,2018-08-03,20:20,LUNGOMARE COLOMBO CRISTOFORO ,"(38.18863,13.351653)",,1,,,,,,,,,
Palermo,2018-08-03,23:00,VIA MONTEPELLEGRINO ,"(38.138974,13.358202)",,3,,,,,,,,,
Palermo,2018-08-04,08:10,VIA PIANO DELL'UCCIARDONE ,"(38.132012,13.359689)",,,,,,,,,,,
Palermo,2018-08-04,09:45,VIALE LAZIO ,"(38.14117,13.335072)",,1,,,,,,,,,
Palermo,2018-08-04,15:20,VIALE REGIONE SICILIANA S.E. ,"(38.095788,13.336028)",,,,,,,,,,,
Palermo,2018-08-04,18:50,VIA CASTELFORTE ,"(38.174623,13.326435)",,1,,,,,,,,,
Palermo,2018-08-04,17:20,VIALE REGIONE SICILIANA S.E. ,"(38.089777,13.384181)",,2,,,,,,,,,
Palermo,2018-08-04,23:40,VIA ARCHIMEDE ,"(38.129503,13.35669)",,,,,,,,,,,
Palermo,2018-08-05,05:00,VIA DANTE ,"(38.123753,13.350285)",,,,,,,,,,,
Palermo,2018-08-05,13:45,VIA SERGIO PAPA I ,"(38.151565,13.370439)",,,,,,,,,,,
Palermo,2018-08-04,03:00,CORSO DEI MILLE ,"(38.096043,13.39939)",,2,,,,,,,,,
Palermo,2018-08-06,08:45,VIALE REGIONE SICILIANA N.O. ,"(38.119413,13.328659)",,2,,,,,,,,,
Palermo,2018-08-06,08:25,VIA SAMMARTINO ,"(38.123644,13.350576)",,,,,,,,,,,
Palermo,2018-08-03,12:00,VIA GOETHE ,"(38.12034,13.350923)",,2,,,,,,,,,
Palermo,2018-08-03,16:10,VIA DUCA DELLA VERDURA ,"(38.134302,13.352317)",,1,,,,,,,,,
Palermo,2018-08-04,12:30,VIALE DE GASPERI ALCIDE ,"(38.150009,13.336038)",,,,,,,,,,,
Palermo,2018-08-05,12:10,VIA PELLICO SILVIO ,"(38.115495,13.345299)",,1,,,,,,,,,
Palermo,2018-08-07,08:00,FORO UMBERTO I ,"(38.115131,13.376176)",,,,,,,,,,,
Palermo,2018-08-06,18:15,VIALE STRASBURGO ,"(38.154964,13.329176)",,,,,,,,,,,
Palermo,2018-08-07,11:00,VIA SCIUTI GIUSEPPE ,"(38.140044,13.338828)",,1,,,,,,,,,
Palermo,2018-08-07,11:00,VIA PECORAINO FILIPPO ,"(38.095654,13.397051)",,2,,,,,,,,,
Palermo,2018-08-07,16:00,VIALE DIANA ,"(38.157695,13.343996)",,,,,,,,,,,
Palermo,2018-08-07,23:55,FORO UMBERTO I ,"(38.114496,13.376671)",,2,,,,,,,,,
Palermo,2018-08-07,18:10,VIA CRISPI FRANCESCO ,"(38.130247,13.360234)",,,,,,,,,,,
Palermo,2018-08-08,07:00,VIA MESSINA MARINE ,"(38.096923,13.420769)",,,,,,,,,,,
Palermo,2018-08-03,16:10,VIA BISAZZA FELICE ,"(38.124617,13.337596)",,2,,,,,,,,,
Palermo,2018-08-08,08:10,VIA MARCHESE DI ROCCAFORTE ,"(38.144051,13.345956)",,1,,,,,,,,,
Palermo,2018-08-08,09:20,PZZA STAZIONE A TOMMASO NATALE ,"(38.189966,13.285932)",,1,,,,,,,,,
Palermo,2018-08-08,11:00,VIALE DIANA ,"(38.157695,13.343996)",,1,,,,,,,,,
Palermo,2018-08-08,12:20,VIALE DEI PICCIOTTI ,"(38.105345,13.381704)",,,,,,,,,,,
Palermo,2018-08-08,12:30,VIA CRISPI FRANCESCO ,"(38.125756,13.363534)",,1,,,,,,,,,
Palermo,2018-08-08,12:45,VIALE DE GASPERI ALCIDE ,"(38.150735,13.336283)",,1,,,,,,,,,
Palermo,2018-08-08,15:30,VIA PELLIGRA SALVATORE ,"(38.09772,13.34639)",,2,,,,,,,,,
Palermo,2018-08-08,17:00,VIA PITRE' GIUSEPPE ,"(38.110524,13.329659)",,,,,,,,,,,
Palermo,2018-08-09,00:10,VIALE ERCOLE ,"(38.150497,13.348242)",,2,,,,,,,,,
Palermo,2018-08-01,09:15,VIALE LEONARDO DA VINCI ,"(38.128092,13.327313)",,,,,,,,,,,
Palermo,2018-08-09,10:15,VIA PITRE' GIUSEPPE ,"(38.110394,13.335233)",,1,,,,,,,,,
Palermo,2018-08-09,12:00,VIA NOTARBARTOLO EMANUELE ,"(38.131137,13.339453)",,,,,,,,,,,
Palermo,2018-08-09,13:50,VIA AUSONIA ,"(38.151725,13.332764)",,1,,,,,,,,,
Palermo,2018-08-09,15:30,VIA PECORAINO FILIPPO ,"(38.093907,13.402485)",,1,,,,,,,,,
Palermo,2018-08-09,17:00,VIA SAMMARTINO ,"(38.127454,13.348348)",,2,,,,,,,,,
Palermo,2018-08-09,18:00,VIA AL SANTUARIO DI CRUILLAS ,"(38.137181,13.329671)",,1,,,,,,,,,
Palermo,2018-08-09,19:30,VIA PIAVE ,"(38.105868,13.352728)",,2,,,,,,,,,
Palermo,2018-08-10,04:10,VIA PANNERIA ,"(38.117135,13.357915)",,1,,,,,,,,,
Palermo,2018-08-10,08:30,VIALE REGIONE SICILIANA S.E. ,"(38.090722,13.381809)",,2,,,,,,,,,
Palermo,2018-08-10,09:00,VIA FERRARA FRANCESCO ,"(38.125261,13.350606)",,2,,,,,,,,,
Palermo,2018-08-09,16:50,VIA GARZILLI NICCOLO' ,"(38.125927,13.352303)",,,,,,,,,,,
Palermo,2018-08-10,10:00,VIA GARZILLI NICCOLO' ,"(38.128325,13.351072)",,1,,,,,,,,,
Palermo,2018-08-10,14:30,VIA DE GOBBIS FRANCESCO ,"(38.178934,13.309873)",,1,,,,,,,,,
Palermo,2018-08-10,16:30,VIALE REGIONE SICILIANA S.E. ,"(38.095929,13.336053)",,3,,,,,,,,,
Palermo,2018-08-10,21:00,VIA TESAURO FRANCESCO PAOLO ,"(38.11159,13.360326)",,1,,,,,,,,,
Palermo,2018-08-10,01:00,VIA ORETO ,"(38.107525,13.366667)",,1,,,,,,,,,
Palermo,2018-08-11,02:00,VIALE GALATEA ,"(38.199921,13.321644)",,1,,,,,,,,,
Palermo,2018-08-11,10:00,CORSO TUKORY ,"(38.108044,13.356498)",,2,,,,,,,,,
Palermo,2018-08-11,18:10,VIA DELLA LIBERTA' ,"(38.143808,13.343138)",,1,,,,,,,,,
Palermo,2018-08-12,03:30,VIALE REGIONE SICILIANA ,"(38.122417,13.32886)",,1,,,,,,,,,
Palermo,2018-08-12,04:00,VIA SAMMARTINO ,"(38.123972,13.350625)",,,,,,,,,,,
Palermo,2018-08-12,10:15,LUNGOMARE COLOMBO CRISTOFORO ,"(38.191554,13.343304)",,1,,,,,,,,,
Palermo,2018-08-12,14:50,VIA ROMA ,"(38.11653,13.363503)",,1,,,,,,,,,
Palermo,2018-08-07,13:30,VIA SARDEGNA ,"(38.144428,13.330569)",,1,,,,,,,,,
Palermo,2018-08-12,18:45,VIALE DELLA RESURREZIONE ,"(38.16972,13.323839)",,,,,,,,,,,
Palermo,2018-08-12,21:15,VIA BRUNELLESCHI FILIPPO ,"(38.137547,13.313052)",,3,,,,,,,,,
Palermo,2018-08-13,02:15,VIA SAURO NAZARIO ,"(38.12445,13.330969)",,,,,,,,,,,
Palermo,2018-08-11,14:15,VIA MONTEGRAPPA ,"(38.106203,13.353677)",,,,,,,,,,,
Palermo,2018-08-11,15:00,VIALE REGIONE SICILIANA N.O. ,"(38.119856,13.328632)",,1,,,,,,,,,
Palermo,2018-02-08,12:35,PIAZZA BAIDA ,"(38.114246,13.296163)",,,,,,,,,,,
Palermo,2018-07-25,04:40,CORSO DEI MILLE ,"(38.089452,13.418698)",,,,,,,,,,,
Palermo,2018-08-13,01:45,VIA GULI' SIMONE COM. ,"(38.139181,13.367643)",,,,,,,,,,,
Palermo,2018-08-13,08:45,PIAZZA GIULIO CESARE ,"(38.110335,13.367159)",,1,,,,,,,,,
Palermo,2018-08-09,14:15,VIA MESSINA MARINE ,"(38.097711,13.413567)",,1,,,,,,,,,
Palermo,2018-08-13,11:15,VIA ARCHIRAFI ,"(38.109099,13.373844)",,,,,,,,,,,
Palermo,2018-07-31,08:40,VIA PALERMO GASPARE ,"(38.106944,13.367102)",,,,,,,,,,,
Palermo,2018-08-01,15:50,VIALE LEONARDO DA VINCI ,"(38.126884,13.320333)",,,,,,,,,,,
Palermo,2018-08-08,07:30,VIA TOMMASO NATALE ,"(38.18011,13.294957)",,,,,,,,,,,
Palermo,2018-08-13,11:30,VIALE GALATEA ,"(38.201161,13.324507)",,,,,,,,,,,
Palermo,2018-08-13,14:50,CORSO DEI MILLE ,"(38.100465,13.38359)",,1,,,,,,,,,
Palermo,2018-08-11,10:00,PIAZZA S.CRISTINA ,"(38.12908,13.298892)",,1,,,,,,,,,
Palermo,2018-08-13,18:40,VIA SCOTO MICHELE ,"(38.114147,13.334343)",,,,,,,,,,,
Palermo,2018-08-10,21:00,VIALE REGIONE SICILIANA S.E. ,"(38.096563,13.335966)",,,,,,,,,,,
Palermo,2018-08-14,11:10,VIALE MICHELANGELO ,"(38.13634,13.31686)",,,,,,,,,,,
Palermo,2018-08-14,13:50,VIA PLAUTO ,"(38.200716,13.268851)",,,,,,,,,,,
Palermo,2018-08-14,17:20,VIA NUOVA ,"(38.16114,13.324987)",,,,,,,,,,,
Palermo,2018-08-15,12:20,CORSO DEI MILLE ,"(38.096132,13.398905)",,,,,,,,,,,
Palermo,2018-08-16,00:20,VIA BARBERA ATTILIO ,"(38.110222,13.328714)",,,,,,,,,,,
Palermo,2018-08-16,00:15,VIALE STRASBURGO ,"(38.159808,13.323432)",,1,,,,,,,,,
Palermo,2018-08-04,14:35,CORSO RE RUGGERO ,"(38.10913,13.353956)",,,,,,,,,,,
Palermo,2018-08-06,11:00,PIAZZA STRAUSS RICCARDO ,"(38.1358,13.338198)",,,,,,,,,,,
Palermo,2018-08-07,11:00,VIA CAVOUR CAMILLO ,"(38.121706,13.359823)",,,,,,,,,,,
Palermo,2018-08-10,10:05,VIALE PRINCIPESSA IOLANDA ,"(38.192635,13.334385)",,,,,,,,,,,
Palermo,2018-08-08,13:30,VIA PARLATORE FILIPPO ,"(38.124674,13.343757)",,,,,,,,,,,
Palermo,2018-08-10,10:05,VIA MONGITORE ANTONINO ,"(38.110923,13.358488)",,,,,,,,,,,
Palermo,2018-08-12,21:00,VIA PATTI FILIPPO ,"(38.123241,13.366826)",,,,,,,,,,,
Palermo,2018-08-15,12:20,VIALE REGIONE SICILIANA N.O. ,"(38.119437,13.328736)",,1,,,,,,,,,
Palermo,2018-08-15,08:40,VIA MARINAI ALLIATA ,"(38.178206,13.333583)",,,,,,,,,,,
Palermo,2018-08-16,13:25,VIA DIAZ ARMANDO M.LLO ,"(38.102745,13.394834)",,,,,,,,,,,
Palermo,2018-08-16,15:50,VIA MESSINA MARINE ,"(38.095884,13.431241)",,1,,,,,,,,,
Palermo,2018-08-13,15:30,VIA CRISPI FRANCESCO ,"(38.125753,13.363174)",,,,,,,,,,,
Palermo,2018-08-16,18:20,VIA VILLAERMOSA ,"(38.122198,13.359495)",,,,,,,,,,,
Palermo,2018-08-16,19:40,VIALE DEL FANTE ,"(38.155301,13.338811)",,1,,,,,,,,,
Palermo,2018-08-17,02:30,VIALE REGIONE SICILIANA N.O. ,"(38.143749,13.330412)",,1,,,,,,,,,
Palermo,2018-08-17,10:35,VIALE STRASBURGO ,"(38.150182,13.332019)",,1,,,,,,,,,
Palermo,2018-08-17,13:30,PIAZZA GIULIO CESARE ,"(38.110616,13.366067)",,1,,,,,,,,,
Palermo,2018-08-17,13:00,VIALE ERCOLE ,"(38.150352,13.348495)",,1,,,,,,,,,
Palermo,2018-08-18,03:22,PIAZZA LEONI ,"(38.146722,13.343686)",,2,,,,,,,,,
Palermo,2018-08-18,03:15,VIA MESSINA MARINE ,"(38.101079,13.399435)",,1,,,,,,,,,
Palermo,2018-08-18,08:20,PIAZZA ACQUASANTA ,"(38.143864,13.36763)",,1,,,,,,,,,
Palermo,2018-08-18,07:00,VIALE REGIONE SICILIANA S.E. ,"(38.086674,13.349615)",,1,,,,,,,,,
Palermo,2018-08-18,10:55,VIA SCIUTI GIUSEPPE ,"(38.137021,13.340793)",,1,,,,,,,,,
Palermo,2018-08-18,14:15,VIA CRISPI FRANCESCO ,"(38.125319,13.363601)",,1,,,,,,,,,
Palermo,2018-08-18,15:50,VIA DELL'ORSA MAGGIORE ,"(38.093848,13.362689)",,3,,,,,,,,,
Palermo,2018-08-18,17:30,VIA MATTEI ,"(38.194919,13.321283)",,1,,,,,,,,,
Palermo,2018-08-18,20:30,VIA NOTARBARTOLO EMANUELE ,"(38.132371,13.34437)",,2,,,,,,,,,
Palermo,2018-08-19,18:15,VIA CAPPUCCINI ,"(38.11069,13.340393)",,1,,,,,,,,,
Palermo,2018-08-19,23:35,CORSO CALATAFIMI ,"(38.099547,13.321534)",,3,,,,,,,,,
Palermo,2018-08-19,17:30,VIA CIRRINCIONE ANDREA ,"(38.144263,13.349569)",,,,,,,,,,,
Palermo,2018-08-11,04:00,VIALE DIANA ,"(38.151265,13.34966)",,,,,,,,,,,
Palermo,2018-08-20,14:05,PIAZZA VERDI GIUSEPPE ,"(38.120596,13.356597)",,,,,,,,,,,
Palermo,2018-08-20,18:40,VIA BELGIO ,"(38.150919,13.329524)",,2,,,,,,,,,
Palermo,2018-08-20,21:40,VIA CRISPI FRANCESCO ,"(38.125319,13.363601)",,1,,,,,,,,,
Palermo,2018-08-21,01:10,VIA ARCHIMEDE ,"(38.128434,13.354062)",,1,,,,,,,,,
Palermo,2018-08-21,11:00,VIA VILLA SOFIA ,"(38.153983,13.337374)",,,,,,,,,,,
Palermo,2018-08-21,09:00,VIA DUCA DELLA VERDURA ,"(38.13409,13.350638)",,,,,,,,,,,
Palermo,2018-08-21,19:45,VIALE DE GASPERI ALCIDE ,"(38.148435,13.331308)",,1,,,,,,,,,
Palermo,2018-08-22,12:30,VIA VERMIGLIO FRANCESCO ,"(38.1003,13.333864)",,1,,,,,,,,,
Palermo,2018-08-22,12:30,VIA DELLA CONCILIAZIONE ,"(38.097444,13.374935)",,1,,,,,,,,,
Palermo,2018-08-22,17:10,VIA ARCHIMEDE ,"(38.130683,13.359733)",,1,,,,,,,,,
Palermo,2018-08-22,18:00,VIA ONORATO CARMELO ,"(38.10886,13.34553)",,1,,,,,,,,,
Palermo,2018-08-22,22:10,VIA GULI' CARLO ,"(38.090812,13.412612)",,,,,,,,,,,
Palermo,2018-08-22,23:45,VIA CIACULLI ,"(38.077982,13.402552)",,,,,,,,,,,
Palermo,2018-08-23,05:30,VIA NICASTRO GUSTAVO AMM. ,"(38.148437,13.359009)",,1,,,,,,,,,
Palermo,2018-08-23,14:30,CORSO DEI MILLE ,"(38.100541,13.383484)",,1,,,,,,,,,
Palermo,2018-08-17,00:05,VIA SFERRACAVALLO ,"(38.196769,13.278117)",,,,,,,,,,,
Palermo,2018-08-23,13:10,VIALE REGIONE SICILIANA S.E. ,"(38.091843,13.376882)",,,,,,,,,,,
Palermo,2018-08-23,23:00,VIALE DELLE PALME ,"(38.195346,13.334055)",,,,,,,,,,,
Palermo,2018-08-24,11:30,VIA ROMA ,"(38.115804,13.363904)",,,,,,,,,,,
Palermo,2018-08-01,23:00,VIA STABILE MARIANO ,"(38.121891,13.354652)",,,,,,,,,,,
Palermo,2018-08-24,00:30,VIA PACINI GIOVANNI ,"(38.119984,13.350199)",,,,,,,,,,,
Palermo,2018-08-24,13:30,VIALE REGIONE SICILIANA N.O. ,"(38.110527,13.329499)",,,,,,,,,,,
Palermo,2018-08-25,00:15,VIA BENTIVEGNA FRANCESCO ,"(38.123209,13.360651)",,,,,,,,,,,
Palermo,2018-08-25,01:00,VIALE CLOE ,"(38.19913,13.320568)",,,,,,,,,,,
Palermo,2018-08-25,04:00,VIALE REGINA ELENA ,"(38.199519,13.328427)",,,,,,,,,,,
Palermo,2018-08-25,12:30,CORSO DEI MILLE ,"(38.086459,13.422754)",,1,,,,,,,,,
Palermo,2018-08-25,15:00,VIA PARTANNA MONDELLO ,"(38.195525,13.306923)",,1,,,,,,,,,
Palermo,2018-08-25,17:15,VIALE STRASBURGO ,"(38.156571,13.326577)",,,,,,,,,,,
Palermo,2018-08-25,20:15,STRADA STATALE ,"(38.084758,13.328208)",,1,,,,,,,,,
Palermo,2018-08-26,01:00,VIA DELL'ORSA MINORE ,"(38.091625,13.365706)",,3,,,,,,,,,
Palermo,2018-08-26,05:45,VIA CRISPI FRANCESCO ,"(38.129609,13.360636)",,1,,,,,,,,,
Palermo,2018-08-26,11:15,VIA NARBONE ALESSIO ,"(38.118357,13.345277)",,,,,,,,,,,
Palermo,2018-08-26,15:40,VIA MARINUZZI ANTONIO ,"(38.105917,13.364942)",,,,,,,,,,,
Palermo,2018-08-26,19:40,VIA SACCO E VANZETTI ,"(38.09723,13.407678)",,1,,,,,,,,,
Palermo,2018-08-26,22:00,PIAZZA PALLAVICINO ,"(38.172675,13.326929)",,2,,,,,,,,,
Palermo,2018-08-27,02:30,VIALE NICOLETTI ROSARIO ,"(38.191823,13.289647)",,,,,,,,,,,
Palermo,2018-08-26,02:15,VIA SERRADIFALCO ,"(38.129135,13.337834)",,1,,,,,,,,,
Palermo,2018-08-27,10:10,VIA NOTARBARTOLO EMANUELE ,"(38.132692,13.345003)",,1,,,,,,,,,
Palermo,2018-08-27,13:00,VIALE DIANA ,"(38.157695,13.343996)",,2,,,,,,,,,
Palermo,2018-08-27,20:25,VIALE REGIONE SICILIANA S.E. ,"(38.089651,13.345418)",,,,,,,,,,,
Palermo,2018-08-27,21:30,CORSO CALATAFIMI ,"(38.100135,13.323313)",,4,,,,,,,,,
Palermo,2018-08-28,09:00,VIA S.LORENZO ,"(38.167229,13.314718)",,2,,,,,,,,,
Palermo,2018-08-28,13:20,VIA CRISPI FRANCESCO ,"(38.123975,13.364067)",,2,,,,,,,,,
Palermo,2018-08-28,15:00,VIA MATTEI ENRICO ,"(38.092695,13.398336)",,1,,,,,,,,,
Palermo,2018-08-28,17:15,VIALE REGIONE SICILIANA ,"(38.089959,13.374875)",,,,,,,,,,,
Palermo,2018-08-28,18:30,VIA VENTURA GIOACCHINO ,"(38.131883,13.355172)",,1,,,,,,,,,
Palermo,2018-08-13,23:00,VIA DANTE ,"(38.122894,13.347103)",,,,,,,,,,,
Palermo,2018-08-26,23:20,VIA TORRE DI MONDELLO ,"(38.206463,13.325363)",,2,,,,,,,,,
Palermo,2018-08-29,07:20,VIALE DE GASPERI ALCIDE ,"(38.151069,13.337804)",,1,,,,,,,,,
Palermo,2018-08-29,08:40,VIALE DEL FANTE ,"(38.152225,13.340828)",,2,,,,,,,,,
Palermo,2018-08-28,13:00,VIA NOCE ,"(38.120547,13.337)",,,,,,,,,,,
Palermo,2018-08-28,12:20,VIALE LEONARDO DA VINCI ,"(38.128616,13.329169)",,1,,,,,,,,,
Palermo,2018-08-29,12:40,VIA ROMA ,"(38.118439,13.362547)",,1,,,,,,,,,
Palermo,2018-08-29,23:45,VIA BERGAMO ,"(38.10348,13.368001)",,1,,,,,,,,,
Palermo,2018-08-30,08:00,VIALE REGIONE SICILIANA N.O. ,"(38.117252,13.329637)",,1,,,,,,,,,
Palermo,2018-08-30,09:20,VIA AURISPA GIOVANNI ,"(38.126388,13.340132)",,1,,,,,,,,,
Palermo,2018-08-30,10:30,VIA LA FRANCA SEBASTIANO ,"(38.102362,13.36541)",,1,,,,,,,,,
Palermo,2018-08-30,13:10,VIALE STRASBURGO ,"(38.157114,13.326225)",,1,,,,,,,,,
Palermo,2018-08-28,11:05,VIA VILLA SOFIA ,"(38.153269,13.336348)",,,,,,,,,,,
Palermo,2018-08-28,10:35,VIALE VENERE ,"(38.188931,13.323547)",,,,,,,,,,,
Palermo,2018-08-29,13:00,VIA DANTE ,"(38.124071,13.352303)",,1,,,,,,,,,
Palermo,2018-08-30,16:00,VIA CARELLA ,"(38.123245,13.36072)",,1,,,,,,,,,
Palermo,2018-08-30,16:05,VIA UGDULENA GREGORIO ,"(38.14048,13.346966)",,2,,,,,,,,,
Palermo,2018-08-31,03:30,VIA GUIDO D'AREZZO ,"(38.139658,13.332518)",,1,,,,,,,,,
Palermo,2018-08-26,20:00,VIA PRINCIPE DI SCORDIA ,"(38.124287,13.361276)",,,,,,,,,,,
Palermo,2018-08-31,10:00,VIA CALA ,"(38.120186,13.366328)",,,,,,,,,,,
Palermo,2018-08-31,10:15,VIALE DE GASPERI ALCIDE ,"(38.150396,13.336505)",,1,,,,,,,,,
Palermo,2018-08-31,13:45,VIALE MARGHERITA DI SAVOIA ,"(38.182743,13.334042)",,3,,,,,,,,,
Palermo,2018-08-31,16:20,PIAZZA S.OLIVA ,"(38.121961,13.353669)",,1,,,,,,,,,
Palermo,2018-08-31,20:00,VIA SPAGNA ,"(38.159109,13.323998)",,3,,,,,,,,,
Palermo,2018-08-31,21:15,VIA PEREZ FRANCESCO PAOLO ,"(38.103498,13.368025)",,1,,,,,,,,,
Palermo,2018-09-01,01:10,VIALE REGIONE SICILIANA N.O. ,"(38.146489,13.328232)",,3,,,,,,,,,
Palermo,2018-09-01,02:15,VIALE LEONARDO DA VINCI ,"(38.128116,13.327229)",,,,,,,,,,,
Palermo,2018-08-01,11:45,VIA FILETI ENRICO ,"(38.140395,13.365179)",,1,,,,,,,,,
Palermo,2018-09-01,12:30,VIA GIORDANO UMBERTO ,"(38.137795,13.338597)",,1,,,,,,,,,
Palermo,2018-09-01,14:05,VIA LA MASA GIUSEPPE ,"(38.126058,13.361175)",,2,,,,,,,,,
Palermo,2018-09-01,16:30,VIA ROMBULO PIETRO ,"(38.192802,13.341368)",,1,,,,,,,,,
Palermo,2018-09-01,23:45,PIAZZA TREDICI VITTIME ,"(38.120242,13.366314)",,,,,,,,,,,
Palermo,2018-09-02,01:00,VIA PARLATORE FILIPPO ,"(38.123901,13.344137)",,,,,,,,,,,
Palermo,2018-09-02,01:30,VIA PARLATORE FILIPPO ,"(38.123901,13.344137)",,,,,,,,,,,
Palermo,2018-09-02,01:00,PIAZZA S.ANTONINO ,"(38.109976,13.365011)",,3,,,,,,,,,
Palermo,2018-09-02,18:30,VIA GOETHE ,"(38.121351,13.350456)",,2,,,,,,,,,
Palermo,2018-09-03,08:20,VIALE REGIONE SICILIANA S.E. ,"(38.089651,13.345418)",,,,,,,,,,,
Palermo,2018-09-01,03:30,VIALE REGIONE SICILIANA ,"(38.089271,13.371759)",,1,,,,,,,,,
