ID,Citta,Via,FondoStradale,Pavimentazione,Illuminazione,Coordinate
0912018111013182851,Palermo,"VIA MALASPINA , 106",,,,"(38,12949,13,339244)"
0912018111019102852,Palermo,"VIA STABILE MARIANO , 203",,,,"(38,122472,13,356047)"
0912018111019102853,Palermo,"PIAZZALE CADUTI DI EL ALAMEIN , VIA GUTTUSO",,,,"(38,174556,13,312514)"
0912018111103002854,Palermo,VIALE DIANA in direzione di MONDELLO VIA DELLA FAVORITA,,,,"(38,159068,13,343061)"
0912018111109102855,Palermo,VIALE REGIONE SICILIANA S.E. carr. laterale 697,,,,"(38,097118,13,334272)"
0912018111106002856,Palermo,VIA PEREZ FRANCESCO PAOLO intersezione con VIA,,,,"(38,105824,13,366614)"
0912018111102002857,Palermo,VIA XX SETTEMBRE intersezione con VIA TRAPANI,,,,"(38,127019,13,352236)"
0912018111104002858,Palermo,"VIA CRISPI FRANCESCO , 64",,,,"(38,123975,13,364067)"
0912018111117002859,Palermo,VIALE MARIA SS. MEDIATRICE intersezione con PIAZZA BARBARINO COSTANZO,,,,"(38,101188,13,334587)"
0912018111117402860,Palermo,"CORSO DEI MILLE , 1474",,,,"(38,09169,13,412557)"
0912018110922302861,Palermo,VIA CESALPINO ANDREA intersezione VIA LATTERI SAVERIO,,,,"(38,101363,13,353903)"
0912018111211452862,Palermo,"VIA CRISPI FRANCESCO , 153",,,,"(38,125756,13,363534)"
0912018111213002863,Palermo,LUNGOMARE COLOMBO CRISTOFORO pressi TELIMAR,,,,"(38,188661,13,351633)"
0912018111219502864,Palermo,VIA LAURANA FRANCESCO intersezione VIALE MARCHESE DI VILLABIANCA,,,,"(38,135167,13,351753)"
0912018111220352865,Palermo,VIA BERNINI GIAN LORENZO intersezione VIA LO MONACO CIACCIO ANTONINO,,,,"(38,133678,13,324717)"
0912018111301152866,Palermo,VIALE REGIONE SICILIANA S.E. altezza velox rampa pressi Forum PIAZZA VIGILI DEL FUOCO,,,,"(38,087156,13,397182)"
0912018110520302867,Palermo,"VIA MONTALBO , 254",,,,"(38,13898,13,367367)"
0912018110919002868,Palermo,VIA TITONE MICHELE intersezione con VIA SUNSERI GIUSEPPE,,,,"(38,107594,13,339058)"
0912018111309002869,Palermo,"VIA S.FRANCESCO DI SALES , 39",,,,"(38,084971,13,344844)"
0912018111000502870,Palermo,VIA CALVI PASQUALE altezza (inters.) VIA ALBANESE ENRICO,,,,"(38,130044,13,355033)"
0912018032920302871,Palermo,VIALE REGIONE SICILIANA S.E. altezza (spec.) pagliarelli,,,,"(38,091821,13,341711)"
0912018111314152872,Palermo,VIA DELL'ORSA MINORE intersezione VIA PARATORE GIUSEPPE,,,,"(38,096642,13,371552)"
0912018111314002873,Palermo,VIA DEI BENEDETTINI altezza (inters.) VIA MURA DI PORTA MONTALTO,,,,"(38,108566,13,355622)"
0912018111317502874,Palermo,"VIALE DEI PICCIOTTI , 32",,,,"(38,105106,13,382441)"
0912018111319002875,Palermo,VIA CONTESSA ADELASIA pressi 23,,,,"(38,117203,13,34651)"
0912018111320002876,Palermo,VIALE VENERE intersezione con VIA MARINAI ALLIATA,,,,"(38,189592,13,328327)"
0912018111401152877,Palermo,VIA VENEZIANO ANTONIO intersezione con VIA VILLA FLORIO,,,,"(38,120391,13,345259)"
0912018111407552878,Palermo,VIA RAMPOLLA MARIANO CARD. altezza (inters.) SALITA BELMONTE,,,,"(38,145089,13,369358)"
0912018111409502879,Palermo,"VIALE REGIONE SICILIANA N.O. , 4372",,,,"(38,142063,13,33099)"
0912018111416102880,Palermo,"VIA BORREMANS GUGLIELMO , 38",,,,"(38,132854,13,335658)"
0912018102317452881,Palermo,VIA PRINCIPE DI VILLAFRANCA altezza (inters.) VIA TURRISI COLONNA GIUSEPPINA,,,,"(38,126798,13,350786)"
0912018111418202882,Palermo,VIA DANTE intersezione VIA DE SPUCHES GIUSEPPE,,,,"(38,123893,13,351376)"
0912018102516052883,Palermo,"VIA CERDA , 43",,,,"(38,122422,13,35758)"
0912018102809452884,Palermo,"P.TTA DEGLI ANGELINI , 73",,,,"(38,11569,13,361487)"
0912018102916302885,Palermo,"PIAZZETTA DEL NOVIZIATO , 24",,,,"(38,118119,13,351693)"
0912018102914202886,Palermo,"VIA NASI NUNZIO , 17",,,,"(38,111875,13,359663)"
0912018110100012887,Palermo,"VIA SPALLITTA FRANCESCO , 27",,,,"(38,124801,13,342968)"
0912018110107152888,Palermo,"VIA BRANCACCIO , 363",,,,"(38,09778,13,381868)"
0912018110108322889,Palermo,"VIA BRANCACCIO , 375",,,,"(38,09735,13,382072)"
0912018111421102890,Palermo,"VIA PRINCIPE DI GRANATELLI ,  29",,,,"(38,124145,13,358774)"
0912018111417002891,Palermo,"VIA ORETO , 385",,,,"(38,094112,13,375145)"
0912018110109402892,Palermo,"VIA BRANCACCIO , 363/375",,,,"(38,09778,13,381868)"
0912018110111302893,Palermo,"VIA BRANCACCIO , 363/375",,,,"(38,09778,13,381868)"
0912018110514052894,Palermo,"VIA RIZZOTTO PLACIDO , 2",,,,"(38,094272,13,377213)"
0912018110714002895,Palermo,VIALE LEONARDO DA VINCI altezza (inters.) PIAZZA EINSTEIN ALBERT,,,,"(38,128499,13,329834)"
0912018111508002896,Palermo,PIAZZA S.FRANCESCO DI PAOLA intersezione VIA S.OLIVA,,,,"(38,121502,13,352855)"
0912018110809202897,Palermo,VIALE REGIONE SICILIANA carr. centrale 3260,,,,"(38,132876,13,32962)"
0912018111116502898,Palermo,"VIA LA VALLE RAFFAELE , 2",,,,"(38,101944,13,334562)"
0912018111213002899,Palermo,VIALE REGIONE SICILIANA N.O. altezza (inters.) PIAZZA EINSTEIN ALBERT,,,,"(38,129148,13,329874)"
0911511201809002900,Palermo,VIA ROMA intersezione con VIA VITTORIO EMANUELE,,,,"(38,116527,13,363504)"
0912018111414302901,Palermo,"VIALE REGIONE SICILIANA , 1039",,,,"(38,11275,13,329898)"
0912018111508052902,Palermo,VIA MONGITORE ANTONINO intersezione con VIA ORLANDO DIEGO,,,,"(38,110639,13,357735)"
0912018111510252903,Palermo,"VIA SIRACUSA , 20",,,,"(38,127385,13,351735)"
0912018110617302904,Palermo,VIALE LAZIO pressi 75/77,,,,"(38,140903,13,334282)"
0912018111510302905,Palermo,VIA SAMPOLO intersezione con VIA LA MARMORA ALESSANDRO,,,,"(38,143431,13,347897)"
0912018111514552906,Palermo,"PIAZZA CAPONNETTO ANTONINO ,  1",,,,"(38,135025,13,357839)"
0912018111514502907,Palermo,"CORSO CALATAFIMI , 589",,,,"(38,104884,13,334271)"
0912018111515302908,Palermo,"VIA CHIARAVELLI ,  2",,,,"(38,090121,13,416437)"
0912018111520402909,Palermo,VIA MAGNISI s.n.c.,,,,"(38,120518,13,36464)"
0912018111614002910,Palermo,"VIA BELGIO , 79",,,,"(38,150725,13,329152)"
0912018111212452911,Palermo,FORO UMBERTO I altezza (spec.) villa Giulia,,,,"(38,114352,13,376734)"
0912018111617402912,Palermo,"VIA POLITO , 5",,,,"(38,118969,13,336879)"
0912018111701552913,Palermo,"VIA CUCCIA SIMONE , 33",,,,"(38,139936,13,343051)"
0912018111708002914,Palermo,"CORSO CALATAFIMI , 56",,,,"(38,110388,13,348596)"
0912018111710402915,Palermo,"VIA SAMPOLO , 139",,,,"(38,144334,13,34711)"
0912018111712302916,Palermo,"VIA LI MULI VINCENZO , 124",,,,"(38,105848,13,343099)"
0912018111713452917,Palermo,VIA MESSINA MARINE intersezione con VIA CAPPELLO SALVATORE,,,,"(38,10678,13,382967)"
0912018111804302918,Palermo,"VIA CAVOUR CAMILLO , 28",,,,"(38,12244,13,36291)"
0912018111722252919,Palermo,VIA MATTARELLA PIERSANTI pressi cavalcavia,,,,"(38,131214,13,347774)"
0912018111803002920,Palermo,"VIALE RIZZOTTO PLACIDO , 93",,,,"(38,094272,13,377213)"
0912018111804302921,Palermo,"VIALE MICHELANGELO , 1482",,,,"(38,135133,13,314492)"
0912018111816452922,Palermo,VIA TRITONE intersezione con VIA MANDERINO,,,,"(38,200112,13,280775)"
0912018111716002923,Palermo,"VIA DE FILIPPO TITINA , 32",,,,"(38,102525,13,32721)"
0912018111820452924,Palermo,VIALE GALILEO GALILEI intersezione con VIA LEHAR FRANZ,,,,"(38,137917,13,332118)"
0912018111900452925,Palermo,"VIA MONTEPELLEGRINO , 47",,,,"(38,136696,13,358787)"
0912018111713002926,Palermo,PIAZZA STURZO LUIGI altezza (inters.) VIA SCINA' DOMENICO,,,,"(38,126571,13,357663)"
0912018102209302927,Palermo,"VIA GIAQUINTO CORRADO , 28",,,,"(38,12633,13,32419)"
0912018111901002928,Palermo,"VIA TOMMASO NATALE , 120",,,,"(38,186435,13,289887)"
0912018111908002929,Palermo,VIA BASILE ERNESTO intersezione VIA ARTALE VITO GEN.,,,,"(38,100441,13,347266)"
0912018111013152930,Palermo,PIAZZA CASCINO ANTONINO GEN. altezza (spec.) INGRESSO FIERA,,,,"(38,14257,13,357208)"
0912018111912402931,Palermo,"VIALE CROCE ROSSA , 53",,,,"(38,148195,13,340777)"
0912018111913152932,Palermo,"VIA GARCIA LORCA FEDERICO , 36",,,,"(38,16609,13,32158)"
0912018111510452933,Palermo,PIAZZA GIULIO CESARE intersezione PIAZZA S.ANTONINO,,,,"(38,110165,13,365371)"
0912018111514552934,Palermo,VIA SCIUTI GIUSEPPE intersezione VIA NOTARBARTOLO EMANUELE,,,,"(38,13208,13,343362)"
0912018111914502935,Palermo,VIA MULE' GIUSEPPE intersezione VIA PORRAZZI,,,,"(38,102478,13,334089)"
0912018111913152936,Palermo,VIA MARCHESE NICOLO' PENSABENE intersezione VIA PESCIA,,,,"(38,17827,13,319966)"
0912018111921152937,Palermo,"VIA GALLETTI , 193/A",,,,"(38,093515,13,430279)"
0912018112007002938,Palermo,VIA POLO MARCO intersezione VIA ANTINORI ORAZIO,,,,"(38,116172,13,347834)"
0912018112008202939,Palermo,VIA RAPISARDI MARIO intersezione con VIA MORELLO NUNZIO,,,,"(38,134044,13,343344)"
0912018112008302940,Palermo,VIA DEL VESPRO intersezione PIAZZA DURANTE FRANCESCO,,,,"(38,103772,13,362601)"
0912018112011502941,Palermo,"VIALE LAZIO , 46",,,,"(38,141559,13,336958)"
0912018112013352942,Palermo,"VIALE REGIONE SICILIANA S.E. , 1980",,,,"(38,088136,13,346528)"
0912018112014302943,Palermo,"CORSO DEI MILLE , 1592",,,,"(38,08964,13,418519)"
0912018112019002944,Palermo,"VIA S.LORENZO , 75/M",,,,"(38,16028,13,329538)"
0912018112103002945,Palermo,VIA LA FARINA GIUSEPPE intersezione VIA SAMMARTINO,,,,"(38,128244,13,347906)"
0912018112107202946,Palermo,VIA DUCA DELLA VERDURA intersezione con VIA TOSELLI PIETRO MAGG.,,,,"(38,134591,13,35339)"
0912018112109152947,Palermo,"CORSO CALATAFIMI , civ. 304",,,,"(38,105518,13,336679)"
0912018112113002948,Palermo,"VIA PARLATORE FILIPPO , 28",,,,"(38,124534,13,343709)"
0912018112112552949,Palermo,VIA DEGLI EMIRI intersezione con VIALE GIARRUSSO FELICE,,,,"(38,116338,13,337309)"
0912018112007452950,Palermo,VIALE REGIONE SICILIANA in prossimit? di V. I. N. MINEO,,,,"(38,120353,13,328878)"
0912018112113102951,Palermo,"VIA ROCCELLA GUSTAVO , 52",,,,"(38,095285,13,347945)"
0912018112113152952,Palermo,VIA BESTA FABIO intersezione con VIA LANZA DI SCALEA GIUSEPPE,,,,"(38,177579,13,308932)"
0912018102721302953,Palermo,"VIA DELLO SPIRITO SANTO ,  36",,,,"(38,117737,13,357286)"
0912018111010502954,Palermo,"VIA PRINCIPE DI BELMONTE , 55",,,,"(38,125049,13,359796)"
0912018111613152955,Palermo,"VIALE STRASBURGO , 289",,,,"(38,161754,13,322183)"
0912018111915152956,Palermo,"VIA PITRE' GIUSEPPE , 37",,,,"(38,110597,13,338341)"
0912018111713002957,Palermo,"VIALE MICHELANGELO , 193",,,,"(38,139304,13,328495)"
0912018112119002958,Palermo,CORSO CALATAFIMI intersezione VIA MANCUSO LENIN,,,,"(38,099629,13,321735)"
0912018112119502959,Palermo,"VIALE MICHELANGELO , 884",,,,"(38,13685,13,31834)"
0912018112119302960,Palermo,VIA MATTEI ENRICO intersezione con VIA DUCROT VITTORIO,,,,"(38,092702,13,39831)"
0912018112208102961,Palermo,"CORSO DEI MILLE , 914",,,,"(38,099178,13,390603)"
0912018112210202962,Palermo,"VIA TURRISI NICOLO' , 10",,,,"(38,120152,13,35258)"
0912018111915002963,Palermo,VIA VILLA FLORIO intersezione VIA LA MANTIA VITO,,,,"(38,120613,13,34635)"
0912018112210302964,Palermo,"VIALE REGIONE SICILIANA S.E. , pagliarelli",,,,"(38,0952,13,337057)"
0912018112214202965,Palermo,"VIA SFERRACAVALLO , 1",,,,"(38,191017,13,28469)"
0912018112214302966,Palermo,VIA ALTOFONTE intersezione con VIA SCORZADENARO,,,,"(38,094761,13,335781)"
0912018112216002967,Palermo,VIA MESSINA MARINE intersezione con VIA CAPPELLO SALVATORE,,,,"(38,106822,13,382947)"
0912018112216102968,Palermo,"VIA CONTE FEDERICO , 266",,,,"(38,085633,13,39937)"
0912018112117302969,Palermo,PIAZZA EINSTEIN ALBERT altezza (spec.) MC DONALD'S,,,,"(38,128152,13,32933)"
0912018112217302970,Palermo,VIA LAUDICINA ANTONINO intersezione VIA MESSINA MARINE,,,,"(38,097823,13,413311)"
0912018112221402971,Palermo,VIA MESSINA MARINE intersezione VIA LI GOTTI ETTORE,,,,"(38,096899,13,420805)"
0912018112307502972,Palermo,"VIA MESSINA MARINE , 811",,,,"(38,095136,13,43257)"
0912018112309202973,Palermo,VIALE STRASBURGO intersezione con VIA BELGIO,,,,"(38,151772,13,331176)"
0912018112216002974,Palermo,VIA CAPPELLO SALVATORE altezza (inters.) VIA,,,,"(38,105014,13,381395)"
0912018112312002975,Palermo,PIAZZA TURBA EUCLIDE GEN. altezza (inters.) VIA SCHIFANI VITO,,,,"(38,10099,13,338167)"
0912018112112152976,Palermo,"VIA DE GOBBIS FRANCESCO ,  13",,,,"(38,17966,13,31152)"
0912018112316202977,Palermo,"VIA MARINUZZI ANTONIO , 131",,,,"(38,105016,13,365582)"
0912018110319302978,Palermo,"LARGO CIAULA MAURO , 4",,,,"(38,10105,13,336512)"
0912018112317502979,Palermo,VIA PONTE DI MARE altezza (inters.) VIA ADORNO MARIO,,,,"(38,10948,13,379438)"
0912018112400102980,Palermo,"VIA BUONRIPOSO , 62",,,,"(38,102148,13,373886)"
0912018112400452981,Palermo,VIA MARINUZZI ANTONIO intersezione con VIA D'ONDES REGGIO VITO,,,,"(38,108186,13,36345)"
0912018112403002982,Palermo,"VIALE REGIONE SICILIANA N.O. , 486",,,,"(38,108309,13,329621)"
0912018112300502983,Palermo,VIA LA LUMIA ISIDORO intersezione con VIA MAZZINI,,,,"(38,127623,13,35558)"
0912018112404302984,Palermo,VIA PRINCIPE DI VILLAFRANCA intersezione con VIA LA FARINA GIUSEPPE,,,,"(38,128935,13,349574)"
0912018112417302985,Palermo,VIA NIGRA COSTANTINO altezza (inters.) VIA NOTO,,,,"(38,129061,13,348496)"
0912018112420102986,Palermo,VIALE REGIONE SICILIANA S.E. intersezione con VIA BRASCA,,,,"(38,089592,13,384552)"
0912018112420152987,Palermo,VIA LINCOLN intersezione PIAZZA GIULIO CESARE,,,,"(38,110857,13,366867)"
0912018112422202988,Palermo,VIA AURISPA GIOVANNI intersezione VIA MERENDA PIETRO,,,,"(38,126377,13,340124)"
0912018112502302989,Palermo,"VIA MESSINA MARINE , 447",,,,"(38,099948,13,402975)"
0912018112510002990,Palermo,VIALE REGIONE SICILIANA N.O. in prossimit? di semaforo,,,,"(38,128199,13,329791)"
0912018112514412991,Palermo,VIA IMERA intersezione con VIA LASCARIS COSTANTINO,,,,"(38,11701,13,348677)"
0912018112516172992,Palermo,VIA GARGALLO TOMMASO intersezione con VIALE MARCHESE DI VILLABIANCA,,,,"(38,138739,13,349341)"
0912018112519302993,Palermo,VIA ABRUZZI intersezione con VIA DELLE MADONIE,,,,"(38,147167,13,332418)"
0912018112608102994,Palermo,VIA ROCCAZZO intersezione con VIA CARTAGINE,,,,"(38,124124,13,310885)"
0912018112502402995,Palermo,VIA OLIVERI MANDALA' EMANUELE intersezione con VIA CRUILLAS,,,,"(38,140246,13,327665)"
0912018112609302996,Palermo,"VIALE REGIONE SICILIANA , 4441",,,,"(38,089957,13,374867)"
0912018112610002997,Palermo,VIA BELMONTE CHIAVELLI intersezione con VIA LO SCHIAVO GIUSEPPE GUIDO,,,,"(38,096673,13,368751)"
0912018112612552998,Palermo,"VIA ROMA , 188",,,,"(38,115833,13,36386)"
0912018112501002999,Palermo,"VIA RICASOLI , 45",,,,"(38,127944,13,354567)"
0912018111913453000,Palermo,VIA ROCCAZZO altezza (inters.) VIA SARULLO LUIGI,,,,"(38,120384,13,306032)"
0912018112311303001,Palermo,VIALE CROCE ROSSA altezza (inters.) PIAZZA VITTORIO VENETO,,,,"(38,145868,13,341718)"
0912018112510553002,Palermo,"VIA MAQUEDA , 77",,,,"(38,112145,13,363874)"
0912018102719303003,Palermo,VIA BRIGATA VERONA intersezione VIA LIGURIA,,,,"(38,142889,13,337991)"
0912018110103503004,Palermo,"VIA MONDELLO , 23",,,,"(38,206893,13,325178)"
0912018112407303005,Palermo,VIA MORTILLARO VINCENZO altezza (inters.) VIA MARINUZZI ANTONIO,,,,"(38,104396,13,366007)"
0912018112616303006,Palermo,"PIAZZA LEONI , 12",,,,"(38,146656,13,344414)"
0912018112523003007,Palermo,VIA SAMMARTINO pressi GARAGE,,,,"(38,126197,13,349207)"
0912018112619003008,Palermo,VIA CAMILLIANI CAMILLO intersezione con VIA ACI,,,,"(38,131023,13,323407)"
0912018112701303009,Palermo,VIA VESPUCCI AMERIGO intersezione VIA CROCIFERI,,,,"(38,122964,13,337205)"
0912018112705003010,Palermo,"CORSO ALBERTO AMEDEO , 136",,,,"(38,116553,13,350623)"
0912018112708003011,Palermo,"VIALE PIEMONTE , 49",,,,"(38,142195,13,340785)"
0912018112710003012,Palermo,VIA CIMAROSA DOMENICO intersezione con VIA MALASPINA,,,,"(38,128805,13,340031)"
0912018112710003013,Palermo,"VIA MONTE S.CALOGERO , 5",,,,"(38,15111,13,32729)"
0912018112709153014,Palermo,VIA PRINCIPE DI PATERNO' intersezione con VIA,,,,"(38,138513,13,337861)"
0912018112710153015,Palermo,VIA ANSELMI ROSINA intersezione con CORSO CALATAFIMI,,,,"(38,102141,13,328078)"
0912018112712003016,Palermo,"VIA DIRILLO , 36/A",,,,"(38,079598,13,307366)"
0912018112713303017,Palermo,VIA RUFFO DI CALABRIA altezza (inters.) VIA FALCONA,,,,"(38,114275,13,294565)"
0912018102916303018,Palermo,"VIA LA FRANCA SEBASTIANO , 43",,,,"(38,102556,13,364926)"
0912018101913453019,Palermo,"VIA CRISPI FRANCESCO , 138",,,,"(38,126006,13,362941)"
0912018112009503020,Palermo,"VIA XX SETTEMBRE , 69",,,,"(38,129323,13,351103)"
0912018112716403021,Palermo,VIA PRINCIPE DI VILLAFRANCA intersezione VIA FERRARA FRANCESCO,,,,"(38,125575,13,351452)"
0912018112717353022,Palermo,VIA CRISPI FRANCESCO altezza (inters.) VIA SAMMUZZO,,,,"(38,124954,13,363604)"
0912018112718153023,Palermo,"VIALE DUCA DEGLI ABRUZZI , 1",,,,"(38,166741,13,330328)"
0912018112722303024,Palermo,VIALE REGIONE SICILIANA S.E. carr. laterale 3546,,,,"(38,087415,13,359361)"
0912018112810303025,Palermo,VIA NIGRA COSTANTINO intersezione VIA MATTARELLA PIERSANTI,,,,"(38,12938,13,3493)"
0912018112703153026,Palermo,VIA NOTARBARTOLO EMANUELE intersezione VIA BOITO ARRIGO,,,,"(38,131356,13,340486)"
0912018112808203027,Palermo,VIA ORETO intersezione VIA BUONRIPOSO,,,,"(38,104167,13,374395)"
0912018112307553028,Palermo,PIAZZA EINSTEIN ALBERT carr. laterale lato monte,,,,"(38,128395,13,328595)"
0912018112812003029,Palermo,PIAZZA UNITA' D'ITALIA intersezione con VIA D'ANNUNZIO GABRIELE,,,,"(38,137828,13,344094)"
0912018112409003030,Palermo,VIA MURA DI SAN VITO pressi COMANDO PROV CC,,,,"(38,119262,13,355199)"
0912018112813003031,Palermo,"VIA BASILE ERNESTO , 108",,,,"(38,104869,13,351207)"
0912018112814003032,Palermo,VIA S.NICOLA intersezione con VIA SCORDIA,,,,"(38,186198,13,306757)"
0912018112818103033,Palermo,"VIA CARNEVALE SALVATORE , 2",,,,"(38,098105,13,394708)"
0912018112817003034,Palermo,"VIA ROCCAZZO , 32",,,,"(38,124876,13,312044)"
0912018112817303035,Palermo,"PIAZZA GIULIO CESARE ,  43A",,,,"(38,109909,13,367341)"
0912018112719303036,Palermo,"VIA SAITTA LONGHI , 94",,,,"(38,090667,13,312772)"
0912018112719303037,Palermo,"VIA SAITTA LONGHI , 94",,,,"(38,090667,13,312772)"
0912018112719303038,Palermo,"VIA SAITTA LONGHI , 94",,,,"(38,090667,13,312772)"
0912018112721203039,Palermo,PIAZZA EINSTEIN ALBERT altezza (spec.) MC MONALDS,,,,"(38,128771,13,328774)"
0912018112721203040,Palermo,PIAZZA EINSTEIN ALBERT altezza (spec.) MC DONALDS,,,,"(38,128209,13,329193)"
0912018112812153041,Palermo,VIALE LAZIO intersezione con VIALE CAMPANIA,,,,"(38,14283,13,340223)"
0912018112913303042,Palermo,"VIALE DUCA DEGLI ABRUZZI ,  53/a",,,,"(38,172056,13,327386)"
0912018112503003043,Palermo,"VIA VILLAGRAZIA , 261",,,,"(38,086549,13,348961)"
0912018112313203044,Palermo,VIA MAJALI GIULIANO intersezione VIA AVOLIO CORRADO,,,,"(38,109294,13,360146)"
0912018112916003045,Palermo,"VIALE DELLE MAGNOLIE , 8",,,,"(38,140727,13,340285)"
0912018112919453046,Palermo,"CSO FINOCCHIARO APRILE CAMILLO , 124",,,,"(38,11856,13,34755)"
0912018112922553047,Palermo,VIALE REGIONE SICILIANA S.E. carreggiata centrale svincolo,,,,"(38,089911,13,344167)"
0912018112923003048,Palermo,"VIA IMPASTATO FELICIA , 2",,,,"(38,11569,13,361487)"
0912018113002003049,Palermo,VIA CALA pressi PORTICCIOLO,,,,"(38,119327,13,366599)"
0912018113007503050,Palermo,"VIALE MARCHESE DI VILLABIANCA , 12",,,,"(38,134846,13,351577)"
0912018112409303051,Palermo,VIA ZAMPARRONE BALDASSARE s.n.c.,,,,"(38,123029,13,339027)"
0912018113009303052,Palermo,VIALE LAZIO altezza (spec.) sciuti,,,,"(38,141893,13,337341)"
0912018113009003053,Palermo,"VIALE DEL FANTE , 54",,,,"(38,148513,13,342772)"
0912018113011353054,Palermo,"VIA PRINCIPE DI PALAGONIA ,  12",,,,"(38,133966,13,336416)"
0912018113013053055,Palermo,VIALE REGIONE SICILIANA S.E. carr. centrale 1660/A,,,,"(38,089167,13,346547)"
0912018112222303056,Palermo,"VIA AVERSA TOMMASO , 130",,,,"(38,123419,13,334047)"
0912018112612003057,Palermo,"VIA ROCCAZZO , 36",,,,"(38,124695,13,31181)"
0912018112214553058,Palermo,VIA PRINCIPE DI VILLAFRANCA altezza (inters.) VIA DODICI GENNAIO,,,,"(38,124906,13,351825)"
0912018113018103059,Palermo,"VIA LI GOTTI ETTORE , 2",,,,"(38,096957,13,420977)"
0912018113019203060,Palermo,VIA MAJORANA ETTORE intersezione con VIA LA MALFA UGO,,,,"(38,163408,13,311562)"
0912018113020303061,Palermo,VIA DELLA LIBERTA' intersezione con VIA PATERNO' EMANUELE,,,,"(38,141295,13,344769)"
0912018113023003062,Palermo,VIALE STRASBURGO altezza (inters.) VIA NUOVA,,,,"(38,160308,13,323035)"
0912018120103303063,Palermo,"VIA SAURO NAZARIO , 19",,,,"(38,123853,13,331617)"
0912018120112303064,Palermo,VIA MESSINA MARINE altezza (inters.) VIA LAUDICINA ANTONINO,,,,"(38,09792,13,413351)"
0912018120113303065,Palermo,VIA MESSINA MARINE altezza (inters.) VIA LAUDICINA ANTONINO,,,,"(38,097844,13,413247)"
0912018120113503066,Palermo,VIA DAMIANI ALMEJDA intersezione con VIA SALINAS ANTONINO,,,,"(38,130693,13,345242)"
0912018120200453067,Palermo,VIA AURISPA GIOVANNI intersezione con VIA VIVONA FRANCESCO,,,,"(38,126129,13,338995)"
0912018120211003068,Palermo,"VIA HOUEL , N. 4",,,,"(38,122223,13,351054)"
0912018120217303069,Palermo,VIA LINCOLN intersezione con VIA RAO CARLO,,,,"(38,1125,13,370429)"
0912018120220303070,Palermo,"VIA DUCA DELLA VERDURA , 13",,,,"(38,134324,13,352751)"
0912018120220303071,Palermo,VIA CAPPELLO SALVATORE altezza (inters.) VIALE DEI PICCIOTTI,,,,"(38,105368,13,381753)"
0912018120116303072,Palermo,VIA S.LORENZO altezza (spec.) civico n. 44,,,,"(38,157992,13,330349)"
0912018120120003073,Palermo,VIALE LAZIO pressi via lombardia,,,,"(38,142492,13,339219)"
0912018120121203074,Palermo,VIALE NICOLETTI ROSARIO in prossimit? di by-pass elenka,,,,"(38,191823,13,289647)"
0912018120309453075,Palermo,VIA SAMPOLO altezza (inters.) PIAZZA DON BOSCO,,,,"(38,144828,13,346186)"
0912018120309453076,Palermo,"VIA RIZZO AMMIRAGLIO , 75",,,,"(38,143533,13,358358)"
0912018120107503077,Palermo,VIA DONIZETTI GAETANO intersezione con PIAZZA VERDI GIUSEPPE,,,,"(38,11969,13,357333)"
0912018120311503078,Palermo,"VIA CRISPI FRANCESCO , 84",,,,"(38,124424,13,363409)"
0912018103018303079,Palermo,VIA DAITA GAETANO intersezione con VIA TORREARSA,,,,"(38,126367,13,355397)"
0912018120313153080,Palermo,"VIA MESSINA MARINE , 719",,,,"(38,097097,13,419382)"
0912018120119303081,Palermo,"VIA MORELLO NUNZIO , 2",,,,"(38,130802,13,345166)"
0912018112818303082,Palermo,PIAZZA SETTIMO RUGGERO altezza (inters.) VIA TURATI FILIPPO,,,,"(38,125253,13,356022)"
0912018120323553083,Palermo,PIAZZA BUSACCA RAFFAELE intersezione con VIA MALASPINA,,,,"(38,127206,13,342697)"
0912018111914153084,Palermo,PIAZZA EINSTEIN ALBERT intersezione VIALE REGIONE SICILIANA,,,,"(38,127983,13,329729)"
0912018111915003085,Palermo,VIA MADDALENA UMBERTO s.n.c.,,,,"(38,101788,13,310457)"
0912018120410003086,Palermo,VIA TODARO AGOSTINO intersezione con VIA EMILIANI GIUDICI PAOLO,,,,"(38,103927,13,366952)"
0912018120411053087,Palermo,VIA DELL'AUTONOMIA SICILIANA intersezione con VIA FERRI FERDINANDO,,,,"(38,141644,13,353432)"
0912018120412403088,Palermo,VIALE DE GASPERI ALCIDE intersezione con VIA VILLA BARBERA,,,,"(38,148645,13,331822)"
0912018120413303089,Palermo,VIA DI GIOVANNI FILIPPO intersezione con VIA DEI QUARTIERI,,,,"(38,162752,13,328462)"
0912018112608103090,Palermo,"VIALE MARCHESE DI VILLABIANCA , 123",,,,"(38,139325,13,349426)"
0912018120318103091,Palermo,VIALE GALILEO GALILEI altezza (inters.) VIA GIOTTO,,,,"(38,13087,13,334571)"
0912018120416003092,Palermo,VIA SERRADIFALCO intersezione con VIA DI MARTINO GIROLAMO,,,,"(38,123883,13,339648)"
0912018120413053093,Palermo,"VIALE MICHELANGELO , 1354",,,,"(38,135736,13,315855)"
0912018120503003094,Palermo,VIA GIORDANO UMBERTO intersezione con VIA NOTARBARTOLO EMANUELE,,,,"(38,131277,13,340403)"
0912018120511003095,Palermo,VIA MARINUZZI ANTONIO intersezione con VIA D'ONDES REGGIO VITO,,,,"(38,10823,13,363463)"
