ID,Modello,Targa,Tipo veicolo
3670027,Autovettura privata,,
3670035,Autovettura privata,,
3670035,Autovettura privata,,
3670047,Autovettura di polizia,,
3670047,Autovettura privata,,
3670050,Motociclo a solo,,
3670055,Autovettura privata,,
3670094,Autovettura privata,,
3670117,,,
3670117,Autovettura privata,,
3670121,Autovettura privata,,
3670121,Autovettura privata,,
3670126,Autovettura privata,,
3670136,Autovettura privata,,
3670136,Motociclo con passeggero,,
3670137,Autovettura privata,,
3670137,Autovettura privata,,
3670137,Motociclo a solo,,
3670141,Autovettura privata,,
3670141,Autovettura privata,,
3670141,Autovettura privata,,
3670142,Autovettura privata,,
3670142,Autovettura privata,,
3670142,Autocarro inferiore 35 q.,,
3670142,Autocarro inferiore 35 q.,,
3670170,Motociclo a solo,,
3670170,Autovettura privata,,
3670170,Autovettura privata,,
3670177,Autovettura privata,,
3670177,Autovettura privata,,
3670183,Autovettura privata,,
3670183,Autovettura privata,,
3670183,Autovettura privata,,
3670184,Autovettura privata,,
3670184,Autovettura privata,,
3670184,Motociclo a solo,,
3670189,,,
3670189,Autovettura pubblica,,
3670189,Autovettura pubblica,,
3670215,Autovettura privata,,
3670215,Autovettura privata,,
3670241,Autovettura privata,,
3670241,Autovettura privata,,
3670241,Autovettura privata,,
3670269,Autovettura privata,,
3670269,Autovettura privata,,
3670277,,,
3670277,Autovettura privata,,
3670277,Autovettura privata,,
3670277,Autovettura privata,,
3670302,Autovettura privata,,
3670302,Autovettura privata,,
3670317,Motociclo a solo,,
3670371,Autovettura privata,,
3670371,Autovettura privata,,
3670371,Autovettura privata,,
3670371,Autovettura privata,,
3670375,Autovettura privata,,
3670375,Autovettura privata,,
3670375,Quadriciclo leggero,,
3670375,Quadriciclo leggero,,
3670378,Autovettura privata,,
3670378,Autovettura privata,,
3670378,Autovettura privata,,
3670426,Autovettura privata,,
3670426,Motociclo a solo,,
3670431,Autovettura privata,,
3670431,Autovettura privata,,
3670431,Autovettura privata,,
3670436,Autovettura privata,,
3670436,Motociclo a solo,,
3670463,Autovettura di polizia,,
3670463,Autovettura di polizia,,
3670463,Motociclo a solo,,
3670475,Autovettura privata,,
3670475,Motociclo a solo,,
3670504,Motociclo a solo,,
3670504,Autobus di linea,,
3670533,Autovettura privata,,
3670533,Autovettura privata,,
3670533,Autocarro inferiore 35 q.,,
3670541,Motociclo a solo,,
3670548,,,
3670548,Autovettura privata,,
3670554,Autovettura privata,,
3670554,Autovettura privata,,
3670575,,,
3670575,Motociclo con passeggero,,
3670575,Motociclo con passeggero,,
3670616,Autovettura privata,,
3670629,Quadriciclo,,
3670636,Autovettura privata,,
3670712,Autovettura privata,,
3670712,Autovettura privata,,
3670712,Autovettura privata,,
3670712,Autovettura privata,,
3670721,Autovettura privata,,
3670721,Autovettura privata,,
3670721,Autovettura con rimorchio,,
3670721,Autovettura con rimorchio,,
3670729,Motociclo a solo,,
3670729,Autovettura privata,,
3670732,Motociclo a solo,,
3670735,,,
3670735,Motociclo a solo,,
3670741,Autovettura privata,,
3670750,Motociclo a solo,,
3670750,Autovettura privata,,
3670751,Autovettura privata,,
3670751,Autovettura privata,,
3670751,Autovettura privata,,
3670751,Autovettura privata,,
3670753,Autovettura privata,,
3670766,Autovettura privata,,
3670766,Autovettura privata,,
3670766,Autovettura privata,,
3670766,Autovettura privata,,
3670780,Autovettura privata,,
3670801,Autovettura privata,,
3670810,Autovettura privata,,
3670810,Autovettura privata,,
3670810,Autovettura privata,,
3670810,Autovettura privata,,
3670810,Autovettura privata,,
3670827,Autovettura privata,,
3670827,Motociclo a solo,,
3670831,Autovettura privata,,
3670831,Autovettura privata,,
3670831,Autovettura privata,,
3670831,Autovettura privata,,
3670831,Autovettura privata,,
3670837,Autovettura privata,,
3670837,Autovettura privata,,
3670837,Autovettura privata,,
3670837,Autovettura privata,,
3670837,Autovettura privata,,
3670837,Autovettura privata,,
3670838,Motociclo a solo,,
3670838,Autovettura privata,,
3670859,Autovettura privata,,
3670859,Quadriciclo leggero,,
3670862,Motociclo a solo,,
3670862,Motociclo a solo,,
3670862,Autovettura privata,,
3670872,Autovettura privata,,
3670880,Autovettura privata,,
3670880,Autovettura privata,,
3670880,Autovettura privata,,
3670886,Autovettura privata,,
3670886,Motociclo con passeggero,,
3670886,Motociclo con passeggero,,
3670895,Autovettura privata,,
3670895,Autovettura privata,,
3670913,Autocarro inferiore 35 q.,,
3670913,Autovettura privata,,
3670913,Autovettura privata,,
3670913,Autovettura privata,,
3671053,Autobus urbano,,
3671191,Autovettura privata,,
3671191,Autovettura privata,,
3671191,Autovettura privata,,
3671200,Autocarro inferiore 35 q.,,
3671202,Autovettura privata,,
3671202,Autovettura privata,,
3671202,Autovettura privata,,
3671202,Autovettura privata,,
3671202,Autovettura privata,,
3671204,Autovettura privata,,
3671204,Autovettura privata,,
3671206,Autovettura privata,,
3671207,Autovettura privata,,
3671207,Motociclo a solo,,
3671208,Motociclo a solo,,
3671216,Autovettura privata,,
3671217,Autocarro inferiore 35 q.,,
3671217,Motociclo a solo,,
3671219,Veicolo speciale,,
3671219,Autovettura privata,,
3671223,Autovettura privata,,
3671223,Autovettura privata,,
3671223,Autocarro inferiore 35 q.,,
3671226,Autovettura privata,,
3671226,Autovettura privata,,
3671226,Autovettura privata,,
3671229,Autovettura privata,,
3671248,Autovettura privata,,
3671248,Autovettura privata,,
3671249,Autobus di linea,,
3671251,Motociclo a solo,,
3671254,Motociclo a solo,,
3671266,Autocarro inferiore 35 q.,,
3671266,Autocarro inferiore 35 q.,,
3671266,Autovettura privata,,
3671266,Autovettura privata,,
3671269,Autovettura privata,,
3671269,Autovettura privata,,
3671269,Motociclo a solo,,
3671274,Autovettura privata,,
3671275,Autovettura privata,,
3671278,Autovettura privata,,
3671280,Autovettura privata,,
3671285,Autovettura privata,,
3671290,Autovettura privata,,
3671290,Motociclo a solo,,
3671305,Autocarro inferiore 35 q.,,
3671305,Autovettura privata,,
3671305,Autovettura privata,,
3671312,Autovettura privata,,
3671312,Autovettura privata,,
3671340,Autovettura privata,,
3671340,Autovettura privata,,
3671408,Autovettura privata,,
3671408,Autovettura privata,,
3671408,Autovettura privata,,
3671408,Autocarro inferiore 35 q.,,
3671423,Motociclo a solo,,
3671423,Autovettura privata,,
3671436,Autovettura privata,,
3671438,Autovettura privata,,
3671473,Autovettura privata,,
3671473,Autovettura privata,,
3671473,Motociclo a solo,,
3671476,Autovettura privata,,
3671479,Autovettura privata,,
3671479,Motociclo a solo,,
3671484,Motociclo a solo,,
3671486,Autovettura privata,,
3671492,Autovettura privata,,
3671492,Motociclo con passeggero,,
3671552,Motociclo a solo,,
3671571,Autovettura privata,,
3671571,Autovettura privata,,
3671571,Autovettura pubblica,,
3671595,Autovettura privata,,
3671595,Autovettura privata,,
3671595,Autovettura privata,,
3671609,Autovettura privata,,
3671609,Autovettura privata,,
3671609,Autovettura privata,,
3671609,Autovettura di polizia,,
3671609,Autovettura di polizia,,
3671628,Autovettura privata,,
3671656,,,
3671660,Autovettura privata,,
3671662,Autovettura privata,,
3671662,Autovettura privata,,
3671662,Autovettura privata,,
3671668,Autocarro inferiore 35 q.,,
3671668,Autovettura privata,,
3671668,Autovettura privata,,
3671689,Autocarro inferiore 35 q.,,
3671741,Autocarro inferiore 35 q.,,
3671741,Motociclo a solo,,
3671746,Autovettura privata,,
3671746,Autovettura privata,,
3671746,Autovettura privata,,
3671747,Autocarro inferiore 35 q.,,
3671747,Autovettura privata,,
3671753,Autobus di linea,,
3671753,Autovettura privata,,
3671755,Autovettura privata,,
3671755,Autovettura privata,,
3671755,Autovettura privata,,
3671755,Autovettura privata,,
3671761,Motociclo a solo,,
3671766,Autovettura privata,,
3671824,Autobus urbano,,
3671834,Motociclo a solo,,
3671834,Autovettura privata,,
3671928,Autovettura privata,,
3671928,Autovettura privata,,
3671928,Ciclomotore,,
3671938,Autovettura privata,,
3671938,Autovettura privata,,
3671994,Autovettura privata,,
3671994,Motociclo a solo,,
3671994,Motociclo a solo,,
3672013,Autovettura privata,,
3672013,Autovettura privata,,
3672013,Autovettura privata,,
3672013,Autovettura privata,,
3672082,Autovettura privata,,
3672082,Autocarro inferiore 35 q.,,
3672082,Autocarro inferiore 35 q.,,
3672096,Autovettura privata,,
3672096,Autovettura privata,,
3672096,Autovettura privata,,
3672154,Ciclomotore,,
3672154,Ciclomotore,,
3672156,Autovettura privata,,
3672156,Autovettura privata,,
3672251,Autovettura privata,,
3672251,Autovettura privata,,
3672259,Autovettura privata,,
3672259,Autovettura privata,,
3672282,Autovettura privata,,
3672282,Motociclo con passeggero,,
3672282,Motociclo con passeggero,,
3672299,Quadriciclo leggero,,
3672299,Autovettura privata,,
3672307,Autovettura privata,,
3672307,Motociclo a solo,,
3672340,Autovettura privata,,
3672340,Autovettura privata,,
3672371,Motociclo a solo,,
3672371,Motociclo a solo,,
3672382,Autovettura privata,,
3672382,Autovettura privata,,
3672409,Motociclo a solo,,
3672409,Autovettura privata,,
3672409,Autovettura privata,,
3672419,Ciclomotore,,
3672419,Autovettura privata,,
3672431,Autovettura privata,,
3672431,Autovettura privata,,
3672431,Autovettura privata,,
3672431,Motociclo a solo,,
3672439,Autovettura privata,,
3672439,Autovettura privata,,
3672729,,,
3672729,Autovettura privata,,
3672742,,,
3672742,Autovettura privata,,
3672742,Autovettura privata,,
3672750,Autovettura privata,,
3672750,Motociclo a solo,,
3672751,Autovettura privata,,
3672751,Autovettura privata,,
3672755,Autovettura privata,,
3672755,Autovettura privata,,
3672758,Autovettura privata,,
3672758,Ciclomotore con passeggero,,
3672760,Autovettura privata,,
3672760,Autovettura di polizia,,
3672760,Autovettura di polizia,,
3672774,Autovettura privata,,
3672774,Autovettura privata,,
3672774,Autovettura privata,,
3672774,Autovettura privata,,
3672774,Autovettura privata,,
3672778,Autovettura privata,,
3672778,Motociclo a solo,,
3672786,,,
3672786,Autovettura privata,,
3672812,Autovettura privata,,
3672812,Autovettura privata,,
