ID,Citta',Via,FondoStradale,Pavimentazione,Illuminazione,Coordinate
3621540,Roma,VIA ENRICO DELL'ACQUA,Bagnato (umidit? in atto),Asfaltata,Sufficiente,"(12.65032,41.86544)"
3621540,Roma,VIA ENRICO DELL'ACQUA,Bagnato (umidit? in atto),Asfaltata,Sufficiente,"(12.65032,41.86544)"
3621540,Roma,VIA ENRICO DELL'ACQUA,Bagnato (umidit? in atto),Asfaltata,Sufficiente,"(12.65032,41.86544)"
3621622,Roma,VIA DI TOR VERGATA,Asciutto,Asfaltata,Sufficiente,"(12.61964,41.83425)"
3621622,Roma,VIA DI TOR VERGATA,Asciutto,Asfaltata,Sufficiente,"(12.61964,41.83425)"
3621622,Roma,VIA DI TOR VERGATA,Asciutto,Asfaltata,Sufficiente,"(12.61964,41.83425)"
3621622,Roma,VIA DI TOR VERGATA,Asciutto,Asfaltata,Sufficiente,"(12.61964,41.83425)"
3621640,Roma,VIA DI DRAGONE,Asciutto,Con buche,Insufficiente,"(12.33258,41.78343)"
3621640,Roma,VIA DI DRAGONE,Asciutto,Con buche,Insufficiente,"(12.33258,41.78343)"
3621646,Roma,PIAZZA CESARIO CONSOLE,Asciutto,Asfaltata,Insufficiente,"(12.28571,41.72738)"
3621646,Roma,PIAZZA CESARIO CONSOLE,Asciutto,Asfaltata,Insufficiente,"(12.28571,41.72738)"
3621646,Roma,PIAZZA CESARIO CONSOLE,Asciutto,Asfaltata,Insufficiente,"(12.28571,41.72738)"
3621750,Roma,VIALE DELLE GARDENIE,Bagnato (umidit? in atto),Asfaltata,Sufficiente,"(12.56439,41.88587)"
3621750,Roma,VIALE DELLE GARDENIE,Bagnato (umidit? in atto),Asfaltata,Sufficiente,"(12.56439,41.88587)"
3621750,Roma,VIALE DELLE GARDENIE,Bagnato (umidit? in atto),Asfaltata,Sufficiente,"(12.56439,41.88587)"
3621750,Roma,VIALE DELLE GARDENIE,Bagnato (umidit? in atto),Asfaltata,Sufficiente,"(12.56439,41.88587)"
3621850,Roma,VIA DEL MARE,Asciutto,Asfaltata,Ore Diurne,"(12.46323,41.84026)"
3622030,Roma,VIA PRENESTINA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.68998,41.88956)"
3622030,Roma,VIA PRENESTINA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.68998,41.88956)"
3622030,Roma,VIA PRENESTINA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.68998,41.88956)"
3622032,Roma,VIA CASILINA,Asciutto,Asfaltata,Sufficiente,"(12.66257,41.86376)"
3622032,Roma,VIA CASILINA,Asciutto,Asfaltata,Sufficiente,"(12.66257,41.86376)"
3622032,Roma,VIA CASILINA,Asciutto,Asfaltata,Sufficiente,"(12.66257,41.86376)"
3622032,Roma,VIA CASILINA,Asciutto,Asfaltata,Sufficiente,"(12.66257,41.86376)"
3622033,Roma,VIA DI FONTANA CANDIDA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.6892,41.85938)"
3622033,Roma,VIA DI FONTANA CANDIDA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.6892,41.85938)"
3622033,Roma,VIA DI FONTANA CANDIDA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.6892,41.85938)"
3622033,Roma,VIA DI FONTANA CANDIDA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.6892,41.85938)"
3622269,Roma,VIA QUIRINO MAJORANA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.46223,41.86827)"
3622269,Roma,VIA QUIRINO MAJORANA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.46223,41.86827)"
3622279,Roma,VIALE GIUSEPPE SIRTORI,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.44856,41.85556)"
3622279,Roma,VIALE GIUSEPPE SIRTORI,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.44856,41.85556)"
3622293,Roma,VIA CRISTOFORO COLOMBO,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.49801,41.8602)"
3622293,Roma,VIA CRISTOFORO COLOMBO,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.49801,41.8602)"
3622293,Roma,VIA CRISTOFORO COLOMBO,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.49801,41.8602)"
3622293,Roma,VIA CRISTOFORO COLOMBO,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.49801,41.8602)"
3622299,Roma,LUNGOTEVERE DELLA FARNESINA,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.46948,41.89254)"
3622302,Roma,VIA DEL SERAFICO,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.48473,41.82971)"
3622303,Roma,CORSO DI FRANCIA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.47168,41.93671)"
3622303,Roma,CORSO DI FRANCIA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.47168,41.93671)"
3622308,Roma,VIA SARSINA,Bagnato (pioggia),Strada pavimentata dissestata,Sufficiente,"(12.40619,41.79613)"
3622308,Roma,VIA SARSINA,Bagnato (pioggia),Strada pavimentata dissestata,Sufficiente,"(12.40619,41.79613)"
3622308,Roma,VIA SARSINA,Bagnato (pioggia),Strada pavimentata dissestata,Sufficiente,"(12.40619,41.79613)"
3622308,Roma,VIA SARSINA,Bagnato (pioggia),Strada pavimentata dissestata,Sufficiente,"(12.40619,41.79613)"
3622312,Roma,VIA LUCHINO DAL VERME,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.53573,41.88877)"
3622312,Roma,VIA LUCHINO DAL VERME,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.53573,41.88877)"
3622313,Roma,VIA DI GROTTA PERFETTA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.48875,41.84673)"
3622313,Roma,VIA DI GROTTA PERFETTA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.48875,41.84673)"
3622313,Roma,VIA DI GROTTA PERFETTA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.48875,41.84673)"
3622328,Roma,VIA DI MACCHIA PALOCCO,,,,"(,)"
3622329,Roma,VIA DEL FORNETTO,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.46376,41.87141)"
3622329,Roma,VIA DEL FORNETTO,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.46376,41.87141)"
3622336,Roma,VIA MARMORATA,Bagnato (umidit? in atto),Lastricata,Sufficiente,"(12.47916,41.87872)"
3622336,Roma,VIA MARMORATA,Bagnato (umidit? in atto),Lastricata,Sufficiente,"(12.47916,41.87872)"
3622354,Roma,VIA DELLA CAMILLUCCIA,Asciutto,Asfaltata,Sufficiente,"(12.44422,41.93285)"
3622354,Roma,VIA DELLA CAMILLUCCIA,Asciutto,Asfaltata,Sufficiente,"(12.44422,41.93285)"
3622354,Roma,VIA DELLA CAMILLUCCIA,Asciutto,Asfaltata,Sufficiente,"(12.44422,41.93285)"
3622358,Roma,VIALE PALMIRO TOGLIATTI,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.57139,41.85519)"
3622358,Roma,VIALE PALMIRO TOGLIATTI,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.57139,41.85519)"
3622361,Roma,VIALE PALMIRO TOGLIATTI,Bagnato (umidit? in atto),Asfaltata,Sufficiente,"(12.57275,41.87821)"
3622366,Roma,VIALE GIUSEPPE MAZZINI,Bagnato (umidit? in atto),Asfaltata,Insufficiente,"(12.46453,41.91667)"
3622369,Roma,VIA DI CIAMPINO,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.58335,41.80938)"
3622369,Roma,VIA DI CIAMPINO,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.58335,41.80938)"
3622388,Roma,VIA TUSCOLANA,Bagnato (umidit? in atto),Asfaltata,Sufficiente,"(12.56467,41.8554)"
3622388,Roma,VIA TUSCOLANA,Bagnato (umidit? in atto),Asfaltata,Sufficiente,"(12.56467,41.8554)"
3622388,Roma,VIA TUSCOLANA,Bagnato (umidit? in atto),Asfaltata,Sufficiente,"(12.56467,41.8554)"
3622388,Roma,VIA TUSCOLANA,Bagnato (umidit? in atto),Asfaltata,Sufficiente,"(12.56467,41.8554)"
3622407,Roma,PIAZZA RAGUSA,,,,"(,)"
3622429,Roma,CORSO D'ITALIA,Bagnato (umidit? in atto),Asfaltata,Sufficiente,"(12.49713,41.91087)"
3622430,Roma,VIA DI CASTEL FUSANO,Asciutto,Asfaltata,Ore Diurne,"(12.31099,41.7478)"
3622430,Roma,VIA DI CASTEL FUSANO,Asciutto,Asfaltata,Ore Diurne,"(12.31099,41.7478)"
3622430,Roma,VIA DI CASTEL FUSANO,Asciutto,Asfaltata,Ore Diurne,"(12.31099,41.7478)"
3622438,Roma,PIAZZALE FLAMINIO,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.47517,41.91146)"
3622438,Roma,PIAZZALE FLAMINIO,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.47517,41.91146)"
3622438,Roma,PIAZZALE FLAMINIO,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.47517,41.91146)"
3622444,Roma,LUNGOTEVERE ARNALDO DA BRESCIA,Asciutto,Asfaltata,Sufficiente,"(12.47165,41.91448)"
3622444,Roma,LUNGOTEVERE ARNALDO DA BRESCIA,Asciutto,Asfaltata,Sufficiente,"(12.47165,41.91448)"
3622444,Roma,LUNGOTEVERE ARNALDO DA BRESCIA,Asciutto,Asfaltata,Sufficiente,"(12.47165,41.91448)"
3622462,Roma,LARGO GIOVANNI XXIII,Bagnato (umidit? in atto),Asfaltata,Sufficiente,"(12.46437,41.90212)"
3622462,Roma,LARGO GIOVANNI XXIII,Bagnato (umidit? in atto),Asfaltata,Sufficiente,"(12.46437,41.90212)"
3622467,Roma,VIA DI TORREVECCHIA,Asciutto,Asfaltata,Sufficiente,"(12.41223,41.92332)"
3622467,Roma,VIA DI TORREVECCHIA,Asciutto,Asfaltata,Sufficiente,"(12.41223,41.92332)"
3622467,Roma,VIA DI TORREVECCHIA,Asciutto,Asfaltata,Sufficiente,"(12.41223,41.92332)"
3622467,Roma,VIA DI TORREVECCHIA,Asciutto,Asfaltata,Sufficiente,"(12.41223,41.92332)"
3622467,Roma,VIA DI TORREVECCHIA,Asciutto,Asfaltata,Sufficiente,"(12.41223,41.92332)"
3622467,Roma,VIA DI TORREVECCHIA,Asciutto,Asfaltata,Sufficiente,"(12.41223,41.92332)"
3622467,Roma,VIA DI TORREVECCHIA,Asciutto,Asfaltata,Sufficiente,"(12.41223,41.92332)"
3622467,Roma,VIA DI TORREVECCHIA,Asciutto,Asfaltata,Sufficiente,"(12.41223,41.92332)"
3622479,Roma,VIALE ALESSANDRINO,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.58077,41.87384)"
3622479,Roma,VIALE ALESSANDRINO,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.58077,41.87384)"
3622487,Roma,VIALE PALMIRO TOGLIATTI,Asciutto,Asfaltata,Ore Diurne,"(12.57334,41.88718)"
3622495,Roma,VIA PIETRO BEMBO,Asciutto,Asfaltata,Sufficiente,"(12.41096,41.91666)"
3622495,Roma,VIA PIETRO BEMBO,Asciutto,Asfaltata,Sufficiente,"(12.41096,41.91666)"
3622495,Roma,VIA PIETRO BEMBO,Asciutto,Asfaltata,Sufficiente,"(12.41096,41.91666)"
3622508,Roma,VIA GIUSEPPE GIOACHINO BELLI,Bagnato (pioggia),In cubetti di porfido,Sufficiente,"(12.47189,41.90765)"
3622528,Roma,VIALE PALMIRO TOGLIATTI,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.57334,41.88718)"
3622528,Roma,VIALE PALMIRO TOGLIATTI,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.57334,41.88718)"
3622537,Roma,VIA TIBURTINA,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.54635,41.90908)"
3622537,Roma,VIA TIBURTINA,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.54635,41.90908)"
3622537,Roma,VIA TIBURTINA,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.54635,41.90908)"
3622541,Roma,VIA MACERATA,Asciutto,Asfaltata,Sufficiente,"(12.52653,41.88995)"
3622541,Roma,VIA MACERATA,Asciutto,Asfaltata,Sufficiente,"(12.52653,41.88995)"
3622543,Roma,PIAZZA DI S. GIOVANNI IN LATERANO,Asciutto,Asfaltata,Sufficiente,"(12.50672,41.88687)"
3622543,Roma,PIAZZA DI S. GIOVANNI IN LATERANO,Asciutto,Asfaltata,Sufficiente,"(12.50672,41.88687)"
3622543,Roma,PIAZZA DI S. GIOVANNI IN LATERANO,Asciutto,Asfaltata,Sufficiente,"(12.50672,41.88687)"
3622543,Roma,PIAZZA DI S. GIOVANNI IN LATERANO,Asciutto,Asfaltata,Sufficiente,"(12.50672,41.88687)"
3622543,Roma,PIAZZA DI S. GIOVANNI IN LATERANO,Asciutto,Asfaltata,Sufficiente,"(12.50672,41.88687)"
3622543,Roma,PIAZZA DI S. GIOVANNI IN LATERANO,Asciutto,Asfaltata,Sufficiente,"(12.50672,41.88687)"
3622552,Roma,VIA NOMENTANA,Asciutto,Asfaltata,Sufficiente,"(12.55482,41.94228)"
3622554,Roma,VIA NOMENTANA,Asciutto,Asfaltata,Ore Diurne,"(12.52175,41.92458)"
3622554,Roma,VIA NOMENTANA,Asciutto,Asfaltata,Ore Diurne,"(12.52175,41.92458)"
3622557,Roma,VIA DEI MONTI TIBURTINI,Bagnato (umidit? in atto),Asfaltata,Sufficiente,"(12.54063,41.91789)"
3622557,Roma,VIA DEI MONTI TIBURTINI,Bagnato (umidit? in atto),Asfaltata,Sufficiente,"(12.54063,41.91789)"
3622557,Roma,VIA DEI MONTI TIBURTINI,Bagnato (umidit? in atto),Asfaltata,Sufficiente,"(12.54063,41.91789)"
3622557,Roma,VIA DEI MONTI TIBURTINI,Bagnato (umidit? in atto),Asfaltata,Sufficiente,"(12.54063,41.91789)"
3622557,Roma,VIA DEI MONTI TIBURTINI,Bagnato (umidit? in atto),Asfaltata,Sufficiente,"(12.54063,41.91789)"
3622565,Roma,VIA DONATO MENICHELLA,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.5867,41.94749)"
3622565,Roma,VIA DONATO MENICHELLA,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.5867,41.94749)"
3622565,Roma,VIA DONATO MENICHELLA,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.5867,41.94749)"
3622586,Roma,VIA LABICANA,Bagnato (umidit? in atto),Asfaltata,Sufficiente,"(12.49873,41.88979)"
3622586,Roma,VIA LABICANA,Bagnato (umidit? in atto),Asfaltata,Sufficiente,"(12.49873,41.88979)"
3622588,Roma,VIA ENNIO BONIFAZI,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.41645,41.90598)"
3622588,Roma,VIA ENNIO BONIFAZI,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.41645,41.90598)"
3622588,Roma,VIA ENNIO BONIFAZI,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.41645,41.90598)"
3622588,Roma,VIA ENNIO BONIFAZI,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.41645,41.90598)"
3622588,Roma,VIA ENNIO BONIFAZI,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.41645,41.90598)"
3622592,Roma,VIA MARMORATA,Asciutto,Asfaltata,Sufficiente,"(12.4784,41.87981)"
3622593,Roma,VIA DI BOCCEA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.41104,41.90332)"
3622600,Roma,VIA PRENESTINA,Asciutto,Asfaltata,Sufficiente,"(12.52801,41.89134)"
3622600,Roma,VIA PRENESTINA,Asciutto,Asfaltata,Sufficiente,"(12.52801,41.89134)"
3622600,Roma,VIA PRENESTINA,Asciutto,Asfaltata,Sufficiente,"(12.52801,41.89134)"
3622612,Roma,VIA DI MALAGROTTA,,,,"(,)"
3622613,Roma,CIRCONVALLAZIONE GIANICOLENSE,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.46354,41.8731)"
3622617,Roma,LUNGOTEVERE DEI MELLINI,Asciutto,Asfaltata,Sufficiente,"(12.47328,41.90696)"
3622617,Roma,LUNGOTEVERE DEI MELLINI,Asciutto,Asfaltata,Sufficiente,"(12.47328,41.90696)"
3622617,Roma,LUNGOTEVERE DEI MELLINI,Asciutto,Asfaltata,Sufficiente,"(12.47328,41.90696)"
3622617,Roma,LUNGOTEVERE DEI MELLINI,Asciutto,Asfaltata,Sufficiente,"(12.47328,41.90696)"
3622618,Roma,VIA DELLA MAGLIANELLA,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.38109,41.90275)"
3622620,Roma,VIA PIETRO GASPARRI,Asciutto,Asfaltata,Sufficiente,"(12.41455,41.92156)"
3622620,Roma,VIA PIETRO GASPARRI,Asciutto,Asfaltata,Sufficiente,"(12.41455,41.92156)"
3622620,Roma,VIA PIETRO GASPARRI,Asciutto,Asfaltata,Sufficiente,"(12.41455,41.92156)"
3622623,Roma,VIA DELLA MAGLIANELLA,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.38109,41.90275)"
3622623,Roma,VIA DELLA MAGLIANELLA,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.38109,41.90275)"
3622623,Roma,VIA DELLA MAGLIANELLA,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.38109,41.90275)"
3622626,Roma,VIA PORTUENSE,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.39086,41.84099)"
3622632,Roma,VIA DELLA CESARINA,Bagnato (umidit? in atto),Asfaltata,Inesistente,"(12.5839,41.95905)"
3622632,Roma,VIA DELLA CESARINA,Bagnato (umidit? in atto),Asfaltata,Inesistente,"(12.5839,41.95905)"
3622654,Roma,PIAZZA BARBERINI,Bagnato (umidit? in atto),Asfaltata,Sufficiente,"(12.48933,41.90408)"
3622654,Roma,PIAZZA BARBERINI,Bagnato (umidit? in atto),Asfaltata,Sufficiente,"(12.48933,41.90408)"
3622654,Roma,PIAZZA BARBERINI,Bagnato (umidit? in atto),Asfaltata,Sufficiente,"(12.48933,41.90408)"
3622654,Roma,PIAZZA BARBERINI,Bagnato (umidit? in atto),Asfaltata,Sufficiente,"(12.48933,41.90408)"
3622655,Roma,VIA DELLA CESARINA,Bagnato (umidit? in atto),Asfaltata,Inesistente,"(12.58552,41.97559)"
3622655,Roma,VIA DELLA CESARINA,Bagnato (umidit? in atto),Asfaltata,Inesistente,"(12.58552,41.97559)"
3622655,Roma,VIA DELLA CESARINA,Bagnato (umidit? in atto),Asfaltata,Inesistente,"(12.58552,41.97559)"
3622655,Roma,VIA DELLA CESARINA,Bagnato (umidit? in atto),Asfaltata,Inesistente,"(12.58552,41.97559)"
3622655,Roma,VIA DELLA CESARINA,Bagnato (umidit? in atto),Asfaltata,Inesistente,"(12.58552,41.97559)"
3622657,Roma,PIAZZA DI S. PANCRAZIO,Bagnato (umidit? in atto),Asfaltata,Sufficiente,"(12.45543,41.8847)"
3622657,Roma,PIAZZA DI S. PANCRAZIO,Bagnato (umidit? in atto),Asfaltata,Sufficiente,"(12.45543,41.8847)"
3622663,Roma,VIA SEBINO,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.50576,41.92207)"
3622663,Roma,VIA SEBINO,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.50576,41.92207)"
3622672,Roma,VIA DEL FORTE BOCCEA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.42057,41.90524)"
3622672,Roma,VIA DEL FORTE BOCCEA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.42057,41.90524)"
3622692,Roma,PONTE GARIBALDI,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.47432,41.89044)"
3622692,Roma,PONTE GARIBALDI,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.47432,41.89044)"
3622692,Roma,PONTE GARIBALDI,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.47432,41.89044)"
3622692,Roma,PONTE GARIBALDI,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.47432,41.89044)"
3622692,Roma,PONTE GARIBALDI,Bagnato (pioggia),Asfaltata,Sufficiente,"(12.47432,41.89044)"
3622733,Roma,GALLERIA GIOVANNI XXIII,Asciutto,Asfaltata,Sufficiente,"(12.45458,41.9395)"
3622785,Roma,VIA VINCENZO TOMASSINI,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.41355,41.92776)"
3622785,Roma,VIA VINCENZO TOMASSINI,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.41355,41.92776)"
3622785,Roma,VIA VINCENZO TOMASSINI,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.41355,41.92776)"
3622825,Roma,VIALE DELLE MEDAGLIE D'ORO,Asciutto,Asfaltata,Ore Diurne,"(12.44276,41.91507)"
3622825,Roma,VIALE DELLE MEDAGLIE D'ORO,Asciutto,Asfaltata,Ore Diurne,"(12.44276,41.91507)"
3622914,Roma,VIALE VATICANO,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.44868,41.90426)"
3622914,Roma,VIALE VATICANO,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.44868,41.90426)"
3622950,Roma,SOTTOVIA IGNAZIO GUIDI,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.49124,41.91036)"
3622950,Roma,SOTTOVIA IGNAZIO GUIDI,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.49124,41.91036)"
3622966,Roma,VIALE BRUNO BUOZZI,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.48509,41.92163)"
3622981,Roma,VIA SALARIA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.50234,41.92623)"
3622981,Roma,VIA SALARIA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.50234,41.92623)"
3622981,Roma,VIA SALARIA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.50234,41.92623)"
3622981,Roma,VIA SALARIA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.50234,41.92623)"
3622981,Roma,VIA SALARIA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.50234,41.92623)"
3623014,Roma,VIA UGO BARTOLOMEI,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.44569,41.90962)"
3623014,Roma,VIA UGO BARTOLOMEI,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.44569,41.90962)"
3623088,Roma,VIA DEI MONTI DI PRIMAVALLE,Asciutto,Asfaltata,Ore Diurne,"(12.41313,41.90994)"
3623088,Roma,VIA DEI MONTI DI PRIMAVALLE,Asciutto,Asfaltata,Ore Diurne,"(12.41313,41.90994)"
3623169,Roma,VIA BARTOLO LONGO,Asciutto,Asfaltata,Ore Diurne,"(12.56857,41.93312)"
3623169,Roma,VIA BARTOLO LONGO,Asciutto,Asfaltata,Ore Diurne,"(12.56857,41.93312)"
3623169,Roma,VIA BARTOLO LONGO,Asciutto,Asfaltata,Ore Diurne,"(12.56857,41.93312)"
3623169,Roma,VIA BARTOLO LONGO,Asciutto,Asfaltata,Ore Diurne,"(12.56857,41.93312)"
3623169,Roma,VIA BARTOLO LONGO,Asciutto,Asfaltata,Ore Diurne,"(12.56857,41.93312)"
3623169,Roma,VIA BARTOLO LONGO,Asciutto,Asfaltata,Ore Diurne,"(12.56857,41.93312)"
3623169,Roma,VIA BARTOLO LONGO,Asciutto,Asfaltata,Ore Diurne,"(12.56857,41.93312)"
3623169,Roma,VIA BARTOLO LONGO,Asciutto,Asfaltata,Ore Diurne,"(12.56857,41.93312)"
3623190,Roma,NUOVA CIRCONVALLAZIONE INTERNA,Asciutto,Asfaltata,Ore Diurne,"(12.52751,41.92244)"
3623197,Roma,VIA LUIGI RIZZO,Asciutto,Asfaltata,Sufficiente,"(12.4441,41.90786)"
3623197,Roma,VIA LUIGI RIZZO,Asciutto,Asfaltata,Sufficiente,"(12.4441,41.90786)"
3623215,Roma,PIAZZA GREGORIO RONCA,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.28665,41.73342)"
3623215,Roma,PIAZZA GREGORIO RONCA,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.28665,41.73342)"
3623232,Roma,VIA DI SAPONARA,Asciutto,Asfaltata,Ore Diurne,"(12.32766,41.76742)"
3623232,Roma,VIA DI SAPONARA,Asciutto,Asfaltata,Ore Diurne,"(12.32766,41.76742)"
3623232,Roma,VIA DI SAPONARA,Asciutto,Asfaltata,Ore Diurne,"(12.32766,41.76742)"
3623315,Roma,VIA ROMOLO GIGLIOZZI,Bagnato (umidit? in atto),Asfaltata,Inesistente,"(12.43447,41.77784)"
3623315,Roma,VIA ROMOLO GIGLIOZZI,Bagnato (umidit? in atto),Asfaltata,Inesistente,"(12.43447,41.77784)"
3623315,Roma,VIA ROMOLO GIGLIOZZI,Bagnato (umidit? in atto),Asfaltata,Inesistente,"(12.43447,41.77784)"
3623315,Roma,VIA ROMOLO GIGLIOZZI,Bagnato (umidit? in atto),Asfaltata,Inesistente,"(12.43447,41.77784)"
3623543,Roma,VIA TUSCOLANA,Asciutto,Asfaltata,Sufficiente,"(12.51449,41.88289)"
3623543,Roma,VIA TUSCOLANA,Asciutto,Asfaltata,Sufficiente,"(12.51449,41.88289)"
3623543,Roma,VIA TUSCOLANA,Asciutto,Asfaltata,Sufficiente,"(12.51449,41.88289)"
3623544,Roma,VIA TANCREDI CHIARALUCE,Asciutto,Con buche,Insufficiente,"(12.27017,41.74707)"
3623544,Roma,VIA TANCREDI CHIARALUCE,Asciutto,Con buche,Insufficiente,"(12.27017,41.74707)"
3623544,Roma,VIA TANCREDI CHIARALUCE,Asciutto,Con buche,Insufficiente,"(12.27017,41.74707)"
3623544,Roma,VIA TANCREDI CHIARALUCE,Asciutto,Con buche,Insufficiente,"(12.27017,41.74707)"
3623545,Roma,PIAZZALE APPIO,Asciutto,Asfaltata,Sufficiente,"(12.50956,41.88542)"
3623545,Roma,PIAZZALE APPIO,Asciutto,Asfaltata,Sufficiente,"(12.50956,41.88542)"
3623553,Roma,VIALE CASTRO PRETORIO,Bagnato (pioggia),Con buche,Sufficiente,"(12.50501,41.90638)"
3623553,Roma,VIALE CASTRO PRETORIO,Bagnato (pioggia),Con buche,Sufficiente,"(12.50501,41.90638)"
3623559,Roma,VIA TANCREDI CHIARALUCE,Asciutto,Con buche,Insufficiente,"(12.27017,41.74707)"
3623559,Roma,VIA TANCREDI CHIARALUCE,Asciutto,Con buche,Insufficiente,"(12.27017,41.74707)"
3623561,Roma,VIA PORTUENSE,Asciutto,Asfaltata,Ore Diurne,"(12.42902,41.85025)"
3623561,Roma,VIA PORTUENSE,Asciutto,Asfaltata,Ore Diurne,"(12.42902,41.85025)"
3623561,Roma,VIA PORTUENSE,Asciutto,Asfaltata,Ore Diurne,"(12.42902,41.85025)"
3623561,Roma,VIA PORTUENSE,Asciutto,Asfaltata,Ore Diurne,"(12.42902,41.85025)"
3623561,Roma,VIA PORTUENSE,Asciutto,Asfaltata,Ore Diurne,"(12.42902,41.85025)"
3623561,Roma,VIA PORTUENSE,Asciutto,Asfaltata,Ore Diurne,"(12.42902,41.85025)"
3623562,Roma,VIA MUSELLARO,Asciutto,Asfaltata,Ore Diurne,"(12.71241,41.90922)"
3623562,Roma,VIA MUSELLARO,Asciutto,Asfaltata,Ore Diurne,"(12.71241,41.90922)"
3623564,Roma,VIA BALDO DEGLI UBALDI,Asciutto,Asfaltata,Sufficiente,"(12.43243,41.89859)"
