ID,Citta',Via,FondoStradale,Pavimentazione,Illuminazione,Coordinate
3646563,Roma,VIA DEI DURANTINI,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.5421,41.91116)"
3646563,Roma,VIA DEI DURANTINI,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.5421,41.91116)"
3646568,Roma,VIALE MARCO POLO,Asciutto,Asfaltata,Ore Diurne,"(12.48835,41.87332)"
3646568,Roma,VIALE MARCO POLO,Asciutto,Asfaltata,Ore Diurne,"(12.48835,41.87332)"
3646568,Roma,VIALE MARCO POLO,Asciutto,Asfaltata,Ore Diurne,"(12.48835,41.87332)"
3646723,Roma,PIAZZALE CLODIO,Asciutto,Asfaltata,Ore Diurne,"(12.45442,41.9169)"
3646723,Roma,PIAZZALE CLODIO,Asciutto,Asfaltata,Ore Diurne,"(12.45442,41.9169)"
3646723,Roma,PIAZZALE CLODIO,Asciutto,Asfaltata,Ore Diurne,"(12.45442,41.9169)"
3646723,Roma,PIAZZALE CLODIO,Asciutto,Asfaltata,Ore Diurne,"(12.45442,41.9169)"
3646765,Roma,LARGO TOMASO PERASSI,Asciutto,Asfaltata,Sufficiente,"(12.41082,41.88951)"
3646765,Roma,LARGO TOMASO PERASSI,Asciutto,Asfaltata,Sufficiente,"(12.41082,41.88951)"
3646841,Roma,VIA ARENULA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.47545,41.89333)"
3646841,Roma,VIA ARENULA,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.47545,41.89333)"
3646866,Roma,VIA CRESCENZIO,Asciutto,In cubetti di porfido,Sufficiente,"(12.46127,41.90598)"
3646866,Roma,VIA CRESCENZIO,Asciutto,In cubetti di porfido,Sufficiente,"(12.46127,41.90598)"
3646875,Roma,PASSEGGIATA DI RIPETTA,Asciutto,In cubetti di porfido,Ore Diurne,"(12.47461,41.90852)"
3646875,Roma,PASSEGGIATA DI RIPETTA,Asciutto,In cubetti di porfido,Ore Diurne,"(12.47461,41.90852)"
3646875,Roma,PASSEGGIATA DI RIPETTA,Asciutto,In cubetti di porfido,Ore Diurne,"(12.47461,41.90852)"
3646887,Roma,VIA DELLO STATUTO,Asciutto,Asfaltata,Ore Diurne,"(,)"
3646887,Roma,VIA DELLO STATUTO,Asciutto,Asfaltata,Ore Diurne,"(,)"
3646902,Roma,VIA CAVOUR,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.49158,41.89433)"
3646902,Roma,VIA CAVOUR,Bagnato (pioggia),Asfaltata,Ore Diurne,"(12.49158,41.89433)"
3647200,Roma,VIA CASILINA,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.61708,41.86308)"
3647200,Roma,VIA CASILINA,Bagnato (umidit? in atto),Asfaltata,Ore Diurne,"(12.61708,41.86308)"
